,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
4,21.0,oci-java-sdk,DefaultConfigurator,com.oracle.bmc.http.defaultconfiguratortest.failifpropertyfalse,0.3757868679567752,False,False,False
5,21.0,oci-java-sdk,DefaultConfigurator,com.oracle.bmc.http.defaultconfiguratortest.succeedifpropertytrue,0.2350175280143045,False,False,False
7,21.0,oci-java-sdk,ExplicitlySetFilter,com.oracle.bmc.http.internal.explicitlysetfiltertest.testnullinsubclass,0.287982120535627,False,True,False
8,21.0,oci-java-sdk,HttpDateUtils,com.oracle.bmc.http.internal.httpdateutilstest.format_rfc3339_zeromillis,0.405720256190624,False,True,False
11,21.0,oci-java-sdk,RestClientFactoryBuilder,com.oracle.bmc.http.internal.restclientfactorybuildertest.testdefaultconfigurator,0.0804468935544184,False,True,False
13,21.0,oci-java-sdk,RestClient,com.oracle.bmc.http.internal.restclienttest.filter_headerabsent,0.2870387808230893,False,True,False
14,21.0,oci-java-sdk,RestClient,com.oracle.bmc.http.internal.restclienttest.filter_headerabsentsetnull,0.2812565002508757,False,True,True
15,21.0,oci-java-sdk,PEMFileRSAPrivateKeySupplier,com.oracle.bmc.http.signing.internal.pemfilersaprivatekeysuppliertest.ctor_invalidfile,1.0,True,False,False
16,21.0,oci-java-sdk,RequestSignerImpl,com.oracle.bmc.http.signing.internal.requestsignerimpltest.calculatemissingheaders_postduplicatableinputstreamasplaintext,0.6240964451919366,True,False,True
17,21.0,oci-java-sdk,DefaultEndpointConfiguration,com.oracle.bmc.internal.defaultendpointconfigurationtest.allvariables_allfilledin,0.1239342428754471,False,False,False
19,21.0,oci-java-sdk,DefaultEndpointConfiguration,com.oracle.bmc.internal.defaultendpointconfigurationtest.somevariables_noservicename_nosecondleveldomain,0.1675016124447076,False,False,False
20,21.0,oci-java-sdk,EndpointBuilder,com.oracle.bmc.internal.endpointbuildertest.createendpoint_usecustomtemplate,0.305276987155164,False,False,False
21,21.0,oci-java-sdk,EndpointBuilder,com.oracle.bmc.internal.endpointbuildertest.createendpoint_usecustomtemplate_alltemplatesused,0.2881231423775715,False,False,False
23,21.0,oci-java-sdk,Range,com.oracle.bmc.model.rangetest.parse_nostarthascontentlength,0.1689206015197372,False,False,False
25,21.0,oci-java-sdk,MultipartUtils,com.oracle.bmc.objectstorage.transfer.internal.multipartutilstest.shouldcalculatemd5_enabled_notset,0.5419719711096609,False,False,True
27,21.0,oci-java-sdk,MultipartUtils,com.oracle.bmc.objectstorage.transfer.internal.multipartutilstest.shouldusemultipart_objectnottoolarge_shouldreturntrue,0.4141667067931084,False,False,False
28,21.0,oci-java-sdk,MultipartObjectAssembler,com.oracle.bmc.objectstorage.transfer.multipartobjectassemblertest.addparts_allsuccessful_commit,0.4820184949952957,False,True,True
29,21.0,oci-java-sdk,MultipartObjectAssembler,com.oracle.bmc.objectstorage.transfer.multipartobjectassemblertest.newrequest,0.514807818281322,False,True,True
30,21.0,oci-java-sdk,MultipartObjectAssembler,com.oracle.bmc.objectstorage.transfer.multipartobjectassemblertest.resumeupload_nomatchinguploadid,0.5718442089345055,False,True,True
33,21.0,oci-java-sdk,UploadManager,com.oracle.bmc.objectstorage.transfer.uploadmanagertest.upload_multipartupload_exception,0.3714290664886071,False,True,False
42,21.0,oci-java-sdk,HttpUtils,com.oracle.bmc.util.internal.httputilstest.encodepathsegment_character,0.6552180942826955,True,False,False
43,21.0,oci-java-sdk,HttpUtils,com.oracle.bmc.util.internal.httputilstest.encodepathsegment_uuid,0.788189662845904,True,False,False
44,21.0,oci-java-sdk,JavaRuntimeUtils,com.oracle.bmc.util.javaruntimeutilstest.version_java9_prerelease,0.0283257131830686,False,False,True
46,21.0,oci-java-sdk,MaxTimeTerminationStrategy,com.oracle.bmc.waiter.maxtimeterminationstrategytest.shouldterminate_equal,0.0510204081632652,False,False,False
0,21.0,oci-java-sdk,ConfigFileReader,com.oracle.bmc.configfilereadertest.defaultprofile,0.4566267463689576,False,False,False
1,21.0,oci-java-sdk,ConfigFileReader,com.oracle.bmc.configfilereadertest.linewithemptykey,0.3389914599711928,False,False,False
2,21.0,oci-java-sdk,ConfigFileReader,com.oracle.bmc.configfilereadertest.noconfigfile,0.3487870378883512,False,False,False
3,21.0,oci-java-sdk,ConfigFileReader,com.oracle.bmc.configfilereadertest.noprofile,0.286830669231629,False,False,True
6,21.0,oci-java-sdk,ExplicitlySetFilter,com.oracle.bmc.http.internal.explicitlysetfiltertest.testnullfieldinsuperclass,0.2861370205616141,False,True,True
9,21.0,oci-java-sdk,HttpDateUtils,com.oracle.bmc.http.internal.httpdateutilstest.otherdateheader_rfc3339_datetime_withmillis_utc,0.1988270031653854,False,False,False
10,21.0,oci-java-sdk,ResponseHelper,com.oracle.bmc.http.internal.responsehelpertest.test_throwifnotsuccessful_validjsonresponse,0.5130943188773581,False,False,False
12,21.0,oci-java-sdk,RestClientFactoryBuilder,com.oracle.bmc.http.internal.restclientfactorybuildertest.testsetdefaultconfiguratorwithadditionalconfigurators,0.0215647466096984,False,True,False
18,21.0,oci-java-sdk,DefaultEndpointConfiguration,com.oracle.bmc.internal.defaultendpointconfigurationtest.somevariables_nosecondleveldomain,0.1140510147607817,False,False,False
22,21.0,oci-java-sdk,WrappedFileInputStream,com.oracle.bmc.io.internal.wrappedfileinputstreamtest.getsourcefile,0.3491769441305643,False,False,False
24,21.0,oci-java-sdk,MultipartTransferManager,com.oracle.bmc.objectstorage.transfer.internal.multiparttransfermanagertest.abortall,0.4348759432884976,False,True,False
26,21.0,oci-java-sdk,MultipartUtils,com.oracle.bmc.objectstorage.transfer.internal.multipartutilstest.shouldusemultipart_multipartsdisabled_shouldreturnfalse,0.4330097640685546,False,False,False
31,21.0,oci-java-sdk,ProgressTracker,com.oracle.bmc.objectstorage.transfer.progresstrackertest.multipartuploadprogresstrackerfactory_differentprogresstracker,0.3981606686265109,False,False,True
32,21.0,oci-java-sdk,UploadManager,com.oracle.bmc.objectstorage.transfer.uploadmanagertest.singleupload_progressreporter,0.461426937689978,False,True,True
34,21.0,oci-java-sdk,UploadManager,com.oracle.bmc.objectstorage.transfer.uploadmanagertest.upload_singleupload_enforcemd5,0.4352702981013929,False,True,True
