,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
2,16.0,joda-time,BuddhistChronology,org.joda.time.chrono.testbuddhistchronology.testkeyyears,True,True,False
12,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testera,True,False,False
22,16.0,joda-time,GregorianChronology,org.joda.time.chrono.testgregorianchronology.testfactory_zone_int,False,False,True
25,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testtostring,False,False,True
30,16.0,joda-time,ISOChronology,org.joda.time.chrono.testisochronology.testwithutc,True,False,False
42,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetinstantconverterbadmultiplematches,False,False,True
55,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetchronology_object_zone,False,False,True
61,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testtostring,True,False,True
62,16.0,joda-time,ReadableDurationConverter,org.joda.time.convert.testreadabledurationconverter.testgetperiodtype_object,True,False,False
72,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetchronology_object_chronology,False,False,True
80,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetperiodtype_object,True,False,False
81,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintointerval_object_chronology1,False,False,True
103,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_add_long_int,False,False,True
106,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getunitmillis,False,False,True
107,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getvalue_long_long,False,False,True
124,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getasshorttext_rp_locale,False,False,True
126,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_getastext_long_locale,False,False,True
143,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_getname,False,False,True
152,16.0,joda-time,PreciseDurationField,org.joda.time.field.testprecisedurationfield.testserialization,True,False,True
156,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getmillis_long_long,False,False,True
179,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlonglowercase_uk,False,False,True
180,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlonguppercase_uk,False,False,True
206,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testwithgetchronology,True,False,True
227,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparsezonedawson_suffix,False,False,True
232,16.0,joda-time,DateTimeParserBucket,org.joda.time.format.testdatetimeparserbucket.testparse,False,False,True
243,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hourminutesecondfraction,False,False,True
262,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pl_checkredundantseparator,False,False,True
263,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pl_formatonefield,False,False,True
264,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_pt_formattwofields,False,False,True
281,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatprintzerorarelylast,False,False,True
282,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatsecondswithoptionalmillis,False,True,True
295,16.0,joda-time,DateTimeComparator,org.joda.time.testdatetimecomparator.testbasiccomps2,False,False,True
299,16.0,joda-time,DateTimeComparator,org.joda.time.testdatetimecomparator.testlistmillis,False,False,True
310,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_monthofyear,False,False,True
313,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_weekyearofcentury,False,False,True
344,16.0,joda-time,Hours,org.joda.time.testhours.testmultipliedby_int,False,False,True
348,16.0,joda-time,Minutes,org.joda.time.testminutes.testconstants,False,False,True
355,16.0,joda-time,Minutes,org.joda.time.testminutes.testtostring,False,False,True
361,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testforfields5,False,False,True
379,16.0,joda-time,Weeks,org.joda.time.testweeks.testdividedby_int,False,False,True
5,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testfactoryutc,False,False,True
6,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testleap_5_13,True,False,False
8,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testsampledate,False,False,True
32,16.0,joda-time,LenientChronology,org.joda.time.chrono.testlenientchronology.test_lenientchrononolgy_chicago,False,False,True
40,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetdurationconverter,False,False,True
41,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetdurationconverters,True,False,False
43,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetinstantconverters,True,False,False
49,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremoveinstantconverter1,True,False,False
53,16.0,joda-time,ConverterSet,org.joda.time.convert.testconverterset.testclass,True,False,True
54,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetchronology_object_chronology,False,False,True
73,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetdatetime3,False,False,True
85,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testsetintoperiod_object6,False,False,True
99,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.test_set_rp_int_intarray_string_locale,True,False,True
104,16.0,joda-time,MillisDurationField,org.joda.time.field.testmillisdurationfield.test_getmillis_int_long,False,False,True
116,16.0,joda-time,OffsetDateTimeField,org.joda.time.field.testoffsetdatetimefield.test_isleap_long,False,False,True
122,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_constructor,False,True,True
148,16.0,joda-time,PreciseDurationDateTimeField,org.joda.time.field.testprecisedurationdatetimefield.test_set_long_string,False,False,True
171,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_weekyear,False,False,True
178,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_textmonthjanlong_france,False,False,True
183,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_zoneid_nocolon,False,False,True
205,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testprint_chrono_and_zone,True,False,True
241,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hour,False,False,True
253,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_de_formattwofields,False,False,True
255,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_es_formatonefield,False,False,True
260,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_localevalue,False,False,True
271,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatappend_printerparser_printer_null_null_parser,False,False,True
276,16.0,joda-time,PeriodFormatterBuilder,org.joda.time.format.testperiodformatterbuilder.testformatmindigits,False,False,True
293,16.0,joda-time,BaseSingleFieldPeriod,org.joda.time.testbasesinglefieldperiod.testvalueindexmethods,False,False,True
294,16.0,joda-time,Chronology,org.joda.time.testchronology.testequalshashcode_iso,False,False,True
307,16.0,joda-time,DateTimeConstants,org.joda.time.testdatetimeconstants.testmonthsofyear,False,False,True
311,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_secondofday,False,False,True
315,16.0,joda-time,DateTimeFieldType,org.joda.time.testdatetimefieldtype.test_yearofcentury,False,False,True
337,16.0,joda-time,Days,org.joda.time.testdays.testnegated,False,False,True
343,16.0,joda-time,Hours,org.joda.time.testhours.testisgreaterthan,False,False,True
345,16.0,joda-time,Hours,org.joda.time.testhours.testplus_int,False,False,True
352,16.0,joda-time,Minutes,org.joda.time.testminutes.testgetperiodtype,False,False,True
367,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testmasktwice1,False,False,True
368,16.0,joda-time,PeriodType,org.joda.time.testperiodtype.testmillis,False,False,True
374,16.0,joda-time,Seconds,org.joda.time.testseconds.testgetfieldtype,False,False,True
375,16.0,joda-time,Seconds,org.joda.time.testseconds.testisgreaterthan,False,False,True
1,16.0,joda-time,BuddhistChronology,org.joda.time.chrono.testbuddhistchronology.testequality,False,False,True
23,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.test16basedleapyear,True,False,True
27,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testwithzone,True,False,False
28,16.0,joda-time,ISOChronology,org.joda.time.chrono.testisochronology.testleap_28feb,True,False,True
31,16.0,joda-time,JulianChronology,org.joda.time.chrono.testjulianchronology.testfactory_zone_int,False,False,True
37,16.0,joda-time,CalendarConverter,org.joda.time.convert.testcalendarconverter.testgetpartialvalues,True,False,False
48,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremovedurationconverter3,True,False,False
51,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremoveintervalconvertersecurity,True,False,True
63,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testgetchronology_object_chronology,False,False,True
74,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetdatetime4,False,False,True
76,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetinstantmillis_object,True,False,False
78,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetinstantmillis_object_zone,True,False,False
79,16.0,joda-time,StringConverter,org.joda.time.convert.teststringconverter.testgetpartialvalues,True,False,False
100,16.0,joda-time,BaseDateTimeField,org.joda.time.field.testbasedatetimefield.testbasedatetimefield,True,False,False
117,16.0,joda-time,OffsetDateTimeField,org.joda.time.field.testoffsetdatetimefield.test_islenient,False,False,True
123,16.0,joda-time,PreciseDateTimeField,org.joda.time.field.testprecisedatetimefield.test_converttext,False,False,True
149,16.0,joda-time,PreciseDurationField,org.joda.time.field.testprecisedurationfield.test_add_long_long,True,False,True
158,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getvalue_long,False,False,True
159,16.0,joda-time,ScaledDurationField,org.joda.time.field.testscaleddurationfield.test_getvalue_long_long,False,False,True
166,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_dayofyeartext,False,False,True
170,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_second,False,False,True
173,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformat_zonelongtext,False,False,True
176,16.0,joda-time,DateTimeFormat,org.joda.time.format.testdatetimeformat.testformatparse_texterabc_france,False,False,True
192,16.0,joda-time,DateTimeFormatter,org.joda.time.format.testdatetimeformatter.testparseinto_simple,False,False,True
210,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_append_printer,False,False,True
226,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparseshortnamewithautolookup,False,False,True
229,16.0,joda-time,DateTimeFormatterBuilder,org.joda.time.format.testdatetimeformatterbuilder.test_printparsezoneetcgmt1_suffix,False,False,True
244,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_hourminutesecondmillis,False,False,True
246,16.0,joda-time,ISODateTimeFormat,org.joda.time.format.testisodatetimeformat.testformat_ttimenomillis,False,False,True
257,16.0,joda-time,PeriodFormat,org.joda.time.format.testperiodformat.test_wordbased_fr_formattwofields,False,False,True
