,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
7,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresponsetypethrows,False,True,False
15,31.0,retrofit,JaxbConverterFactory,retrofit2.converter.jaxb.jaxbconverterfactorytest.xmlrequestbody,False,True,False
25,31.0,retrofit,ExecutorCallAdapterFactory,retrofit2.executorcalladapterfactorytest.adaptedcallexecute,False,True,False
30,31.0,retrofit,MockRetrofit,retrofit2.mock.mockretrofittest.retrofitnullthrows,False,False,False
33,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.errorfactorycannotthrow,False,False,True
51,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedqueryparam,False,False,False
62,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.headerparamtostring,False,False,False
67,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.multipartpartmapmustbemap,False,False,True
84,31.0,retrofit,Retrofit,retrofit2.retrofittest.calladapterfactoryqueriedcandelegatetwicewithoutrecursion,False,True,True
95,31.0,retrofit,Retrofit,retrofit2.retrofittest.requestconverterfactorynomatchthrows,True,True,True
32,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.errorfactorycannotreturnnull,False,False,True
35,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.failureexceptionisnotnull,True,False,True
46,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getabsoluteurl,False,False,False
52,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithheadermap,False,True,False
58,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithqueryparammap,False,False,False
71,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.postwithurl,False,True,False
81,31.0,retrofit,Retrofit,retrofit2.retrofittest.baseurlnullthrows,True,False,True
91,31.0,retrofit,Retrofit,retrofit2.retrofittest.customcalladapter,False,True,False
92,31.0,retrofit,Retrofit,retrofit2.retrofittest.customcalladaptermissingthrows,True,True,True
97,31.0,retrofit,Retrofit,retrofit2.retrofittest.responsetypecannotbeokhttpresponse,True,True,True
