,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
1,35.0,hbase,BackupManager,org.apache.hadoop.hbase.backup.testbackupmanager.teststartbackupexclusiveoperation,0.0,True,True,False
2,35.0,hbase,BackupSystemTable,org.apache.hadoop.hbase.backup.testbackupsystemtable.createbackupinfolist,1.0,True,True,True
3,35.0,hbase,BackupSystemTable,org.apache.hadoop.hbase.backup.testbackupsystemtable.testaddwalfiles,1.0,True,True,True
4,35.0,hbase,BackupSystemTable,org.apache.hadoop.hbase.backup.testbackupsystemtable.testbackupdelete,2.0,False,True,True
5,35.0,hbase,BackupSystemTable,org.apache.hadoop.hbase.backup.testbackupsystemtable.testbackupsetaddnotexists,1.0,False,True,True
7,35.0,hbase,BackupSystemTable,org.apache.hadoop.hbase.backup.testbackupsystemtable.testbackupsetremove,1.0,False,True,True
9,35.0,hbase,AsyncClientExample,org.apache.hadoop.hbase.client.example.testasyncclientexample.test,0.0,True,False,False
11,35.0,hbase,ReplicationAdmin,org.apache.hadoop.hbase.client.replication.testreplicationadmin.testsetreplicateallusertables,0.0,False,True,True
17,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testerrorsservers,2.0,True,True,False
19,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testmaxtask,2.0,True,True,True
20,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testqueuerowaccess,1.0,True,True,True
22,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testreplicaallcallsfailforoneregion,4.0,True,True,True
26,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testsubmitlargerequestwithunlimitedsize,0.0,True,False,True
27,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testsubmittrue,2.0,True,True,False
29,35.0,hbase,AsyncSingleRequestRpcRetryingCaller,org.apache.hadoop.hbase.client.testasyncsinglerequestrpcretryingcaller.testmaxretries,0.0,True,True,False
