,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,16.0,vertexium,EdgeBuilderBase,org.vertexium.edgebuilderbasetest.testhaschangesalteredgelabel,0.418505255365209,False,False,True
3,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testqueryexecutioncountwhenscrollingapi,0.6615851234347727,True,True,True
4,16.0,vertexium,Elasticsearch5SearchIndex,org.vertexium.elasticsearch5.elasticsearch5searchindextest.testretrievingverticesfromelasticsearchedge,0.7226326241824663,True,False,True
5,16.0,vertexium,Ascii85,org.vertexium.elasticsearch5.utils.ascii85test.testencode,0.2428571428571428,False,False,False
6,16.0,vertexium,ElementBuilder,org.vertexium.elementbuildertest.testhaschangesproperties,0.2932074808496246,False,False,False
8,16.0,vertexium,SimpleNameSubstitutionStrategy,org.vertexium.id.simplenamesubstitutionstrategytest.testinflatecache,0.4568160068336271,False,False,True
13,16.0,vertexium,ExistingElementMutationImpl,org.vertexium.mutation.existingelementmutationimpltest.testhaschangessoftdeleteproperty,0.323385761945228,False,False,False
14,16.0,vertexium,Range,org.vertexium.rangetest.testhashcode,0.2948367041003101,False,False,False
16,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testlong,0.4862485413916686,False,False,True
17,16.0,vertexium,KryoVertexiumSerializer,org.vertexium.serializer.kryo.kryovertexiumserializertest.testtestclassquick,0.6502875093737004,True,True,True
18,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.benchmark,0.8253737249987756,True,True,False
22,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddedgewithvisibility,0.6109389700001324,True,True,True
23,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddextendeddatarows,0.7003181458498005,True,True,False
24,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithoutindexing,0.6274223154465483,True,True,True
25,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testaddvertexwithpropertieswithtwodifferentvisibilities,0.5530946682816309,False,True,True
29,16.0,vertexium,GraphBase,org.vertexium.test.graphtestbase.testelementmutationdoesntchangeobjectuntilsave,0.5899049913125902,False,True,True
