,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
2,17.0,riptide,Capture,org.zalando.riptide.capture.capturetest.shouldcapturenull,0.0,0.3944427598705437,True,True,False
7,17.0,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifunmodifiedsincecaseinsensitive,1.0,0.5926942528401526,False,False,False
8,17.0,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shouldnotdetectunconditional,0.0,0.5059605013609276,False,False,False
9,17.0,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.get,1.0,0.6240836303223307,False,False,False
11,17.0,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.trace,1.0,0.6240836303223307,False,False,False
12,17.0,riptide,DefaultRequestArguments,org.zalando.riptide.defaultrequestargumentstest.shouldmodifyvalue,0.0,0.4691231477028263,False,False,False
13,17.0,riptide,HttpDateDelayParser,org.zalando.riptide.failsafe.httpdatedelayparsertest.shouldparsehttpdate,0.0,0.5197934071104633,False,False,False
18,17.0,riptide,GzipHttpRequestInterceptor,org.zalando.riptide.httpclient.gziphttprequestinterceptortest.shouldcompressbody,0.0,0.570577805261652,False,False,True
19,17.0,riptide,RestAsyncClientHttpRequest,org.zalando.riptide.httpclient.restasyncclienthttprequesttest.getmethodvalue,1.0,0.0,True,False,False
21,17.0,riptide,MetricsPlugin,org.zalando.riptide.metrics.metricsplugintest.shouldnotrecordfailuremetric,0.0,0.2270788890328968,True,False,False
22,17.0,riptide,OverrideSafeMethodDetector,org.zalando.riptide.overridesafemethoddetectortest.shouldnotdetectoverriddenmethod,0.0,0.6883119041370063,False,False,False
23,17.0,riptide,Plugin,org.zalando.riptide.plugintest.shouldprepareincorrectorder,0.0,0.6747382075707267,False,False,False
27,17.0,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandongetwithheaders,1.0,0.4721919273223433,False,False,False
30,17.0,riptide,Route,org.zalando.riptide.routetest.shoulddonothing,0.0,0.3734856701376068,True,False,False
32,17.0,riptide,Route,org.zalando.riptide.routetest.shouldmaplocation,0.0,0.4174102367603029,False,False,True
34,17.0,riptide,Route,org.zalando.riptide.routetest.shouldpropagateioexceptionasis,0.0,0.464978974336858,False,False,False
36,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldcreatenewroutingtreeifnotchanged,0.0,0.4304561825495183,False,False,False
37,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldfailforduplicatebindings,0.0,0.3877585905050608,True,False,False
40,17.0,riptide,Plugin,org.zalando.riptide.spring.plugintest.shouldusefailsafeplugin,1.0,0.7980050172310011,False,False,False
42,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldapplyto,0.0,0.2229769633554083,True,False,False
43,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldfailonunsupportedratioformat,0.0,0.4378655946015227,False,False,False
44,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldparseamountdividedtotal,0.0,0.7596250523422995,False,False,False
46,17.0,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldfailonunsupportedtimespanformat,0.0,0.5510077097887853,False,False,False
47,17.0,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldparsenonlowercase,0.0,0.6734175429233769,False,False,False
49,17.0,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldnotsupportwritegeneric,0.0,0.6164056780281064,False,False,False
