Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,wikidata-toolkit.csv,randomover_adaboost,4.0,22.0,160.0,14.0,0.125,0.225,0.8222510603431654,0.13078553756185335,0.14857142857142858,0.08210921449836775,0.23239419774507494
cross,marine-api.csv,randomover_adaboost,0.0,0.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
cross,undertow.csv,randomover_adaboost,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
cross,admiral.csv,randomover_adaboost,1.0,1.0,290.0,134.0,0.1,0.00909090909090909,0.6833384541285799,0.005277777777777778,0.01666666666666667,0.014999511204662096,0.4295255014697898
cross,wildfly-maven-plugin.csv,randomover_adaboost,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
cross,wro4j.csv,randomover_adaboost,33.0,13.0,269.0,28.0,0.6273809523809523,0.47718253968253965,0.8784758461757998,0.13497432434333628,0.5365476190476189,0.4768250665047239,0.5753261553631074
cross,incubator-dubbo.csv,randomover_adaboost,0.0,1.0,318.0,52.0,0.0,0.0,0.8605727598754147,0.0022727272727272726,0.0,-0.007733088933397006,0.4322223266864258
cross,querydsl.csv,randomover_adaboost,8.0,1.0,575.0,1.0,0.55,0.5666666666666667,0.997036874451273,0.015021250108769557,0.5466666666666666,0.551200152026447,0.9734848484848485
cross,activiti.csv,randomover_adaboost,0.0,2.0,22.0,1.0,0.0,0.0,0.7333333333333333,0.03333333333333333,0.0,0.0,0.2222222222222222
cross,webcollector.csv,randomover_adaboost,0.0,0.0,2.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.08333333333333333
cross,sawmill.csv,randomover_adaboost,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
cross,helios.csv,randomover_adaboost,0.0,5.0,104.0,0.0,0.0,0.0,0.9551785714285714,0.044821428571428575,0.0,0.0,
