Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,hutool.csv,nearmissunder3_decisiontree,14.0,111.0,1.0,0.0,0.11124798404210168,0.7,0.11696226975638742,0.9933333333333334,0.18802194881142248,0.010482848367219183,0.3681201151789387
cross,db-scheduler.csv,nearmissunder3_decisiontree,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,timely.csv,nearmissunder3_decisiontree,15.0,41.0,0.0,0.0,0.2325,0.8,0.2325,1.0,0.3522222222222222,0.0,0.61625
cross,vertexium.csv,nearmissunder3_decisiontree,2.0,82.0,0.0,0.0,0.02,0.1,0.02,1.0,0.03333333333333334,0.0,0.51
cross,pippo.csv,nearmissunder3_decisiontree,0.0,56.0,4.0,0.0,0.0,0.0,0.051154401154401154,0.9488455988455989,0.0,0.0,0.5
cross,search-highlighter.csv,nearmissunder3_decisiontree,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
cross,vertx-mqtt.csv,nearmissunder3_decisiontree,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1
cross,hsac-fitnesse-fixtures.csv,nearmissunder3_decisiontree,11.0,43.0,0.0,0.0,0.20773809523809525,0.6,0.20773809523809525,1.0,0.3056565656565656,0.0,0.327797619047619
cross,spring-boot.csv,nearmissunder3_decisiontree,5.0,12.0,3.0,0.0,0.4333333333333333,0.6,0.4333333333333333,0.75,0.48,0.1,0.6333333333333334
cross,cukes.csv,nearmissunder3_decisiontree,2.0,13.0,0.0,0.0,0.05,0.1,0.05,0.9,0.06666666666666667,0.0,0.475
cross,otto.csv,nearmissunder3_decisiontree,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,unix4j.csv,nearmissunder3_decisiontree,5.0,72.0,0.0,0.0,0.06138888888888888,0.5,0.06138888888888888,1.0,0.10897546897546898,0.0,0.38236111111111115
cross,oryx.csv,nearmissunder3_decisiontree,36.0,64.0,0.0,1.0,0.3686868686868686,0.9800000000000001,0.365050505050505,0.990909090909091,0.5162078272604587,-0.03464101615137754,0.5463358585858586
cross,http-request.csv,nearmissunder3_decisiontree,1.0,35.0,0.0,0.0,0.016666666666666666,0.1,0.016666666666666666,1.0,0.02857142857142857,0.0,0.51
cross,achilles.csv,nearmissunder3_decisiontree,38.0,65.0,0.0,0.0,0.3611525974025974,0.9,0.3611525974025974,1.0,0.5057435147972232,0.0,0.6256168831168831
cross,hbase.csv,nearmissunder3_decisiontree,90.0,630.0,6.0,0.0,0.1260122068695941,1.0,0.13254469939840613,0.9925667335477462,0.22285399520722696,0.02207833481465018,0.24971444792985148
cross,esper.csv,nearmissunder3_decisiontree,1.0,144.0,3.0,0.0,0.007692307692307693,0.1,0.02895927601809955,0.9787330316742082,0.014285714285714287,0.0,0.4541666666666666
cross,wildfly.csv,nearmissunder3_decisiontree,0.0,16.0,1.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.5
cross,aletheia.csv,nearmissunder3_decisiontree,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,struts.csv,nearmissunder3_decisiontree,19.0,80.0,5.0,1.0,0.20857142857142857,0.8666666666666666,0.24530303030303036,0.9393939393939394,0.32492174492174497,0.02936491673103709,0.4175505050505051
cross,yawp.csv,nearmissunder3_decisiontree,3.0,46.0,0.0,1.0,0.0375,0.1,0.0375,0.9857142857142858,0.05454545454545454,-0.1,0.46101190476190473
cross,spring-cloud-zuul-ratelimit.csv,nearmissunder3_decisiontree,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4
cross,one.csv,nearmissunder3_decisiontree,0.0,1.0,1.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.15
cross,java-websocket.csv,nearmissunder3_decisiontree,63.0,17.0,16.0,0.0,0.827031302031302,1.0,0.827031302031302,0.8,0.9016451664277751,0.0,0.9135156510156509
cross,jhipster-registry.csv,nearmissunder3_decisiontree,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,oci-java-sdk.csv,nearmissunder3_decisiontree,9.0,38.0,0.0,0.0,0.1630952380952381,0.5,0.1630952380952381,0.9,0.24444444444444446,0.0,0.45706349206349206
cross,openpojo.csv,nearmissunder3_decisiontree,2.0,136.0,0.0,0.0,0.016783216783216783,0.2,0.016783216783216783,1.0,0.030952380952380953,0.0,0.4087121212121212
cross,spring-ws.csv,nearmissunder3_decisiontree,13.0,104.0,32.0,4.0,0.13305860805860809,0.5833333333333333,0.31087354638825226,0.7654489219930396,0.20702635599694424,-0.030945396672471082,0.4470997496655391
cross,carbon-apimgt.csv,nearmissunder3_decisiontree,28.0,24.0,2.0,3.0,0.5839285714285714,0.9,0.5647619047619047,0.8522222222222222,0.6972222222222222,-0.132388490923368,0.7546924603174603
cross,tyrus.csv,nearmissunder3_decisiontree,12.0,24.0,2.0,0.0,0.40444444444444444,0.7,0.40444444444444444,0.8,0.4832051282051282,0.0,0.7022222222222222
cross,joda-time.csv,nearmissunder3_decisiontree,0.0,395.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
cross,recast4j.csv,nearmissunder3_decisiontree,0.0,1.0,2.0,0.0,0.2,0.2,0.2,0.1,0.2,0.0,0.25
cross,vertx-completable-future.csv,nearmissunder3_decisiontree,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.35
cross,jfreechart.csv,nearmissunder3_decisiontree,1.0,559.0,0.0,0.0,0.0014492753623188406,0.1,0.0014492753623188406,1.0,0.002857142857142857,0.0,0.5007246376811594
cross,elastic-job-lite.csv,nearmissunder3_decisiontree,17.0,110.0,7.0,6.0,0.13434343434343435,0.7333333333333333,0.17663614163614164,0.9025778388278388,0.22369385000963954,-0.2077082149250537,0.39627215377215375
cross,luwak.csv,nearmissunder3_decisiontree,0.0,22.0,2.0,0.0,0.0,0.0,0.047619047619047616,0.8523809523809526,0.0,0.0,0.45
cross,hadoop.csv,nearmissunder3_decisiontree,372.0,1091.0,57.0,80.0,0.25348517429041856,0.8193985816885364,0.26799806522567615,0.9142003397091006,0.38624528006657266,-0.20123227456991186,0.29758846907583225
cross,jimfs.csv,nearmissunder3_decisiontree,24.0,43.0,1.0,0.0,0.3466666666666667,1.0,0.35619047619047617,0.9857142857142858,0.5059663865546218,0.02581988897471611,0.33512085137085135
cross,nexus-repository-helm.csv,nearmissunder3_decisiontree,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.1,0.06666666666666667
cross,aismessages.csv,nearmissunder3_decisiontree,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,dnsjava.csv,nearmissunder3_decisiontree,1.0,118.0,0.0,0.0,0.008333333333333333,0.1,0.008333333333333333,1.0,0.015384615384615385,0.0,0.5041666666666667
cross,riptide.csv,nearmissunder3_decisiontree,6.0,49.0,1.0,0.0,0.12023809523809523,0.4,0.1269047619047619,0.9933333333333334,0.18444444444444447,0.0,0.5601190476190476
cross,noxy.csv,nearmissunder3_decisiontree,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25
cross,orbit.csv,nearmissunder3_decisiontree,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3
cross,redpipe.csv,nearmissunder3_decisiontree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05
cross,retrofit.csv,nearmissunder3_decisiontree,6.0,92.0,0.0,0.0,0.07123376623376623,0.5,0.07123376623376623,1.0,0.12151515151515153,0.0,0.485616883116883
cross,junit-quickcheck.csv,nearmissunder3_decisiontree,0.0,38.0,1.0,0.0,0.0,0.0,0.016666666666666666,0.9833333333333334,0.0,0.0,0.5
cross,wikidata-toolkit.csv,naivebayes,1.0,1.0,179.0,19.0,0.1,0.1,0.8934551414768807,0.00972222222222222,0.1,0.08703592552895671,0.3786679606625259
cross,marine-api.csv,naivebayes,0.0,0.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
cross,undertow.csv,naivebayes,0.0,0.0,4.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3
cross,admiral.csv,naivebayes,1.0,0.0,285.0,140.0,0.1,0.007692307692307693,0.6678713318581739,0.002631578947368421,0.014285714285714287,0.02279803762937766,0.46021288417921546
cross,wildfly-maven-plugin.csv,naivebayes,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
cross,wro4j.csv,naivebayes,18.0,17.0,263.0,45.0,0.4378571428571429,0.27831168831168834,0.8158370154787609,0.09686757090312528,0.3093398268398268,0.2531138124513065,0.3439620999864364
cross,incubator-dubbo.csv,naivebayes,2.0,4.0,313.0,52.0,0.15,0.041666666666666664,0.8508607163346895,0.01766056422569028,0.065,0.049251039162669055,0.3269330399430956
cross,querydsl.csv,naivebayes,1.0,7.0,431.0,146.0,0.1,0.007142857142857143,0.7349520679989177,0.014496840356082497,0.013333333333333332,-0.023404410644723823,0.45833520489160334
cross,activiti.csv,naivebayes,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.5333333333333333
cross,webcollector.csv,naivebayes,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
cross,sawmill.csv,naivebayes,0.0,0.0,28.0,39.0,0.0,0.0,0.3879148629148629,0.0,0.0,0.0,0.7560425685425686
cross,helios.csv,naivebayes,0.0,1.0,108.0,0.0,0.0,0.0,0.9928571428571429,0.007142857142857143,0.0,0.0,0.5
cross,fastjson.csv,naivebayes,0.0,1.0,460.0,3.0,0.0,0.0,0.9901027077497666,0.002857142857142857,0.0,-0.0029411764705882353,0.575
cross,dropwizard.csv,naivebayes,3.0,5.0,239.0,23.0,0.15,0.175,0.8976298466928153,0.03190674864587908,0.14999999999999997,0.13470340058813118,0.38289822436364795
cross,c2mon.csv,naivebayes,0.0,15.0,153.0,0.0,0.0,0.0,0.9077045177045179,0.09229548229548229,0.0,0.0,0.5
cross,rxjava2-extras.csv,naivebayes,1.0,1.0,86.0,2.0,0.05,0.1,0.9711965811965813,0.015384615384615385,0.06666666666666667,0.067700320038633,0.55
cross,delight-nashorn-sandbox.csv,naivebayes,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05
cross,alien4cloud.csv,naivebayes,0.0,2.0,75.0,4.0,0.0,0.0,0.9326587301587302,0.026785714285714284,0.0,0.0,0.65
cross,fluent-logger-java.csv,naivebayes,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
cross,hutool.csv,naivebayes,0.0,1.0,111.0,14.0,0.0,0.0,0.8838220439691028,0.0058823529411764705,0.0,-0.011572751247156893,0.5199242424242424
cross,db-scheduler.csv,naivebayes,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,timely.csv,naivebayes,0.0,0.0,41.0,15.0,0.0,0.0,0.7675,0.0,0.0,0.0,0.61625
cross,vertexium.csv,naivebayes,0.0,1.0,81.0,2.0,0.0,0.0,0.9728571428571428,0.007142857142857143,0.0,0.0,0.51
cross,pippo.csv,naivebayes,0.0,5.0,55.0,0.0,0.0,0.0,0.9321789321789323,0.06782106782106781,0.0,0.0,0.5
cross,search-highlighter.csv,naivebayes,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
cross,vertx-mqtt.csv,naivebayes,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
cross,hsac-fitnesse-fixtures.csv,naivebayes,2.0,0.0,43.0,9.0,0.2,0.13333333333333333,0.8297619047619047,0.0375,0.15,0.14879500364742665,0.7756944444444445
cross,spring-boot.csv,naivebayes,0.0,2.0,12.0,6.0,0.1,0.1,0.6333333333333333,0.08333333333333333,0.1,-0.2,0.6583333333333333
cross,cukes.csv,naivebayes,0.0,0.0,13.0,2.0,0.0,0.0,0.85,0.0,0.0,0.0,0.475
cross,otto.csv,naivebayes,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,unix4j.csv,naivebayes,2.0,0.0,72.0,3.0,0.2,0.2,0.9608333333333334,0.02222222222222222,0.2,0.2,0.6145833333333333
cross,oryx.csv,naivebayes,1.0,3.0,61.0,36.0,0.1,0.025,0.6101010101010101,0.03393939393939394,0.04,-0.018058091263283713,0.613712121212121
cross,http-request.csv,naivebayes,0.0,2.0,33.0,1.0,0.0,0.0,0.93,0.05333333333333333,0.0,0.0,0.45833333333333337
cross,achilles.csv,naivebayes,0.0,0.0,65.0,38.0,0.0,0.0,0.6388474025974025,0.0,0.0,0.0,0.719483225108225
cross,hbase.csv,naivebayes,19.0,36.0,600.0,71.0,0.3752164502164502,0.19667748917748917,0.851567711198647,0.07414683359197362,0.23806115453174276,0.1837264775038236,0.2690561834774802
cross,esper.csv,naivebayes,0.0,2.0,145.0,1.0,0.0,0.0,0.976923076923077,0.015384615384615385,0.0,0.0,0.4666666666666666
cross,wildfly.csv,naivebayes,0.0,1.0,16.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.5
cross,aletheia.csv,naivebayes,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,struts.csv,naivebayes,1.0,7.0,78.0,19.0,0.05,0.03333333333333333,0.7360101010101009,0.07929292929292929,0.04,-0.04252211890126913,0.43585858585858583
cross,yawp.csv,naivebayes,0.0,0.0,46.0,4.0,0.0,0.0,0.9482142857142858,0.0,0.0,0.0,0.4863095238095238
cross,spring-cloud-zuul-ratelimit.csv,naivebayes,0.0,0.0,15.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4
cross,one.csv,naivebayes,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15
cross,java-websocket.csv,naivebayes,0.0,0.0,17.0,79.0,0.0,0.0,0.172968697968698,0.0,0.0,0.0,0.9135156510156509
cross,jhipster-registry.csv,naivebayes,0.0,0.0,14.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,oci-java-sdk.csv,naivebayes,1.0,2.0,36.0,8.0,0.1,0.05,0.7136904761904762,0.05178571428571428,0.06666666666666667,0.03121638910345695,0.5279761904761904
cross,openpojo.csv,naivebayes,0.0,0.0,136.0,2.0,0.0,0.0,0.9832167832167832,0.0,0.0,0.0,0.525
cross,spring-ws.csv,naivebayes,4.0,34.0,102.0,13.0,0.08666666666666667,0.15,0.6769835964688906,0.25487575333163565,0.10944444444444446,-0.037617682270302,0.2677048849842968
cross,carbon-apimgt.csv,naivebayes,2.0,0.0,24.0,31.0,0.2,0.075,0.4185714285714286,0.03111111111111111,0.10666666666666666,0.1007657143216842,0.8393253968253969
cross,tyrus.csv,naivebayes,0.0,0.0,24.0,14.0,0.0,0.0,0.5955555555555556,0.0,0.0,0.0,0.7022222222222222
cross,joda-time.csv,naivebayes,0.0,0.0,395.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
cross,recast4j.csv,naivebayes,0.0,0.0,1.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25
cross,vertx-completable-future.csv,naivebayes,0.0,0.0,12.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.35
cross,jfreechart.csv,naivebayes,0.0,0.0,559.0,1.0,0.0,0.0,0.9985507246376812,0.0,0.0,0.0,0.5007246376811594
cross,elastic-job-lite.csv,naivebayes,1.0,9.0,108.0,22.0,0.1,0.05,0.7713858363858364,0.0754441391941392,0.06666666666666667,-0.038787739259909304,0.29016865079365084
cross,luwak.csv,naivebayes,0.0,0.0,24.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.45
cross,hadoop.csv,naivebayes,149.0,81.0,1067.0,303.0,0.6486029162100627,0.33575521407322023,0.7609384406349301,0.14357120426218306,0.4378714947591029,0.3359755599995652,0.599358186551011
cross,jimfs.csv,naivebayes,1.0,3.0,41.0,23.0,0.05,0.05,0.6386507936507937,0.04801587301587301,0.05,-0.020482359571881277,0.6933333333333335
cross,nexus-repository-helm.csv,naivebayes,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.15
cross,aismessages.csv,naivebayes,0.0,0.0,12.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,dnsjava.csv,naivebayes,0.0,0.0,118.0,1.0,0.0,0.0,0.9916666666666666,0.0,0.0,0.0,0.5041666666666667
cross,riptide.csv,naivebayes,0.0,0.0,50.0,6.0,0.0,0.0,0.8797619047619047,0.0,0.0,0.0,0.5601190476190476
cross,noxy.csv,naivebayes,0.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25
cross,orbit.csv,naivebayes,0.0,0.0,11.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,redpipe.csv,naivebayes,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05
cross,retrofit.csv,naivebayes,0.0,0.0,92.0,6.0,0.0,0.0,0.9287662337662338,0.0,0.0,0.0,0.5756168831168831
cross,junit-quickcheck.csv,naivebayes,0.0,1.0,38.0,0.0,0.0,0.0,0.9833333333333334,0.016666666666666666,0.0,0.0,0.5
cross,wikidata-toolkit.csv,randomover_decisiontree,6.0,20.0,160.0,14.0,0.135,0.23500000000000001,0.8257145650785105,0.13476956190561656,0.15079365079365079,0.08231051014362582,0.4236679606625259
cross,marine-api.csv,randomover_decisiontree,0.0,1.0,90.0,0.0,0.0,0.0,0.9888888888888889,0.01111111111111111,0.0,0.0,0.5
cross,undertow.csv,randomover_decisiontree,0.0,0.0,5.0,0.0,0.1,0.1,0.5,0.0,0.1,0.0,0.3
cross,admiral.csv,randomover_decisiontree,4.0,8.0,277.0,137.0,0.325,0.029050851109674636,0.6585760190411892,0.0261048706482143,0.05252747252747253,0.028495189277144388,0.4836241854542938
cross,wildfly-maven-plugin.csv,randomover_decisiontree,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
cross,wro4j.csv,randomover_decisiontree,33.0,35.0,245.0,30.0,0.4420382395382395,0.5041558441558441,0.8042392254386639,0.19287347761678506,0.4507553952755191,0.34675065225213975,0.5082490868620366
cross,incubator-dubbo.csv,randomover_decisiontree,1.0,10.0,307.0,53.0,0.025,0.014285714285714285,0.8315084227856909,0.03031172995513995,0.01818181818181818,-0.030637831116074758,0.3019243837028217
cross,querydsl.csv,randomover_decisiontree,17.0,6.0,432.0,130.0,0.625,0.11434065934065933,0.7649700308373384,0.04032676900646911,0.18953769226989042,0.20038300893531136,0.49991102414136135
cross,activiti.csv,randomover_decisiontree,0.0,2.0,21.0,2.0,0.0,0.0,0.8666666666666666,0.06666666666666667,0.0,0.0,0.5333333333333333
cross,webcollector.csv,randomover_decisiontree,0.0,0.0,2.0,1.0,0.2,0.2,0.2,0.0,0.2,0.0,0.3
cross,sawmill.csv,randomover_decisiontree,0.0,1.0,27.0,39.0,0.0,0.0,0.37124819624819627,0.016666666666666666,0.0,-0.03162277660168379,0.7560425685425686
cross,helios.csv,randomover_decisiontree,0.0,5.0,104.0,0.0,0.0,0.0,0.9502380952380951,0.049761904761904764,0.0,0.0,0.5
cross,fastjson.csv,randomover_decisiontree,3.0,4.0,457.0,0.0,0.2333333333333333,0.3,0.9900709849157053,0.016969164477385158,0.25,0.2560112033611204,0.65
cross,dropwizard.csv,randomover_decisiontree,9.0,27.0,217.0,17.0,0.23523809523809525,0.2783333333333333,0.842129187931287,0.13072556650967448,0.24358585858585863,0.16838551621174697,0.2592657593077958
cross,c2mon.csv,randomover_decisiontree,0.0,13.0,155.0,0.0,0.0,0.0,0.9250822380234146,0.07491776197658549,0.0,0.0,0.5
cross,rxjava2-extras.csv,randomover_decisiontree,3.0,9.0,78.0,0.0,0.18333333333333332,0.3,0.8966849816849816,0.13211843711843713,0.21666666666666665,0.21937129433613967,0.55
cross,delight-nashorn-sandbox.csv,randomover_decisiontree,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05
cross,alien4cloud.csv,randomover_decisiontree,4.0,3.0,74.0,0.0,0.26666666666666666,0.3,0.9631313131313132,0.07742424242424242,0.27999999999999997,0.27559289460184544,0.65
cross,fluent-logger-java.csv,randomover_decisiontree,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
cross,hutool.csv,randomover_decisiontree,8.0,7.0,105.0,6.0,0.39166666666666666,0.3833333333333333,0.9013161021984551,0.11261586452762921,0.37238095238095237,0.336168202498743,0.5199242424242424
cross,db-scheduler.csv,randomover_decisiontree,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,timely.csv,randomover_decisiontree,0.0,0.0,41.0,15.0,0.0,0.0,0.7675,0.0,0.0,0.0,0.61625
cross,vertexium.csv,randomover_decisiontree,0.0,1.0,81.0,2.0,0.0,0.0,0.9728571428571428,0.007142857142857143,0.0,0.0,0.51
cross,pippo.csv,randomover_decisiontree,0.0,4.0,56.0,0.0,0.0,0.0,0.9388888888888889,0.061111111111111116,0.0,0.0,0.5
cross,search-highlighter.csv,randomover_decisiontree,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
cross,vertx-mqtt.csv,randomover_decisiontree,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1
cross,hsac-fitnesse-fixtures.csv,randomover_decisiontree,10.0,4.0,39.0,1.0,0.5266666666666666,0.5666666666666667,0.9402777777777779,0.24246031746031743,0.5416666666666666,0.5099122198700343,0.7290277777777778
cross,spring-boot.csv,randomover_decisiontree,0.0,2.0,12.0,6.0,0.1,0.1,0.6333333333333333,0.08333333333333333,0.1,-0.2,0.4916666666666667
cross,cukes.csv,randomover_decisiontree,0.0,2.0,11.0,2.0,0.0,0.0,0.7,0.15,0.0,0.0,0.475
cross,otto.csv,randomover_decisiontree,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,unix4j.csv,randomover_decisiontree,3.0,5.0,67.0,2.0,0.25,0.3,0.9152777777777779,0.08777777777777777,0.26666666666666666,0.24614378277661472,0.6145833333333333
cross,oryx.csv,randomover_decisiontree,8.0,2.0,62.0,29.0,0.65,0.21999999999999997,0.7043939393939394,0.1148989898989899,0.31238095238095237,0.262169563412327,0.664664502164502
cross,http-request.csv,randomover_decisiontree,0.0,4.0,31.0,1.0,0.0,0.0,0.8933333333333333,0.09,0.0,-0.02,0.45833333333333337
cross,achilles.csv,randomover_decisiontree,6.0,0.0,65.0,32.0,0.5,0.1285714285714286,0.6896049783549782,0.05075757575757576,0.203015873015873,0.20379818104641806,0.719483225108225
cross,hbase.csv,randomover_decisiontree,39.0,78.0,558.0,51.0,0.3232900432900433,0.4136724386724387,0.8187367436704085,0.15975705542718338,0.35163333398627517,0.25960288137982956,0.31429817178603814
cross,esper.csv,randomover_decisiontree,1.0,15.0,132.0,0.0,0.03333333333333333,0.1,0.891478923553227,0.11621338413908074,0.05,0.052704627669472995,0.4666666666666666
cross,wildfly.csv,randomover_decisiontree,0.0,2.0,15.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.5
cross,aletheia.csv,randomover_decisiontree,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3
cross,struts.csv,randomover_decisiontree,2.0,7.0,78.0,18.0,0.15,0.08333333333333333,0.7445454545454546,0.07853535353535354,0.1,0.0253244701128545,0.43948593073593073
cross,yawp.csv,randomover_decisiontree,2.0,0.0,46.0,2.0,0.2,0.13333333333333333,0.975,0.026785714285714284,0.15,0.14879500364742665,0.5791666666666667
cross,spring-cloud-zuul-ratelimit.csv,randomover_decisiontree,0.0,0.0,15.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4
cross,one.csv,randomover_decisiontree,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15
