Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,wikidata-toolkit.csv,adasyn_naivebayes,1.0,8.0,173.0,18.0,0.1,0.1,0.8715943911161302,0.04569716775599129,0.1,0.06270798906476019,0.18585505007165476
cross,marine-api.csv,adasyn_naivebayes,0.0,0.0,88.0,3.0,0.0,0.0,0.9595238095238094,0.0,0.0,0.0,0.15079365079365079
cross,undertow.csv,adasyn_naivebayes,0.0,0.0,2.0,3.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.225
cross,admiral.csv,adasyn_naivebayes,9.0,131.0,242.0,44.0,0.07491228070175437,0.15753968253968254,0.593043762267265,0.3230018410711359,0.09185836385836385,-0.11720692958043095,0.10639457559014605
cross,wildfly-maven-plugin.csv,adasyn_naivebayes,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1111111111111111
cross,wro4j.csv,adasyn_naivebayes,0.0,80.0,262.0,1.0,0.0,0.0,0.77304692183582,0.22425037546147722,0.0,-0.0027777777777777775,0.05
cross,incubator-dubbo.csv,adasyn_naivebayes,5.0,47.0,297.0,22.0,0.13095238095238093,0.18333333333333332,0.8184043661710195,0.13555271347104464,0.14833333333333332,0.06386696751308815,0.20204696819880913
cross,querydsl.csv,adasyn_naivebayes,21.0,173.0,376.0,15.0,0.1043421252660383,0.6166666666666667,0.6784790863680852,0.3350024052923475,0.1747517188693659,0.1396712656909087,0.12226243146659221
cross,activiti.csv,adasyn_naivebayes,3.0,1.0,13.0,8.0,0.3,0.225,0.6571428571428571,0.09761904761904762,0.24,0.08535533905932738,0.7230017006802721
cross,webcollector.csv,adasyn_naivebayes,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1111111111111111
cross,sawmill.csv,adasyn_naivebayes,9.0,5.0,9.0,44.0,0.4333333333333333,0.1740079365079365,0.2814285714285715,0.20634920634920634,0.243030303030303,-0.14998972297663,0.7819936224489795
cross,helios.csv,adasyn_naivebayes,5.0,23.0,68.0,13.0,0.16166666666666668,0.25,0.6722263847263847,0.2550246975246975,0.17833333333333332,0.01334758519572081,0.3452876984126984
cross,fastjson.csv,adasyn_naivebayes,35.0,27.0,248.0,154.0,0.3653571428571428,0.1956455309396486,0.6119175499008812,0.13576580698391202,0.2266621379741649,0.11511744662337242,0.4956386260513234
cross,dropwizard.csv,adasyn_naivebayes,5.0,25.0,223.0,17.0,0.11944444444444444,0.275,0.8461752302408587,0.1154780015847869,0.14675324675324675,0.11539611209940684,0.21862752466066754
cross,c2mon.csv,adasyn_naivebayes,4.0,18.0,130.0,16.0,0.2033333333333333,0.12833333333333333,0.7981926406926407,0.12923881673881674,0.15333333333333332,0.06927886526411767,0.29284240797288125
cross,rxjava2-extras.csv,adasyn_naivebayes,1.0,14.0,62.0,13.0,0.03333333333333333,0.1,0.7216630591630592,0.15942460317460316,0.05,-0.09361722370500596,0.2193011618011618
cross,delight-nashorn-sandbox.csv,adasyn_naivebayes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
cross,alien4cloud.csv,adasyn_naivebayes,2.0,6.0,69.0,4.0,0.13333333333333333,0.13333333333333333,0.8437950937950938,0.13484848484848483,0.1,0.09163977794943222,0.19687950937950938
cross,fluent-logger-java.csv,adasyn_naivebayes,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
cross,hutool.csv,adasyn_naivebayes,6.0,3.0,72.0,45.0,0.2,0.11428571428571428,0.6205298867798869,0.08064935064935064,0.14166666666666666,0.07236602266422126,0.49419531163281166
cross,db-scheduler.csv,adasyn_naivebayes,1.0,2.0,1.0,4.0,0.2,0.15,0.15,0.2,0.16666666666666666,-0.1,0.4722222222222222
cross,timely.csv,adasyn_naivebayes,7.0,4.0,20.0,25.0,0.4666666666666666,0.26190476190476186,0.48023809523809524,0.23666666666666664,0.29666666666666663,0.05363429757695395,0.7247477324263039
cross,vertexium.csv,adasyn_naivebayes,20.0,4.0,17.0,43.0,0.8300000000000001,0.3109126984126984,0.4139285714285714,0.27071428571428574,0.4232828282828283,0.12966512919168033,0.8816480851599898
cross,pippo.csv,adasyn_naivebayes,0.0,8.0,51.0,1.0,0.0,0.0,0.8298809523809524,0.1367857142857143,0.0,0.0,0.25
cross,search-highlighter.csv,adasyn_naivebayes,5.0,6.0,20.0,16.0,0.31666666666666665,0.225,0.5283333333333333,0.22999999999999998,0.25,0.08027864045000421,0.569593253968254
cross,vertx-mqtt.csv,adasyn_naivebayes,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
cross,hsac-fitnesse-fixtures.csv,adasyn_naivebayes,0.0,4.0,49.0,1.0,0.0,0.0,0.8941666666666667,0.08083333333333334,0.0,-0.03333333333333333,0.16666666666666666
cross,spring-boot.csv,adasyn_naivebayes,0.0,2.0,14.0,4.0,0.0,0.0,0.6166666666666666,0.13333333333333333,0.0,-0.05,0.22916666666666666
cross,cukes.csv,adasyn_naivebayes,0.0,4.0,11.0,0.0,0.0,0.0,0.7583333333333333,0.14166666666666666,0.0,0.0,0.0
cross,otto.csv,adasyn_naivebayes,1.0,0.0,3.0,3.0,0.1,0.1,0.25,0.05,0.1,0.1,0.4444444444444444
cross,unix4j.csv,adasyn_naivebayes,2.0,18.0,50.0,7.0,0.08333333333333333,0.1,0.6834343434343435,0.24969696969696967,0.09,-0.03338697400604622,0.19039115646258503
cross,oryx.csv,adasyn_naivebayes,5.0,8.0,80.0,8.0,0.24166666666666664,0.3,0.8464188752424049,0.10978093801623215,0.23047619047619045,0.1946605947733781,0.6390190166975881
cross,http-request.csv,adasyn_naivebayes,0.0,6.0,30.0,0.0,0.0,0.0,0.7550000000000001,0.145,0.0,0.0,0.0
cross,achilles.csv,adasyn_naivebayes,1.0,3.0,18.0,81.0,0.1,0.01,0.18576923076923077,0.03435897435897436,0.01818181818181818,-0.18863520527257677,0.6963628848003849
cross,hbase.csv,adasyn_naivebayes,166.0,71.0,179.0,310.0,0.6846555247409137,0.3344869703558831,0.4678148816671879,0.3187583787499347,0.4367477524484255,0.045489816207759784,0.6973543782712538
cross,esper.csv,adasyn_naivebayes,12.0,12.0,67.0,57.0,0.41833333333333333,0.2445743145743146,0.5534798448885137,0.15865583075335396,0.2774300699300699,0.07892328450965205,0.5759204206872383
cross,wildfly.csv,adasyn_naivebayes,0.0,6.0,11.0,0.0,0.0,0.0,0.6333333333333333,0.26666666666666666,0.0,0.0,0.0
cross,aletheia.csv,adasyn_naivebayes,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
cross,struts.csv,adasyn_naivebayes,1.0,9.0,92.0,3.0,0.05,0.1,0.8861052836052836,0.101010101010101,0.06666666666666667,0.06546536707079773,0.3047979797979798
cross,yawp.csv,adasyn_naivebayes,0.0,12.0,38.0,0.0,0.0,0.0,0.7814285714285714,0.21857142857142858,0.0,0.0,
cross,spring-cloud-zuul-ratelimit.csv,adasyn_naivebayes,0.0,0.0,7.0,8.0,0.0,0.0,0.4833333333333333,0.0,0.0,0.0,0.736111111111111
cross,one.csv,adasyn_naivebayes,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1111111111111111
cross,java-websocket.csv,adasyn_naivebayes,0.0,1.0,11.0,84.0,0.0,0.0,0.10386363636363635,0.00909090909090909,0.0,-0.05163977794943222,0.8865780895691608
cross,jhipster-registry.csv,adasyn_naivebayes,0.0,0.0,11.0,3.0,0.0,0.0,0.7,0.0,0.0,0.0,0.375
cross,oci-java-sdk.csv,adasyn_naivebayes,3.0,3.0,27.0,14.0,0.2,0.08333333333333333,0.5957142857142858,0.1125,0.11666666666666665,0.048795003647426664,0.634608843537415
cross,openpojo.csv,adasyn_naivebayes,2.0,14.0,119.0,3.0,0.125,0.2,0.8823495132318662,0.11525006855889211,0.13999999999999999,0.12398666981220123,0.28261904761904766
cross,spring-ws.csv,adasyn_naivebayes,11.0,4.0,55.0,83.0,0.65,0.10970238095238094,0.43446132814553867,0.09062122088437877,0.17844802256566963,0.08137667795044635,0.6304770097504505
cross,carbon-apimgt.csv,adasyn_naivebayes,0.0,11.0,37.0,9.0,0.0,0.0,0.6283333333333334,0.21273809523809523,0.0,-0.19304894296650127,0.18482142857142858
cross,tyrus.csv,adasyn_naivebayes,0.0,15.0,23.0,0.0,0.0,0.0,0.6138095238095238,0.3861904761904762,0.0,0.0,
cross,joda-time.csv,adasyn_naivebayes,4.0,15.0,369.0,7.0,0.16999999999999998,0.2833333333333333,0.9467457029574533,0.04623139049852636,0.19523809523809527,0.19233683034029364,0.4904241838940115
cross,recast4j.csv,adasyn_naivebayes,1.0,1.0,1.0,0.0,0.15,0.2,0.15,0.1,0.16666666666666666,0.0,0.125
cross,vertx-completable-future.csv,adasyn_naivebayes,0.0,0.0,12.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
cross,jfreechart.csv,adasyn_naivebayes,7.0,2.0,336.0,215.0,0.45,0.03400492337563275,0.6139936812045392,0.016004055529707895,0.06222943722943723,0.07953866717808249,0.45769599577516223
cross,elastic-job-lite.csv,adasyn_naivebayes,0.0,8.0,119.0,13.0,0.0,0.0,0.8451505602240896,0.06097105508870214,0.0,-0.057594138949360794,0.14427537483093036
cross,luwak.csv,adasyn_naivebayes,0.0,2.0,22.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,
cross,hadoop.csv,adasyn_naivebayes,417.0,765.0,825.0,365.0,0.3468543782492223,0.5294784846809446,0.5239333886104932,0.49683633489757123,0.41465002375862287,0.046641655976259015,0.35599697874087916
cross,jimfs.csv,adasyn_naivebayes,0.0,14.0,53.0,1.0,0.0,0.0,0.7916883116883117,0.19402597402597402,0.0,0.0,1.0
cross,nexus-repository-helm.csv,adasyn_naivebayes,0.0,2.0,2.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0
cross,aismessages.csv,adasyn_naivebayes,0.0,3.0,9.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0
cross,dnsjava.csv,adasyn_naivebayes,5.0,15.0,50.0,49.0,0.20833333333333331,0.11428571428571428,0.4389682539682539,0.17199134199134197,0.14666666666666667,-0.14198507615704953,0.4900401277838252
cross,riptide.csv,adasyn_naivebayes,0.0,3.0,45.0,8.0,0.0,0.0,0.8657792207792208,0.028181818181818186,0.0,-0.03888888888888888,0.27912157287157285
cross,noxy.csv,adasyn_naivebayes,0.0,0.0,4.0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,0.14285714285714285
cross,orbit.csv,adasyn_naivebayes,0.0,0.0,9.0,2.0,0.1,0.1,0.65,0.0,0.1,0.0,0.6
cross,redpipe.csv,adasyn_naivebayes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
cross,retrofit.csv,adasyn_naivebayes,23.0,25.0,25.0,25.0,0.4427777777777778,0.47777777777777775,0.49655067155067156,0.4890720390720391,0.4427777777777777,-0.04042501492517114,0.5070100108225108
cross,junit-quickcheck.csv,adasyn_naivebayes,1.0,2.0,26.0,10.0,0.1,0.025,0.6640476190476191,0.08666666666666667,0.04,-0.075,0.3848958333333333
cross,wikidata-toolkit.csv,randomover_multilayerperceptron,1.0,8.0,173.0,18.0,0.1,0.1,0.8732465650291736,0.044044993842947806,0.1,0.04504033063817616,0.27289232439387234
cross,marine-api.csv,randomover_multilayerperceptron,0.0,17.0,71.0,3.0,0.0,0.0,0.7880772005772005,0.17144660894660893,0.0,-0.05229523236655187,0.1369047619047619
