,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,1.0,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.4,0.0
5,1.0,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.4,0.0
6,1.0,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.4,0.0
7,1.0,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.4,0.0
8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,4.0,34.0,0.0,0.0,0.1,0.4,0.1,0.16,0.0,
