,idProject,nameProject,productionClass,testCase,PR,isTestRedundancy,isTestRedundancyManual,prediction
1363,50.0,hadoop,FileBasedCopyListing,org.apache.hadoop.tools.testfilebasedcopylisting.testsinglefiletargetfile,0.0,False,False,False
1364,50.0,hadoop,GlobbedCopyListing,org.apache.hadoop.tools.testglobbedcopylisting.testrun,0.0,False,False,False
1365,50.0,hadoop,HadoopArchiveLogs,org.apache.hadoop.tools.testhadooparchivelogs.testcheckmaxeligible,0.0,False,False,False
1368,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testdiffoption,0.0,False,False,False
1372,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparseatomiccommit,0.0,False,False,False
1373,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparsebandwidth,0.0,False,False,False
1374,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparseignorefailure,0.0,False,False,False
1375,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparsemaps,0.0,False,False,False
1376,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparseskipcrc,0.0,False,False,False
1377,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testparsesyncfolders,0.0,False,False,False
1380,50.0,hadoop,RegexCopyFilter,org.apache.hadoop.tools.testregexcopyfilter.testshouldcopyfalse,0.0,False,False,False
1381,50.0,hadoop,TrueCopyFilter,org.apache.hadoop.tools.testtruecopyfilter.testshouldcopy,0.0,False,False,False
1383,50.0,hadoop,DistCpUtils,org.apache.hadoop.tools.util.testdistcputils.testpreservenothingondirectory,0.0,False,False,False
1385,50.0,hadoop,DistCpUtils,org.apache.hadoop.tools.util.testdistcputils.testpreserveuseronfile,0.0,False,False,False
1388,50.0,hadoop,ProducerConsumer,org.apache.hadoop.tools.util.testproducerconsumer.testmultipleproducerconsumershutdown,0.0,False,False,False
1389,50.0,hadoop,TraceAdmin,org.apache.hadoop.tracing.testtraceadmin.testnooperator,0.1674907175039257,False,False,False
1390,50.0,hadoop,TraceUtils,org.apache.hadoop.tracing.testtraceutils.testextraconfig,0.0754054054054054,True,False,False
1391,50.0,hadoop,TraceUtils,org.apache.hadoop.tracing.testtraceutils.testtracingglobber,0.0,False,False,False
1392,50.0,hadoop,TypedBytesWritable,org.apache.hadoop.typedbytes.testtypedbyteswritable.testio,0.0,False,False,False
1393,50.0,hadoop,ChildReaper,org.apache.hadoop.util.curator.testchildreaper.testnamespace,0.0,False,False,False
1395,50.0,hadoop,ZKCuratorManager,org.apache.hadoop.util.curator.testzkcuratormanager.testgetstringdata,0.0,False,False,False
1398,50.0,hadoop,CacheableIPList,org.apache.hadoop.util.testcacheableiplist.testaddwithsleepforcachetimeout,0.0,False,False,False
1402,50.0,hadoop,CrcComposer,org.apache.hadoop.util.testcrccomposer.testupdatebytearraylengthunalignedwithcrcsize,0.0,False,False,False
1403,50.0,hadoop,CrcUtil,org.apache.hadoop.util.testcrcutil.testintserialization,0.0,False,False,False
1406,50.0,hadoop,DataChecksum,org.apache.hadoop.util.testdatachecksum.testequality,0.0,False,False,False
1409,50.0,hadoop,DiskChecker,org.apache.hadoop.util.testdiskchecker.testcheckdir_notdir_local,0.0,False,False,False
1411,50.0,hadoop,DiskChecker,org.apache.hadoop.util.testdiskchecker.testcheckdir_notwritable_local,0.0,False,False,False
1412,50.0,hadoop,DiskChecker,org.apache.hadoop.util.testdiskchecker.testmkdirs_direxists_badumask,0.0,False,False,False
1415,50.0,hadoop,FileBasedIPList,org.apache.hadoop.util.testfilebasediplist.testsubnetsandips,0.0,False,False,False
1418,50.0,hadoop,FindClass,org.apache.hadoop.util.testfindclass.testcreatefailsinprivateconstructor,0.0,False,False,False
1420,50.0,hadoop,FindClass,org.apache.hadoop.util.testfindclass.testloadprivateclass,0.0,False,False,False
1423,50.0,hadoop,GenericsUtil,org.apache.hadoop.util.testgenericsutil.testwithemptylist2,0.0,False,False,False
1425,50.0,hadoop,HttpExceptionUtils,org.apache.hadoop.util.testhttpexceptionutils.testvalidateresponsefailnoerrormessage,0.0,False,False,False
1427,50.0,hadoop,InstrumentedReadWriteLock,org.apache.hadoop.util.testinstrumentedreadwritelock.testreadlock,0.0,False,False,False
1428,50.0,hadoop,InstrumentedReadWriteLock,org.apache.hadoop.util.testinstrumentedreadwritelock.testreadlocklongholdingreport,0.0,False,False,False
1429,50.0,hadoop,IntrusiveCollection,org.apache.hadoop.util.testintrusivecollection.testshouldaddelement,0.0,False,False,False
1431,50.0,hadoop,JarFinder,org.apache.hadoop.util.testjarfinder.testexpandedclasspath,0.0,False,False,False
1437,50.0,hadoop,MachineList,org.apache.hadoop.util.testmachinelist.testcidrs,0.0,False,False,False
1443,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumsbytearraysuccess,0.0,False,False,False
1444,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumssuccess,0.0,False,False,False
1446,50.0,hadoop,NativeLibraryChecker,org.apache.hadoop.util.testnativelibrarychecker.testnativelibrarycheckeroutput,0.0,False,False,False
1447,50.0,hadoop,NodeHealthScriptRunner,org.apache.hadoop.util.testnodehealthscriptrunner.testnodehealthscript,0.0,False,False,False
1452,50.0,hadoop,RunJar,org.apache.hadoop.util.testrunjar.testunjarwithpattern,0.0,False,False,False
1453,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testbinwinutilsnotafile,0.0,False,False,False
1456,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testenvvarswithoutinheritance,0.0,False,False,False
1457,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testhadoopbinnotadir,0.0,False,False,False
1459,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testhadoophomevalid,0.0,False,False,False
1460,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testhadoophomevalidquoted,0.0,False,False,False
1461,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testinterval,0.0,False,False,False
1462,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testshellcommandtimeout,0.0,False,False,False
1463,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testformattimesortable,0.0,False,False,False
1464,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testgettrimmedstrings,0.0,False,False,False
1466,50.0,hadoop,UTF8ByteArrayUtils,org.apache.hadoop.util.testutf8bytearrayutils.testfindbyte,0.0,False,False,False
1467,50.0,hadoop,UTF8ByteArrayUtils,org.apache.hadoop.util.testutf8bytearrayutils.testfindbytes,0.0,False,False,False
1469,50.0,hadoop,ZKUtil,org.apache.hadoop.util.testzkutil.testgoodacls,0.0,False,False,False
1470,50.0,hadoop,ZKUtil,org.apache.hadoop.util.testzkutil.testnullauth,0.0,False,False,False
1471,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testgetrangelength,0.0,False,False,False
1472,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testgetsequentialrangekvs,0.0,False,False,False
1474,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testkeyprefixfilter,0.0,False,False,False
1475,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testmetastoreconfigdifferentfromtype,0.0801487761958087,False,False,False
1476,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testpeekfrom,0.0,False,False,False
1477,50.0,hadoop,RocksDBStoreMBean,org.apache.hadoop.utils.testrocksdbstorembean.testdisabledstat,0.0,False,False,False
1478,50.0,hadoop,SerializedExceptionPBImpl,org.apache.hadoop.yarn.api.records.impl.pb.testserializedexceptionpbimpl.testserializedexception,0.0,False,False,False
1479,50.0,hadoop,URL,org.apache.hadoop.yarn.api.records.testurl.testconversion,0.0,False,False,False
1482,50.0,hadoop,PlacementConstraints,org.apache.hadoop.yarn.api.resource.testplacementconstraints.testandconstraint,0.0,False,False,False
1483,50.0,hadoop,PlacementConstraints,org.apache.hadoop.yarn.api.resource.testplacementconstraints.testnodeaffinitytotag,0.0,False,False,False
1487,50.0,hadoop,UnmanagedAMLauncher,org.apache.hadoop.yarn.applications.unmanagedamlauncher.testunmanagedamlauncher.testumalauncher,0.0,False,False,False
1488,50.0,hadoop,AMRMClientAsync,org.apache.hadoop.yarn.client.api.async.impl.testamrmclientasync.testamrmclientasyncshutdown,0.0,False,False,False
1489,50.0,hadoop,AHSClient,org.apache.hadoop.yarn.client.api.impl.testahsclient.testclientstop,0.0,False,False,False
1490,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclientmatchingfit,0.0,False,False,False
1493,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testaskwithnodelabels,0.0,False,False,False
1495,50.0,hadoop,NMClient,org.apache.hadoop.yarn.client.api.impl.testnmclient.testnmclient,0.0,False,False,False
1499,50.0,hadoop,YarnClient,org.apache.hadoop.yarn.client.api.impl.testyarnclient.testgetapplicationattempt,0.0,False,False,False
1501,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testasyncapipolltimeout,0.0,False,False,False
1503,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testbestefforttimelinedelegationtoken,0.0,False,False,False
1504,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testparsetimelinedelegationtokenrenewer,0.0,False,False,False
1507,50.0,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testfetchapplictionlogshar,0.0,False,False,False
1509,50.0,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testhelpmessage,0.0,False,False,False
1513,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testgetallservicestate,0.0,False,False,False
1516,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulinvalidargs,0.0695563488016318,False,False,False
1517,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulnotimeout,0.0,False,False,False
1518,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshusertogroupsmappings,0.0,False,False,False
1519,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testreplacemultiplelabelsonsinglenode,0.0,False,False,False
1521,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testupdatenoderesourcetypeswithinvalidresource,0.015931721194879,False,False,False
1522,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testupdatenoderesourcetypeswithinvalidresourceunit,0.015931721194879,False,False,False
1523,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testupdatenoderesourcetypeswithinvalidresourcevalue,0.015931721194879,False,False,False
1528,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testabsentnodestatus,0.0,False,False,False
1529,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testappcliusageinfo,0.0,False,False,False
1530,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testcontainershelpcommand,0.0,False,False,False
1531,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetapplicationattemptreport,0.0,False,False,False
1532,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetapplicationattemptreportexception,0.0,False,False,False
1533,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetcontainerreportexception,0.0,False,False,False
1535,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetqueueinfooverrideintraqueuepreemption,0.0,False,False,False
1536,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetqueueinfopreemptiondisabled,0.0,False,False,False
1537,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testlistclusternodes,0.0,False,False,False
1539,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testnodestatus,0.0,False,False,False
1541,50.0,hadoop,YarnClientUtils,org.apache.hadoop.yarn.client.util.testyarnclientutils.testgetrmprincipalha_configuration,0.0,False,False,False
1542,50.0,hadoop,YarnClientUtils,org.apache.hadoop.yarn.client.util.testyarnclientutils.testgetrmprincipalha_string,0.0,False,False,False
1544,50.0,hadoop,HAUtil,org.apache.hadoop.yarn.conf.testhautil.testgetrmid,0.0,False,False,False
1546,50.0,hadoop,ResourceInformation,org.apache.hadoop.yarn.conf.testresourceinformation.testvalue,0.0,False,False,False
1549,50.0,hadoop,RPCUtil,org.apache.hadoop.yarn.ipc.testrpcutil.testremoteyarnexceptionderivativeunwrapping,0.0,False,False,False
1551,50.0,hadoop,RPCUtil,org.apache.hadoop.yarn.ipc.testrpcutil.testremoteyarnexceptionwithoutstringconstructor,0.0,False,False,False
1552,50.0,hadoop,RPCUtil,org.apache.hadoop.yarn.ipc.testrpcutil.testrpcruntimeexceptionunwrapping,0.0,False,False,False
1555,50.0,hadoop,LogAggregationFileControllerFactory,org.apache.hadoop.yarn.logaggregation.filecontroller.testlogaggregationfilecontrollerfactory.testlogaggregationfilecontrollerfactory,0.0,False,False,False
1556,50.0,hadoop,AggregatedLogDeletionService,org.apache.hadoop.yarn.logaggregation.testaggregatedlogdeletionservice.testdeletion,0.0,False,False,False
1557,50.0,hadoop,AggregatedLogDeletionService,org.apache.hadoop.yarn.logaggregation.testaggregatedlogdeletionservice.testrobustlogdeletion,0.0,False,False,False
1558,50.0,hadoop,AggregatedLogFormat,org.apache.hadoop.yarn.logaggregation.testaggregatedlogformat.testreadacontainerlogs1,0.0,False,False,False
1562,50.0,hadoop,CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.testcommonnodelabelsmanager.testlabelsinfotonodes,0.0,False,False,False
1567,50.0,hadoop,DockerClientConfigHandler,org.apache.hadoop.yarn.security.testdockerclientconfighandler.testreadcredentialsfromconfigfile,0.0,False,False,False
1568,50.0,hadoop,RegisterNodeManagerRequest,org.apache.hadoop.yarn.server.api.protocolrecords.testregisternodemanagerrequest.testregisternodemanagerrequest,0.0,False,False,False
1569,50.0,hadoop,RegisterNodeManagerResponse,org.apache.hadoop.yarn.server.api.protocolrecords.testregisternodemanagerresponse.testroundtrip,0.0,False,False,False
1570,50.0,hadoop,ApplicationHistoryClientService,org.apache.hadoop.yarn.server.applicationhistoryservice.testapplicationhistoryclientservice.testapplicationnotfound,0.0,False,False,False
1572,50.0,hadoop,ApplicationHistoryManagerImpl,org.apache.hadoop.yarn.server.applicationhistoryservice.testapplicationhistorymanagerimpl.testapplicationreport,0.0,False,False,False
1575,50.0,hadoop,FileSystemApplicationHistoryStore,org.apache.hadoop.yarn.server.applicationhistoryservice.testfilesystemapplicationhistorystore.testmassivewritecontainerhistorydata,0.0,False,False,False
1576,50.0,hadoop,FileSystemApplicationHistoryStore,org.apache.hadoop.yarn.server.applicationhistoryservice.testfilesystemapplicationhistorystore.testreadwritehistorydata,0.0,False,False,False
1577,50.0,hadoop,MemoryApplicationHistoryStore,org.apache.hadoop.yarn.server.applicationhistoryservice.testmemoryapplicationhistorystore.testmassivewritecontainerhistory,0.0,False,False,False
1578,50.0,hadoop,AHSWebApp,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebapp.testappattemptpage,0.0,False,False,False
1581,50.0,hadoop,AHSWebServices,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebservices.testcontainerlogsforrunningapps,0.0,False,False,False
1583,50.0,hadoop,AHSWebServices,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebservices.testcontainerlogsmetaforrunningapps,0.3297976011994002,True,False,False
1586,50.0,hadoop,LocalityMulticastAMRMProxyPolicy,org.apache.hadoop.yarn.server.federation.policies.amrmproxy.testlocalitymulticastamrmproxypolicy.testintegerassignment,0.0,False,False,False
1588,50.0,hadoop,LocalityMulticastAMRMProxyPolicy,org.apache.hadoop.yarn.server.federation.policies.amrmproxy.testlocalitymulticastamrmproxypolicy.testsubclusterexpiry,0.0,False,False,False
1591,50.0,hadoop,FederationRegistryClient,org.apache.hadoop.yarn.server.federation.utils.testfederationregistryclient.testbasiccase,0.0,False,False,False
1593,50.0,hadoop,FederationStateStoreFacade,org.apache.hadoop.yarn.server.federation.utils.testfederationstatestorefacade.testgetsubcluster,0.0,False,False,False
1594,50.0,hadoop,FederationStateStoreFacade,org.apache.hadoop.yarn.server.federation.utils.testfederationstatestorefacade.testgetsubclusterflushcache,0.0,False,False,False
1596,50.0,hadoop,AMRMClientRelayerMetrics,org.apache.hadoop.yarn.server.metrics.testamrmclientrelayermetrics.testnewemptyrequest,0.0,False,False,False
1599,50.0,hadoop,AMRMProxyService,org.apache.hadoop.yarn.server.nodemanager.amrmproxy.testamrmproxyservice.testmultipleattemptssamenode,0.0,False,False,False
1602,50.0,hadoop,CacheableIPList,org.apache.hadoop.util.testcacheableiplist.testaddwithsleepforcachetimeout,0.0,False,True,False
1603,50.0,hadoop,ChunkedArrayList,org.apache.hadoop.util.testchunkedarraylist.testremovals,0.0,False,False,False
1605,50.0,hadoop,Classpath,org.apache.hadoop.util.testclasspath.testjarreplace,0.0,False,False,False
1608,50.0,hadoop,CrcUtil,org.apache.hadoop.util.testcrcutil.testtomulticrcstringmultipleelements,0.0,False,False,False
1610,50.0,hadoop,DataChecksum,org.apache.hadoop.util.testdatachecksum.testequality,0.0,False,False,False
1611,50.0,hadoop,DataChecksum,org.apache.hadoop.util.testdatachecksum.testtostring,0.0,False,False,False
1614,50.0,hadoop,DiskChecker,org.apache.hadoop.util.testdiskchecker.testcheckdir_notdir_local,0.0,False,False,False
1616,50.0,hadoop,DiskChecker,org.apache.hadoop.util.testdiskchecker.testcheckdir_notwritable_local,0.0,False,False,False
1618,50.0,hadoop,FastNumberFormat,org.apache.hadoop.util.testfastnumberformat.testlongwithpadding,0.0,False,False,False
1620,50.0,hadoop,FileBasedIPList,org.apache.hadoop.util.testfilebasediplist.testsubnetsandips,0.0,False,False,False
1622,50.0,hadoop,FindClass,org.apache.hadoop.util.testfindclass.testcreatefailsinconstructor,0.0,False,False,False
1625,50.0,hadoop,FindClass,org.apache.hadoop.util.testfindclass.testloadprivateclass,0.0,False,False,False
1626,50.0,hadoop,GenericOptionsParser,org.apache.hadoop.util.testgenericoptionsparser.testconfwithmultipleopts,0.0,False,False,False
1627,50.0,hadoop,GenericsUtil,org.apache.hadoop.util.testgenericsutil.testgetclass,0.0,False,False,False
1628,50.0,hadoop,GenericsUtil,org.apache.hadoop.util.testgenericsutil.testwithemptylist2,0.0,False,False,False
1630,50.0,hadoop,HostsFileReader,org.apache.hadoop.util.testhostsfilereader.testhostfilereaderwithspaces,0.0,False,False,False
1637,50.0,hadoop,JarFinder,org.apache.hadoop.util.testjarfinder.testexpandedclasspath,0.0,False,False,False
1638,50.0,hadoop,JarFinder,org.apache.hadoop.util.testjarfinder.testjar,0.0,False,False,False
1639,50.0,hadoop,JsonSerialization,org.apache.hadoop.util.testjsonserialization.testfilesystememptypath,0.0,False,False,False
1640,50.0,hadoop,JsonSerialization,org.apache.hadoop.util.testjsonserialization.testfilesystemroundtrip,0.0,False,False,False
1641,50.0,hadoop,LightWeightResizableGSet,org.apache.hadoop.util.testlightweightresizablegset.testbasicoperations,0.0,False,False,False
1643,50.0,hadoop,MachineList,org.apache.hadoop.util.testmachinelist.testcidrs,0.0,False,False,False
1647,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testcalculatechunkedsumsbytearraysuccess,0.0,False,False,False
1648,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumsbytearrayfail,0.0,False,False,False
1649,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumsbytearraysuccess,0.0,False,False,False
1651,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumssuccessoddsize,0.0,False,False,False
1654,50.0,hadoop,ProtoUtil,org.apache.hadoop.util.testprotoutil.testrpcclientid,0.0,False,False,False
1655,50.0,hadoop,PureJavaCrc32,org.apache.hadoop.util.testpurejavacrc32.checksame,0.0,False,False,False
1656,50.0,hadoop,ReflectionUtils,org.apache.hadoop.util.testreflectionutils.testgetdeclaredfieldsincludinginherited,0.0,False,False,False
1657,50.0,hadoop,RunJar,org.apache.hadoop.util.testrunjar.testbigjar,0.0,False,False,False
1658,50.0,hadoop,RunJar,org.apache.hadoop.util.testrunjar.testunjardoesnotlooselastmodify,0.0,False,False,False
1659,50.0,hadoop,RunJar,org.apache.hadoop.util.testrunjar.testunjarwithpattern,0.0,False,False,False
1660,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testbinwinutilsnotafile,0.0,False,False,False
1661,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testenvvarswithinheritance,0.0,False,False,False
1664,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testhadoophomeemptydoublequotes,0.0,False,False,False
1668,50.0,hadoop,Shell,org.apache.hadoop.util.testshell.testshellcommandtimeout,0.0,False,False,False
1669,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testformattimesortable,0.0,False,False,False
1670,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testgettrimmedstrings,0.0,False,False,False
1671,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testisalpha,0.0,False,False,False
1674,50.0,hadoop,UTF8ByteArrayUtils,org.apache.hadoop.util.testutf8bytearrayutils.testfindbyte,0.0,False,False,False
1675,50.0,hadoop,UTF8ByteArrayUtils,org.apache.hadoop.util.testutf8bytearrayutils.testfindbytes,0.0,False,False,False
1676,50.0,hadoop,ZKUtil,org.apache.hadoop.util.testzkutil.testemptyacl,0.0,False,False,False
1677,50.0,hadoop,ZKUtil,org.apache.hadoop.util.testzkutil.testgoodacls,0.0,False,False,False
1679,50.0,hadoop,DBConfigFromFile,org.apache.hadoop.utils.db.testdbconfigfromfile.readfromfile,0.0,False,False,False
1680,50.0,hadoop,DBStoreBuilder,org.apache.hadoop.utils.db.testdbstorebuilder.builderwithoneparamv2,0.0,False,False,False
1681,50.0,hadoop,RDBStore,org.apache.hadoop.utils.db.testrdbstore.movekey,0.0,False,False,False
1702,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testallocation,0.0,False,False,False
1703,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclient,0.0,False,False,False
1704,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclientmatchingfit,0.0,False,False,False
1705,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclientmatchingfitinferredrack,0.0,False,False,False
1707,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testaskwithnodelabels,0.0,False,False,False
1710,50.0,hadoop,NMClient,org.apache.hadoop.yarn.client.api.impl.testnmclient.testnmclient,0.0,False,False,False
1711,50.0,hadoop,NMClient,org.apache.hadoop.yarn.client.api.impl.testnmclient.testrollbackcontainer,0.0,False,False,False
1712,50.0,hadoop,TimelineClient,org.apache.hadoop.yarn.client.api.impl.testtimelineclient.testpostentities,0.0,False,False,False
1713,50.0,hadoop,TimelineClient,org.apache.hadoop.yarn.client.api.impl.testtimelineclient.testpostentitiesconnectionrefused,0.0,False,False,False
1714,50.0,hadoop,TimelineClient,org.apache.hadoop.yarn.client.api.impl.testtimelineclient.testpostincompleteentities,0.0,False,False,False
1715,50.0,hadoop,YarnClient,org.apache.hadoop.yarn.client.api.impl.testyarnclient.testcreatetimelineclientwitherror,0.0,False,False,False
1720,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testasyncapipolltimeouthelper,0.0,False,False,False
1722,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testbestefforttimelinedelegationtoken,0.0,False,False,False
1723,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testparsetimelinedelegationtokenrenewer,0.0,False,False,False
1724,50.0,hadoop,YarnClientImpl,org.apache.hadoop.yarn.client.api.impl.testyarnclientimpl.testyarnclientimpl,0.0,False,False,False
1726,50.0,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.createmockyarnclientunknownapp,0.0,False,False,False
1727,50.0,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testfetchapplictionlogsasanotheruser,0.0,False,False,False
1729,50.0,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testfetchrunningapplicationlogs,0.0,False,False,False
1735,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testcheckhealth,0.0682162162162162,False,False,False
1736,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testgetallservicestate,0.0,False,False,False
1738,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulhittimeout,0.0614054054054054,False,False,False
1739,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshnodesgracefulinvalidargs,0.0695563488016318,False,False,False
1741,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testrefreshusertogroupsmappings,0.0,False,False,False
1742,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testreplacemultiplelabelsonsinglenode,0.0,False,False,False
1743,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testtransitiontostandby,0.0682162162162162,False,False,False
1745,50.0,hadoop,RMAdminCLI,org.apache.hadoop.yarn.client.cli.testrmadmincli.testupdatenoderesourcetypeswithinvalidresourceunit,0.015931721194879,False,False,False
1749,50.0,hadoop,SchedConfCLI,org.apache.hadoop.yarn.client.cli.testschedconfcli.testglobalupdate,0.0,False,False,False
1750,50.0,hadoop,SchedConfCLI,org.apache.hadoop.yarn.client.cli.testschedconfcli.testupdatequeues,0.0,False,False,False
1754,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetapplicationattemptreport,0.0,False,False,False
1756,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetcontainerreportexception,0.0,False,False,False
1761,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testmoveapplicationacrossqueues,0.0,False,False,False
1764,50.0,hadoop,FederationRMFailoverProxyProvider,org.apache.hadoop.yarn.client.testfederationrmfailoverproxyprovider.checkresponse,0.0,False,False,False
1768,50.0,hadoop,YarnClientUtils,org.apache.hadoop.yarn.client.util.testyarnclientutils.testgetrmprincipalha_string,0.0,False,False,False
1769,50.0,hadoop,HAUtil,org.apache.hadoop.yarn.conf.testhautil.testgetconfkeyforrminstance,0.0,False,False,False
1771,50.0,hadoop,HAUtil,org.apache.hadoop.yarn.conf.testhautil.testverifyandsetconfiguration,0.0,False,False,False
1778,50.0,hadoop,RPCUtil,org.apache.hadoop.yarn.ipc.testrpcutil.testrpcruntimeexceptionunwrapping,0.0,False,False,False
