,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
2,44.0,activiti,ServiceTaskParseHandler,org.activiti.engine.impl.bpmn.parser.handler.servicetaskparsehandlertest.executeparseshouldusedefaultbehaviorwhennoinformationisprovided,True,False,False
5,44.0,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testnullcalendars,False,False,True
7,44.0,activiti,Task,org.activiti.examples.bpmn.subprocess.subprocesstest.testsimplesubprocess,True,True,False
9,44.0,activiti,APITaskConverter,org.activiti.runtime.api.model.impl.apitaskconvertertest.calculatestatuscreatedandnotassignedtaskshouldreturncreated,False,False,False
10,44.0,activiti,ProcessDefinitionResourceFinderIT,org.activiti.spring.boot.processdefinitionresourcefinderit.shouldreturnalltheprocessdefinitionfilesonspecifiedfolder,False,False,False
12,44.0,activiti,SecurityPoliciesProcessDefinitionRestrictionApplier,org.activiti.spring.security.policies.securitypoliciesprocessdefinitionrestrictionappliertest.denyallshouldaddunmatchablefilter,False,False,True
16,44.0,activiti,ResourceParentFolderAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.resourceparentfolderautodeploymentstrategytest.testhandlesmode,True,False,False
17,44.0,activiti,SingleResourceAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.singleresourceautodeploymentstrategytest.testdeployresources,False,False,False
18,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsaving23hourday,False,True,False
19,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsaving25hourdayeurope,False,True,False
20,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfall,False,True,False
21,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfallfirsthour,False,True,False
22,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfallobservedsecondhour,False,True,True
0,44.0,activiti,Task,org.activiti.editor.language.subprocesstest.doubleconversionvalidation,True,False,False
1,44.0,activiti,CommaSplitter,org.activiti.editor.language.xml.commasplittertest.testomanycomainexpression,False,False,True
3,44.0,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testinvalidcalendarnamerequest,False,False,True
4,44.0,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testmapconstructor,False,True,True
6,44.0,activiti,AsyncExecutor,org.activiti.engine.test.jobexecutor.asyncexecutortest.testregularasyncexecution,False,True,True
8,44.0,activiti,DefaultServiceTaskBehavior,org.activiti.runtime.api.connector.defaultservicetaskbehaviortest.hasconnectorbeanshouldreturnfalseifabeanofdifferenttypeisfound,False,True,False
11,44.0,activiti,ProcessDefinitionResourceFinderIT,org.activiti.spring.boot.processdefinitionresourcefinderit.shouldreturnemptylistwhenprocessdefinitionsfolderisnotfound,False,False,True
13,44.0,activiti,SecurityPoliciesServiceIT,org.activiti.spring.security.policies.securitypoliciesserviceit.shouldgetkeysforread,False,True,True
14,44.0,activiti,DefaultAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.defaultautodeploymentstrategytest.testdeployresources,False,False,False
15,44.0,activiti,DefaultAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.defaultautodeploymentstrategytest.testdetermineresourcenamewithexceptionfailsgracefully,False,False,False
23,44.0,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.shouldnotexceednumber,False,True,False
24,44.0,activiti,ServiceTaskValidator,org.activiti.validation.validator.impl.servicetaskvalidatortest.executevalidationshouldnotriseerrorsforservicetaskssettingonlytheimplementation,False,True,True
