,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
57,22.0,achilles,BeanValidator,info.archinnov.achilles.internals.parser.validator.beanvalidatortest.should_fail_validating_class_without_default_constructor,0.0,0.7210151356138457,False,True,True
59,22.0,achilles,BeanValidator,info.archinnov.achilles.internals.parser.validator.beanvalidatortest.should_validate_immutable_entity,0.0,0.7127801053550682,False,True,True
62,22.0,achilles,TypeValidator,info.archinnov.achilles.internals.parser.validator.typevalidatortest.should_validate_objectbytearray,0.0,0.9070114316907584,False,False,True
63,22.0,achilles,CaseSensitiveNaming,info.archinnov.achilles.internals.strategy.naming.casesensitivenamingtest.should_return_blank_name_on_null,0.0,0.7958371349174906,False,False,True
64,22.0,achilles,LowerCaseNaming,info.archinnov.achilles.internals.strategy.naming.lowercasenamingtest.should_return_lower_case,0.0,0.7899004824921676,False,False,True
65,22.0,achilles,SnakeCaseNaming,info.archinnov.achilles.internals.strategy.naming.snakecasenamingtest.should_return_snake_case,0.0,0.6318197105734387,False,False,True
67,22.0,achilles,MultiLayerNestingIT,info.archinnov.achilles.it.bugs.multilayernestingit.should_handle_3_levels_of_nesting_udt,0.0,0.9412044270616828,False,True,True
68,22.0,achilles,MultiLayerNestingIT,info.archinnov.achilles.it.bugs.multilayernestingit.should_select_some_columns_from_udt,0.0,0.9412044270616828,False,True,True
73,22.0,achilles,EntityWithComplexTypes,info.archinnov.achilles.it.testentitywithcomplextypes.should_insert,1.0,0.5051207615836367,False,True,False
74,22.0,achilles,EntityWithCounterColumn,info.archinnov.achilles.it.testentitywithcountercolumn.should_dsl_delete,0.0,0.8886436283163862,False,True,True
75,22.0,achilles,EntityWithCounterColumn,info.archinnov.achilles.it.testentitywithcountercolumn.should_dsl_update,0.0,0.8340947244139195,False,True,True
77,22.0,achilles,EntityWithCustomConstructorAndDeclaredFields,info.archinnov.achilles.it.testentitywithcustomconstructoranddeclaredfields.should_typed_query,0.0,0.9159877180228436,False,True,True
81,22.0,achilles,EntityWithDSESearch,info.archinnov.achilles.it.testentitywithdsesearch.should_search_using_multiple_predicates,1.0,0.5410203040540249,False,False,False
82,22.0,achilles,EntityWithDSESearch,info.archinnov.achilles.it.testentitywithdsesearch.should_search_using_raw_solr_query,0.0,0.4506661242279169,False,False,True
84,22.0,achilles,EntityWithIndicesForJSON,info.archinnov.achilles.it.testentitywithindicesforjson.should_query_using_collection_index_fromjson,0.0,0.912847906427928,False,True,True
85,22.0,achilles,EntityWithIndicesForJSON,info.archinnov.achilles.it.testentitywithindicesforjson.should_query_using_index_and_clustering_column_fromjson,0.0,0.8946814370703631,False,True,True
88,22.0,achilles,EntityWithStaticAnnotations,info.archinnov.achilles.it.testentitywithstaticannotations.should_insert_using_static_insert_strategy_and_consistency_level,0.0,0.8785470051899997,False,True,True
91,22.0,achilles,EntityWithStaticCounterColumn,info.archinnov.achilles.it.testentitywithstaticcountercolumn.should_delete_by_id,0.0,0.8647901692134947,False,True,True
94,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_complex_types,0.0,0.4065094007382875,False,False,True
96,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_entity_with_simple_partition_key,0.0,0.6580476488199715,False,False,True
98,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_entity_with_static_column,0.0,0.7057749582793043,False,False,True
101,22.0,achilles,ViewSensorByType,info.archinnov.achilles.it.testviewsensorbytype.should_select_by_slice,0.0,0.8206008646063119,False,False,False
7,22.0,achilles,UDTMetaCodeGen,info.archinnov.achilles.internals.codegen.meta.udtmetacodegentest.should_generate_udt_property_class,0.0,0.8770580193070293,False,True,True
10,22.0,achilles,AnnotationTree,info.archinnov.achilles.internals.parser.annotationtreetest.should_build_treemap_for_frozen_udt_annotation_ecj,0.0,0.6477811842874098,False,True,True
12,22.0,achilles,AnnotationTree,info.archinnov.achilles.internals.parser.annotationtreetest.should_build_trees_map_for_level1_nesting_ecj,0.0,0.6697418126632217,False,True,True
14,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_create_codec_for_enumerated,0.0,0.7430318039482742,False,True,True
15,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_create_codec_for_string,0.0,0.7430318039482742,False,True,True
16,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_create_custom_codec_for_counter,0.0,0.721648174725951,False,True,True
17,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_create_native_codec_for_computed,0.0,0.7297778935387605,False,True,False
18,22.0,achilles,CodecFactory,info.archinnov.achilles.internals.parser.codecfactorytest.should_fail_creating_javatype_for_wildcard_type,0.0,0.6388039036817468,False,True,True
21,22.0,achilles,EntityParser,info.archinnov.achilles.internals.parser.entityparsertest.should_generate_meta_signature_for_complex_types_javac,0.0,0.6844834371830494,False,True,True
23,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_build_frozen_list_index_info,0.0,0.663701862918912,False,True,True
25,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_build_partition_column_info,0.0,0.7216972846670243,False,True,True
26,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_build_static_column_info,0.0,0.7217939314767156,False,True,True
27,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_build_static_column_type,0.0,0.68509325491331,False,True,True
30,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_fail_if_clustering_column_order_zero,0.0,0.604393530022084,False,True,True
31,22.0,achilles,FieldInfoParser,info.archinnov.achilles.internals.parser.fieldinfoparsertest.should_generate_field_info_for_primitiveboolean,0.0,0.5968871655196664,False,True,True
33,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_fail_parsing_codec_from_registry,0.0,0.7096497670511435,False,True,True
34,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_fail_parsing_non_frozen_nested_udt,0.0,0.684424277178759,False,True,True
36,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_fail_parsing_sasi_analyzed_but_sparse,0.0,0.700710226838326,False,True,True
38,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_computed_field_with_codec,0.0,0.6742409868353803,False,True,True
40,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_list_udt,0.0,0.7439966926574518,False,True,True
45,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_nested_udt,0.0,0.7519729734555793,False,True,True
48,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_optional_string,0.0,0.7380878408345294,False,True,True
49,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_set_nesting,0.0,0.7428015170934319,False,True,True
50,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_set_udt,0.0,0.7449168852407851,False,True,True
51,22.0,achilles,FieldParser,info.archinnov.achilles.internals.parser.fieldparsertest.should_parse_tuple_nesting,0.0,0.7538055003869634,False,True,True
52,22.0,achilles,FunctionParser,info.archinnov.achilles.internals.parser.functionparsertest.should_fail_parsing_function_forbidden_keyspace_name,0.0,0.7486393425111406,False,True,True
55,22.0,achilles,FunctionParser,info.archinnov.achilles.internals.parser.functionparsertest.should_parse_functions_with_complex_return_types_ecj,0.0,0.7503458526366094,False,True,True
58,22.0,achilles,BeanValidator,info.archinnov.achilles.internals.parser.validator.beanvalidatortest.should_validate_entity_with_entitycreator_constructor,0.0,0.6483611127416721,False,True,True
60,22.0,achilles,BeanValidator3_0,info.archinnov.achilles.internals.parser.validator.cassandra3_0.beanvalidator3_0test.should_validate_view_against_base_table,0.0,0.717190413312809,False,True,True
61,22.0,achilles,TypeValidator,info.archinnov.achilles.internals.parser.validator.typevalidatortest.should_fail_on_invalidlowerbound,0.0,0.845892493829699,False,True,True
66,22.0,achilles,TypeNameHelper,info.archinnov.achilles.internals.utils.typenamehelpertest.should_convert_type_name_to_string,0.0,0.0,True,True,True
69,22.0,achilles,ValidateSchemaIT,info.archinnov.achilles.it.bugs.validateschemait.should_fail_validating_schema_when_partition_key_missing,0.0,0.7576727417781302,False,True,True
70,22.0,achilles,EntityWithComplexIndices,info.archinnov.achilles.it.testentitywithcomplexindices.should_query_using_index_and_clustering_column_inequality,0.0,0.8840837963841015,False,True,True
71,22.0,achilles,EntityWithComplexIndices,info.archinnov.achilles.it.testentitywithcomplexindices.should_query_using_map_key_index,0.0,0.9066284323945184,False,True,False
72,22.0,achilles,EntityWithComplexTuple,info.archinnov.achilles.it.testentitywithcomplextuple.should_insert,0.0,0.4701943331689447,False,True,False
76,22.0,achilles,EntityWithCustomConstructor,info.archinnov.achilles.it.testentitywithcustomconstructor.should_dsl_select_one,0.0,0.9407208328236274,False,True,True
78,22.0,achilles,EntityWithDSESearch,info.archinnov.achilles.it.testentitywithdsesearch.should_search_date_eq,2.0,0.5042483833345411,False,False,True
79,22.0,achilles,EntityWithDSESearch,info.archinnov.achilles.it.testentitywithdsesearch.should_search_date_gte_and_lte,0.0,0.5619388765974357,False,False,True
80,22.0,achilles,EntityWithDSESearch,info.archinnov.achilles.it.testentitywithdsesearch.should_search_date_lt,2.0,0.515319523931431,False,False,True
83,22.0,achilles,EntityWithDSESearchJSON,info.archinnov.achilles.it.testentitywithdsesearchjson.should_search_date_eq_json,1.0,0.5802058133475678,False,False,True
86,22.0,achilles,EntityWithStaticAnnotations,info.archinnov.achilles.it.testentitywithstaticannotations.should_find_using_static_consistency,0.0,0.841243041242009,False,True,True
87,22.0,achilles,EntityWithStaticAnnotations,info.archinnov.achilles.it.testentitywithstaticannotations.should_insert_overriding_static_conf,0.0,0.8703097486412089,False,True,True
89,22.0,achilles,EntityWithStaticAnnotations,info.archinnov.achilles.it.testentitywithstaticannotations.should_insert_using_static_ttl,0.0,0.7562651101563419,False,True,True
90,22.0,achilles,EntityWithStaticColumn,info.archinnov.achilles.it.testentitywithstaticcolumn.should_find,0.0,0.7771057807203969,False,True,True
92,22.0,achilles,EntityWithStaticCounterColumn,info.archinnov.achilles.it.testentitywithstaticcountercolumn.should_dsl_update_static,0.0,0.820648534175213,False,False,False
93,22.0,achilles,ImmutableEntity,info.archinnov.achilles.it.testimmutableentity.should_dsl_select_one,0.0,0.9303545271464816,False,True,True
95,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_entity_with_composite_partition_key,0.0,0.6498937437977491,False,False,True
97,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_entity_with_static_annotations,0.0,0.6834757570073634,False,False,True
99,22.0,achilles,SchemaGenerator,info.archinnov.achilles.it.testschemagenerator.should_build_schema_for_simple_entity,0.0,0.6951950390211683,False,False,True
100,22.0,achilles,ViewSensorByType,info.archinnov.achilles.it.testviewsensorbytype.should_fail_if_mutation_statement_for_view,0.0,0.5134255096256127,False,False,True
102,22.0,achilles,ScriptExecutor,info.archinnov.achilles.script.scriptexecutortest.should_build_create_function_statements_from_lines_syntax_2,0.0,0.6765340380196424,False,False,True
