,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
4,31.0,retrofit,Result,retrofit2.adapter.rxjava.resulttest.nullerrorthrows,False,False,True
20,31.0,retrofit,SimpleXmlConverterFactory,retrofit2.converter.simplexml.simplexmlconverterfactorytest.bodyways,False,False,True
35,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.failureexceptionisnotnull,False,False,True
37,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.contenttypeannotationheaderoverrides,False,False,True
43,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.formencodedfieldoptional,False,False,True
52,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithheadermap,False,False,True
55,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithquerymapthenurlthrows,False,False,True
57,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithquerynameparamprimitivearray,False,False,True
84,31.0,retrofit,Retrofit,retrofit2.retrofittest.calladapterfactoryqueriedcandelegatetwicewithoutrecursion,False,False,True
87,31.0,retrofit,Retrofit,retrofit2.retrofittest.callbackexecutorusedforsuccess,False,False,True
8,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresulttypethrows,False,False,True
19,31.0,retrofit,ProtoConverterFactory,retrofit2.converter.protobuf.protoconverterfactorytest.deserializewrongvalue,False,False,True
21,31.0,retrofit,SimpleXmlConverterFactory,retrofit2.converter.simplexml.simplexmlconverterfactorytest.deserializewrongvalue,False,False,True
25,31.0,retrofit,ExecutorCallAdapterFactory,retrofit2.executorcalladapterfactorytest.adaptedcallexecute,False,False,True
30,31.0,retrofit,MockRetrofit,retrofit2.mock.mockretrofittest.retrofitnullthrows,False,False,True
40,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.fieldparammapsconvertedtonullshoulderror,False,False,True
46,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getabsoluteurl,False,False,True
50,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedpathstillpreventsrequestsplitting,False,False,True
53,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithjavauriurl,False,False,True
95,31.0,retrofit,Retrofit,retrofit2.retrofittest.requestconverterfactorynomatchthrows,False,False,True
1,31.0,retrofit,GuavaCallAdapterFactory,retrofit2.adapter.guava.guavacalladapterfactorytest.responsetype,False,False,True
5,31.0,retrofit,Result,retrofit2.adapter.rxjava2.resulttest.response,False,False,True
22,31.0,retrofit,WireConverterFactory,retrofit2.converter.wire.wireconverterfactorytest.deserializewrongclass,False,False,True
45,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.formencodedwithencodednamefieldparammap,False,False,True
48,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedpathparam,False,False,True
51,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedqueryparam,False,False,True
86,31.0,retrofit,Retrofit,retrofit2.retrofittest.callbackexecutorpropagatesdefaultjvm,False,False,True
88,31.0,retrofit,Retrofit,retrofit2.retrofittest.callfactoryclientpropagated,True,False,False
92,31.0,retrofit,Retrofit,retrofit2.retrofittest.customcalladaptermissingthrows,False,False,True
