,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,16.0,joda-time,BuddhistChronology,org.joda.time.chrono.testbuddhistchronology.testdatefields,0.6062158379310882,True,True,False
1,16.0,joda-time,BuddhistChronology,org.joda.time.chrono.testbuddhistchronology.testequality,0.5364763510859427,False,False,False
2,16.0,joda-time,BuddhistChronology,org.joda.time.chrono.testbuddhistchronology.testkeyyears,0.6481205244246178,True,True,False
5,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testfactoryutc,0.5343426877042287,False,False,False
6,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testleap_5_13,0.6324115452499166,True,False,False
8,16.0,joda-time,CopticChronology,org.joda.time.chrono.testcopticchronology.testsampledate,0.595504615664084,False,False,False
11,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testequality,0.5700278549706939,False,False,False
12,16.0,joda-time,EthiopicChronology,org.joda.time.chrono.testethiopicchronology.testera,0.6627949171552701,True,False,False
17,16.0,joda-time,GJChronology,org.joda.time.chrono.testgjchronology.testgjchronology,0.8096911315910871,True,False,False
18,16.0,joda-time,GJChronology,org.joda.time.chrono.testgjchronology.testillegaldates,0.7271337473607913,True,False,True
22,16.0,joda-time,GregorianChronology,org.joda.time.chrono.testgregorianchronology.testfactory_zone_int,0.5889448258268939,False,False,False
23,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.test16basedleapyear,0.6687921855137737,True,False,False
24,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testfieldconstructor,0.7466608018097145,True,False,True
25,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testtostring,0.5819075865332519,False,False,False
26,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testwithutc,0.6204910046769276,True,False,False
27,16.0,joda-time,IslamicChronology,org.joda.time.chrono.testislamicchronology.testwithzone,0.6118235186374159,True,False,False
28,16.0,joda-time,ISOChronology,org.joda.time.chrono.testisochronology.testleap_28feb,0.6675773350511099,True,False,False
30,16.0,joda-time,ISOChronology,org.joda.time.chrono.testisochronology.testwithutc,0.6571095297423939,True,False,False
31,16.0,joda-time,JulianChronology,org.joda.time.chrono.testjulianchronology.testfactory_zone_int,0.5621343381744486,False,False,False
32,16.0,joda-time,LenientChronology,org.joda.time.chrono.testlenientchronology.test_lenientchrononolgy_chicago,0.5372020872597116,False,False,False
37,16.0,joda-time,CalendarConverter,org.joda.time.convert.testcalendarconverter.testgetpartialvalues,0.6281744457543723,True,False,False
39,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testaddperiodconverter3,0.6213428234599419,True,False,False
40,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetdurationconverter,0.5710607982922888,False,False,True
41,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetdurationconverters,0.639918472604805,True,False,False
42,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetinstantconverterbadmultiplematches,0.4711283545045169,False,False,False
43,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetinstantconverters,0.621169392771226,True,False,False
44,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetintervalconverterremovednull,0.5986085700975194,False,False,False
46,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testgetperiodconverters,0.6380355923579373,True,False,False
47,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremovedurationconverter1,0.6289869663075098,True,False,False
48,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremovedurationconverter3,0.6319731118098993,True,False,False
49,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremoveinstantconverter1,0.6210161062715949,True,False,False
51,16.0,joda-time,ConverterManager,org.joda.time.convert.testconvertermanager.testremoveintervalconvertersecurity,0.6605165758570382,True,False,False
53,16.0,joda-time,ConverterSet,org.joda.time.convert.testconverterset.testclass,0.8226945061432073,True,False,False
54,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetchronology_object_chronology,0.533636055216598,False,False,False
55,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetchronology_object_zone,0.5280597480033522,False,False,False
57,16.0,joda-time,DateConverter,org.joda.time.convert.testdateconverter.testgetpartialvalues,0.6920047306683884,True,False,False
58,16.0,joda-time,LongConverter,org.joda.time.convert.testlongconverter.testgetpartialvalues,0.6194191787970391,True,False,False
60,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testsupportedtype,0.5460895970375901,False,False,False
61,16.0,joda-time,NullConverter,org.joda.time.convert.testnullconverter.testtostring,0.6037555460526143,True,False,False
62,16.0,joda-time,ReadableDurationConverter,org.joda.time.convert.testreadabledurationconverter.testgetperiodtype_object,0.6371857161377001,True,False,False
63,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testgetchronology_object_chronology,0.5005670555809697,False,False,False
65,16.0,joda-time,ReadableInstantConverter,org.joda.time.convert.testreadableinstantconverter.testsupportedtype,0.629255524856294,True,False,False
