,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
0,23.0,alien4cloud,ResourcePermissionService,alien4cloud.authorization.resourcepermissionservicetest.when_permission_revoked_the_resource_is_saved,0.0,True,False,True
2,23.0,alien4cloud,RepositoryManager,alien4cloud.git.repositorymanagertest.deletecurrentbranch,1.0,False,False,False
3,23.0,alien4cloud,OrchestratorService,alien4cloud.orchestrator.orchestratorservicetest.testinitializeconfigurableorchstratorinvalidconfig,4.0,False,False,False
4,23.0,alien4cloud,FunctionEvaluator,alien4cloud.paas.function.functionevaluatortest.parsecomplexproperty,0.0,False,False,True
7,23.0,alien4cloud,UserService,alien4cloud.security.userservicetest.testensureadminusershouldnotcreateuser,1.0,False,False,False
8,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.invalidbooleanequalsshouldcreateviolations,1.0,False,False,False
11,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.invalidintegerequalsshouldcreateviolations,1.0,False,False,False
14,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.validintegergreaterorequalshouldnotcreateviolations,1.0,False,False,False
15,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.validintegergreaterthanshouldnotcreateviolations,1.0,False,False,False
16,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.validstringequalsshouldnotcreateviolations,1.0,False,False,False
17,23.0,alien4cloud,ToscaPropertyDefaultValueTypeValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvaluetypevalidatortest.invalidbooleandefaultshouldcreateviolations,1.0,False,False,False
18,23.0,alien4cloud,ToscaPropertyDefaultValueTypeValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvaluetypevalidatortest.invalidversiondefaultshouldcreateviolations,1.0,False,False,False
23,23.0,alien4cloud,ToscaSerializerUtils,alien4cloud.tosca.serializer.toscaserializerutilstest.testmapisnotemptyandcontainsnotnullvalues,0.0,True,False,False
26,23.0,alien4cloud,JSonMapEntryArraySerializer,alien4cloud.utils.jsonmapentryarrayserializertest.serializationwithmapcontextshouldserializetoarray,0.0,False,False,False
27,23.0,alien4cloud,NameValidationUtils,alien4cloud.utils.namevalidationutilstest.validateapplicationidtest,0.0,False,True,False
28,23.0,alien4cloud,ReflectionUtil,alien4cloud.utils.reflectionutiltest.mergeobjecttest,0.0,False,False,False
31,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testinvalidversionproperty,0.0,False,False,False
34,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testvalidstringconstraintproperty,0.0,False,False,False
36,23.0,alien4cloud,ComparableVersion,alien4cloud.utils.version.comparableversiontest.testlocaleindependent,1.0,True,True,False
37,23.0,alien4cloud,ComparableVersion,alien4cloud.utils.version.comparableversiontest.testreuse,1.0,False,False,False
38,23.0,alien4cloud,ComparableVersion,alien4cloud.utils.version.comparableversiontest.testversionsequal,0.0,True,True,False
42,23.0,alien4cloud,VersionUtil,alien4cloud.utils.versionutiltest.testparseversionsuccess,0.0,False,False,False
44,23.0,alien4cloud,ServiceResourceService,org.alien4cloud.alm.service.serviceresourceservicetest.testgetbynodetypes,0.0,False,False,False
45,23.0,alien4cloud,ToscaTypeIndexerService,org.alien4cloud.tosca.catalog.index.toscatypeindexerservicetest.test,0.0,True,False,False
47,23.0,alien4cloud,EqualConstraint,org.alien4cloud.tosca.model.definitions.constraints.equalconstrainttest.testequalconstraintsatisfiedfloat,0.0,False,False,False
49,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidfloatgreaterorequalconstraintshouldcreateviolations,1.0,False,False,False
50,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidfloatgreaterthanconstraintshouldcreateviolations,1.0,False,False,False
55,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegerinrangeconstraintshouldcreateviolations,1.0,False,False,False
56,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegerlengthconstraintshouldcreateviolations,1.0,False,False,False
58,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegervalidvaluesconstraintshouldcreateviolations,1.0,False,False,False
60,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidstringlessthanconstraintshouldcreateviolations,1.0,False,False,False
64,23.0,alien4cloud,FunctionEvaluator,org.alien4cloud.tosca.utils.functionevaluatortest.nodegetcomplexpropmap,2.0,False,False,False
65,23.0,alien4cloud,FunctionEvaluator,org.alien4cloud.tosca.utils.functionevaluatortest.nodegetconcatprop,2.0,False,False,False
69,23.0,alien4cloud,InputsMappingFileVariableResolver,org.alien4cloud.tosca.variable.inputsmappingfilevariableresolvertest.check_inputs_mapping_can_be_parsed_when_variable,0.0,True,False,False
