,idProject,nameProject,productionClass,testCase,ERNC,isResourceOptimism,isResourceOptimismManual,prediction
50,3.0,struts,EmbeddedJSPResult,org.apache.struts2.embeddedjspresulttest.testjstl,0.0,False,False,False
51,3.0,struts,EmbeddedJSPResult,org.apache.struts2.embeddedjspresulttest.testsimple,0.0,False,False,False
53,3.0,struts,I18nInterceptor,org.apache.struts2.interceptor.i18ninterceptortest.testnosessionbutlocale,1.0,True,False,False
55,3.0,struts,I18nInterceptor,org.apache.struts2.interceptor.i18ninterceptortest.testreallocalesinparams,1.0,True,False,False
56,3.0,struts,I18nInterceptor,org.apache.struts2.interceptor.i18ninterceptortest.testwithvariant,1.0,True,False,False
57,3.0,struts,DefaultJSONWriter,org.apache.struts2.json.defaultjsonwritertest.testwrite,0.0,False,True,False
58,3.0,struts,DefaultJSONWriter,org.apache.struts2.json.defaultjsonwritertest.testwritebeanwithlist,0.0,False,False,False
59,3.0,struts,JSONCleaner,org.apache.struts2.json.jsoncleanertest.testdefaultallow1,0.0,False,False,False
60,3.0,struts,JSONCleaner,org.apache.struts2.json.jsoncleanertest.testdefaultallow2,0.0,False,False,False
61,3.0,struts,JSONCleaner,org.apache.struts2.json.jsoncleanertest.testdefaultblock1,0.0,False,False,False
63,3.0,struts,JSONPopulator,org.apache.struts2.json.jsonpopulatortest.testparsebadinput,0.0,False,False,False
65,3.0,struts,OsgiInterceptor,org.apache.struts2.osgi.interceptor.osgiinterceptortest.testbundlecontextawarenegative,13.0,True,False,False
70,3.0,struts,RequestUtils,org.apache.struts2.requestutilstest.testgetservletpathwithrequesturiandcontextpathsetbutnopatchinfo,3.0,True,False,False
73,3.0,struts,RequestUtils,org.apache.struts2.requestutilstest.testparserfc1123,0.0,False,False,False
78,3.0,struts,DefaultHttpHeaders,org.apache.struts2.rest.defaulthttpheaderstest.testnocache,0.0,False,False,False
83,3.0,struts,RestActionMapper,org.apache.struts2.rest.restactionmappertest.testnewmapping,0.0,False,False,False
88,3.0,struts,FileDownloadAction,org.apache.struts2.showcase.filedownload.filedownloadactiontest.testsanitizeinputpathshouldreturnnullforleadingwebinf,0.0,False,False,False
89,3.0,struts,FileDownloadAction,org.apache.struts2.showcase.filedownload.filedownloadactiontest.testsanitizeinputpathshouldreturnnullfornullinput,0.0,False,False,False
90,3.0,struts,StrutsSpringObjectFactory,org.apache.struts2.spring.strutsspringobjectfactorytest.testnospringcontext,2.0,True,False,False
92,3.0,struts,ContainUtil,org.apache.struts2.util.containutiltest.testcomplexmap,0.0,False,False,False
93,3.0,struts,ContainUtil,org.apache.struts2.util.containutiltest.testiterableobject,0.0,False,False,False
94,3.0,struts,ContainUtil,org.apache.struts2.util.containutiltest.testnullinaray,0.0,False,False,False
99,3.0,struts,RegexPatternMatcher,org.apache.struts2.util.regexpatternmatchertest.testmatch2,0.0,False,False,False
102,3.0,struts,URLDecoderUtil,org.apache.struts2.util.urldecoderutiltest.testurldecodestringinvalid,0.0,False,False,False
