,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,47.0,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testisutility,0.6955704588287177,True,False,False
1,47.0,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testsettotrue,0.6955704588287177,True,False,False
2,47.0,rxjava2-extras,BiFunctions,com.github.davidmoten.rx2.bifunctionstest.testconstant,0.3814710694412053,False,False,False
3,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testbytearrays,0.5429633971041625,False,False,False
7,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testfragmentsasync,0.7962089876991831,True,True,False
10,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearrays,0.5829025114521986,False,True,True
11,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearraysobservablesource,0.5842925844622301,False,True,True
14,47.0,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollect,0.6015842843995749,True,False,False
16,47.0,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testunzipextractspecificfile,0.5358749071002022,False,True,False
18,47.0,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testisutilityclass,0.7173344032665296,True,False,False
19,47.0,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.teststatisticsonmultipleelements,0.3355424092971629,False,False,False
21,47.0,rxjava2-extras,Functions,com.github.davidmoten.rx2.functionstest.testisutilityclass,0.6288462555209549,True,False,False
22,47.0,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpageprintln,0.5219551882227041,False,False,False
23,47.0,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpagesize,0.3777930162278028,False,False,False
24,47.0,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsfirst,0.1286649517451817,False,False,False
