,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
45,1.0,helios,HealthCheck,com.spotify.helios.common.descriptors.healthchecktest.testtcphealthcheckbuilder,0.0,0.3005271617840045,False,False,False
46,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testinoperatorserialization,0.0,0.3092775882092382,False,False,True
47,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testnotinoperator,0.0,0.2138272304536164,False,False,False
48,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testnotinoperatoremptyset,0.0,0.2326758607588214,False,False,False
49,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testparseallowedcharacters,0.0,0.2471509903951962,False,False,False
50,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testparsenotequals,0.0,0.2624578438831337,False,False,False
52,1.0,helios,Job,com.spotify.helios.common.descriptors.jobtest.verifycanparsejobwithmissingenv,1.0,0.5852435547683941,False,False,False
54,1.0,helios,PortMapping,com.spotify.helios.common.descriptors.portmappingtest.testjsonserializationwithdefaults,2.0,0.2876172942432882,False,False,False
57,1.0,helios,JobValidator,com.spotify.helios.common.jobvalidatortest.testinvalidimagesfail,0.0,0.5522177711799272,False,True,False
60,1.0,helios,Json,com.spotify.helios.common.jsontest.testobjectsha1,0.0,0.6421975649307152,True,False,False
64,1.0,helios,DeploymentGroup,com.spotify.helios.master.deploymentgrouptest.testupdatefailedhostschangeddeploymentgrouphosts,1.0,0.4994822279391955,False,True,False
67,1.0,helios,OldJobReaper,com.spotify.helios.master.reaper.oldjobreapertest.jobdeployedwithhistorylastusedrecentlynotreaped,3.0,0.3059729930785502,False,True,True
68,1.0,helios,OldJobReaper,com.spotify.helios.master.reaper.oldjobreapertest.jobdeployedwithhistorylastusedtoolongagonotreaped,3.0,0.3046249083000657,False,True,True
71,1.0,helios,HostsResource,com.spotify.helios.master.resources.hostsresourcetest.listhosts,0.0,0.5459589150880748,False,False,False
75,1.0,helios,JobsResource,com.spotify.helios.master.resources.jobsresourcetest.testcreatejobwithpartialrolloutoptions,0.0,0.4308863985103257,False,True,False
76,1.0,helios,RollingUpdateOpFactory,com.spotify.helios.rollingupdate.rollingupdateopfactorytest.teststartmanualnohosts,0.0,0.1762978147761703,False,True,False
79,1.0,helios,PersistentPathChildrenCache,com.spotify.helios.servicescommon.coordination.persistentpathchildrencachetest.verifylistenercalledonnodeadd,1.0,0.6264024626406686,True,False,False
86,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testattributesincludeheliosversion,0.0,0.7331670081660899,True,False,True
87,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testcounter,5.0,0.7390862248438592,True,False,False
88,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testgauges,0.0,0.7489167866491712,True,False,False
90,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testmeter,1.0,0.8258856785069665,True,False,False
91,1.0,helios,ZooKeeperAclProviders,com.spotify.helios.servicescommon.zookeeperaclproviderstest.testdefaultacl,0.0,0.5211262020388687,False,False,False
92,1.0,helios,ZooKeeperRegistrarService,com.spotify.helios.servicescommon.zookeeperregistrarservicetest.testshutdown,4.0,0.6023557783891553,True,False,False
95,1.0,helios,DeploymentGroup,com.spotify.helios.system.deploymentgrouptest.testrollingupdateperformance,0.0,0.3830873007290465,False,True,False
98,1.0,helios,HealthCheck,com.spotify.helios.system.healthchecktest.testexec,1.0,0.5824035783346737,False,True,False
102,1.0,helios,DefaultDeployer,com.spotify.helios.testing.defaultdeployertest.testtryagainonhostdown,1.0,0.3916762405725228,False,False,False
104,1.0,helios,HeliosSoloDeployment,com.spotify.helios.testing.heliossolodeploymenttest.testundeployleftoverjobs,4.0,0.6773301271298705,True,True,False
107,1.0,helios,LoggingLogStreamFollower,com.spotify.helios.testing.logginglogstreamfollowertest.testtwolinesnonewline,4.0,0.4463865876391109,False,False,True
2,1.0,helios,Agent,com.spotify.helios.agent.agenttest.verifyclosedoesnotstopjobs,2.0,0.6524195451072965,True,False,False
3,1.0,helios,Agent,com.spotify.helios.agent.agenttest.verifyreactorisupdatedwhenlisteneriscalled,1.0,0.7814935749750237,True,False,False
7,1.0,helios,Supervisor,com.spotify.helios.agent.supervisortest.verifydockerexceptionsetstaskstatustofailed,0.0,0.7053164029145961,True,False,False
10,1.0,helios,TaskConfig,com.spotify.helios.agent.taskconfigtest.testregistrationwithhttphealthcheck,0.0,0.4200092512235883,False,False,False
12,1.0,helios,TaskHistoryWriter,com.spotify.helios.agent.taskhistorywritertest.testwritewithzookeeperdown,1.0,0.4743162132250247,False,False,False
13,1.0,helios,TaskHistoryWriter,com.spotify.helios.agent.taskhistorywritertest.testwritewithzookeeperdownandinterveningcrash,2.0,0.459988984530994,False,False,False
18,1.0,helios,CliParser,com.spotify.helios.cli.cliparsertest.testcomputetargetssingleendpoint,1.0,0.4050647417650121,False,False,False
19,1.0,helios,CliParser,com.spotify.helios.cli.cliparsertest.testinsecurehttpsdisabledbydefault,1.0,0.5094200786959571,False,False,False
21,1.0,helios,DeploymentGroupStatusCommand,com.spotify.helios.cli.command.deploymentgroupstatuscommandtest.testdeploymentgroupstatuswitherror,0.0,0.2853612601556893,False,False,False
22,1.0,helios,HostListCommand,com.spotify.helios.cli.command.hostlistcommandtest.testinvalidstatusthrowserror,0.0,0.7243287632370304,True,False,False
26,1.0,helios,JobCreateCommand,com.spotify.helios.cli.command.jobcreatecommandtest.testjobcreatecommandfailswithinvalidfilepath,3.0,0.6076238964987526,True,False,False
27,1.0,helios,JobCreateCommand,com.spotify.helios.cli.command.jobcreatecommandtest.testlabelsfromjsonfile,4.0,0.5695201681891292,False,False,False
29,1.0,helios,PortMappingParser,com.spotify.helios.cli.command.portmappingparsertest.testparseportmappinggoodspecs,0.0,0.4770550179034195,False,False,False
31,1.0,helios,RollingUpdateCommand,com.spotify.helios.cli.command.rollingupdatecommandtest.testcommandlineoptions,3.0,0.2797406884598222,False,False,False
34,1.0,helios,RollingUpdateCommand,com.spotify.helios.cli.command.rollingupdatecommandtest.testrollingupdatefailed,3.0,0.2497729611028111,False,False,False
39,1.0,helios,GoogleCredentialsAccessTokenSupplier,com.spotify.helios.client.googlecredentialsaccesstokensuppliertest.testgetwithcredentials,0.0,0.3275892567825373,False,False,False
42,1.0,helios,RetryingRequestDispatcher,com.spotify.helios.client.retryingrequestdispatchertest.testsuccess,0.0,0.3329028236444443,False,False,False
44,1.0,helios,HealthCheck,com.spotify.helios.common.descriptors.healthchecktest.testhttpwithoutport,0.0,0.2652788914228282,False,False,False
51,1.0,helios,Job,com.spotify.helios.common.descriptors.jobtest.testhasexternalports,0.0,0.6714086267241899,True,False,True
53,1.0,helios,Job,com.spotify.helios.common.descriptors.jobtest.verifysha1id,2.0,0.5770162995564219,False,False,False
55,1.0,helios,RolloutOptions,com.spotify.helios.common.descriptors.rolloutoptionstest.testcandeserializestringlytypedfields,0.0,0.3644523696940532,False,False,False
56,1.0,helios,TaskStatus,com.spotify.helios.common.descriptors.taskstatustest.testserializationofenvironment,0.0,0.330561318604797,False,False,False
58,1.0,helios,JobValidator,com.spotify.helios.common.jobvalidatortest.testjobfromjsonwithinvalidregistration,0.0,0.6777125094850662,True,False,True
59,1.0,helios,JobValidator,com.spotify.helios.common.jobvalidatortest.testvalidnamespass,0.0,0.4300426747724002,False,False,True
61,1.0,helios,Resolver,com.spotify.helios.common.resolvertest.testsupplierwithhttpfallback,0.0,0.0721216903734233,False,False,False
62,1.0,helios,HeliosSoloIT,com.spotify.helios.heliossoloit.testservicediscovery,0.0,0.6620907811625174,True,True,False
63,1.0,helios,HeliosSoloIT,com.spotify.helios.heliossoloit.testtcphealthcheck,0.0,0.4210436087305694,False,False,False
65,1.0,helios,TotalHealthCheckGauge,com.spotify.helios.master.metrics.totalhealthcheckgaugetest.testallhealthy,1.0,0.2936321043515577,False,False,False
66,1.0,helios,TotalHealthCheckGauge,com.spotify.helios.master.metrics.totalhealthcheckgaugetest.testonefails,1.0,0.2786386202996507,False,False,False
69,1.0,helios,DeploymentGroupResource,com.spotify.helios.master.resources.deploymentgroupresourcetest.testgetnonexistingdeploymentgroup,0.0,0.2964042611624244,False,False,False
70,1.0,helios,DeploymentGroupResource,com.spotify.helios.master.resources.deploymentgroupresourcetest.testrollingupdatejobdoesnotexist,0.0,0.4568039478710068,False,False,False
72,1.0,helios,HostsResource,com.spotify.helios.master.resources.hostsresourcetest.listhostsnameandselectorfilter,1.0,0.4495659291712522,False,False,False
73,1.0,helios,HostsResource,com.spotify.helios.master.resources.hostsresourcetest.listhostsselectorfiltermissingstatus,0.0,0.4438700396745462,False,False,False
74,1.0,helios,JobsResource,com.spotify.helios.master.resources.jobsresourcetest.testcreatejobwithnorolloutoptions,0.0,0.3752168105535486,False,False,False
77,1.0,helios,RollingUpdateOpFactory,com.spotify.helios.rollingupdate.rollingupdateopfactorytest.testtransitiontofailed,0.0,0.1296169713092527,False,True,True
78,1.0,helios,RollingUpdatePlanner,com.spotify.helios.rollingupdate.rollingupdateplannertest.testserialrollout,0.0,0.0010181067601469,False,False,False
80,1.0,helios,PersistentPathChildrenCache,com.spotify.helios.servicescommon.coordination.persistentpathchildrencachetest.verifylistenercalledonnodechange,1.0,0.6393221475970366,True,False,False
81,1.0,helios,PersistentPathChildrenCache,com.spotify.helios.servicescommon.coordination.persistentpathchildrencachetest.verifylistenercalledonnoderemoved,1.0,0.6030489877225941,True,False,False
82,1.0,helios,ZooKeeperUpdatingPersistentDirectory,com.spotify.helios.servicescommon.coordination.zookeeperupdatingpersistentdirectorytest.verifyrecoversfrombackuprestoreoffline,2.0,0.4810911087522438,False,True,False
83,1.0,helios,RuleBasedZooKeeperAclProvider,com.spotify.helios.servicescommon.rulebasedzookeeperaclprovidertest.testdefaultacl,0.0,0.2427754959205992,False,False,False
84,1.0,helios,RuleBasedZooKeeperAclProvider,com.spotify.helios.servicescommon.rulebasedzookeeperaclprovidertest.testnomatchingrules,0.0,0.1766946570760987,False,False,True
85,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testattributesincludeadditionalattributes,0.0,0.7320085452668361,True,True,False
89,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testhistogram,0.0,0.7449440037260688,True,False,False
93,1.0,helios,DeploymentGroup,com.spotify.helios.system.deploymentgrouptest.testremovingagenttagundeploysjob,2.0,0.4482217661804344,False,True,False
94,1.0,helios,DeploymentGroup,com.spotify.helios.system.deploymentgrouptest.testrollingupdatemigrate,0.0,0.3115081854846099,False,True,False
96,1.0,helios,DeploymentGroup,com.spotify.helios.system.deploymentgrouptest.testrollingupdatewithtoken,0.0,0.3615322605524642,False,True,False
97,1.0,helios,Deployment,com.spotify.helios.system.deploymenttest.test,0.0,0.3597883282370949,False,True,False
99,1.0,helios,HealthCheck,com.spotify.helios.system.healthchecktest.testhttp,1.0,0.6155989632791383,True,False,False
100,1.0,helios,VersionResponseFilter,com.spotify.helios.system.versionresponsefiltertest.testmajorversion,4.0,0.3150254688906332,False,False,False
101,1.0,helios,DefaultDeployer,com.spotify.helios.testing.defaultdeployertest.testfailsonalldown,1.0,0.4272776152056518,False,False,False
103,1.0,helios,HeliosSoloDeployment,com.spotify.helios.testing.heliossolodeploymenttest.testconfighasgooglecontainerregistrycredentials,4.0,0.6621798021503013,True,True,False
105,1.0,helios,HostPickingStrategies,com.spotify.helios.testing.hostpickingstrategiestest.testdeterministic,0.0,0.0779570470763983,False,False,False
106,1.0,helios,InMemoryLogStreamFollower,com.spotify.helios.testing.inmemorylogstreamfollowertest.testfollow,1.0,0.3537545134856837,False,False,False
108,1.0,helios,Prober,com.spotify.helios.testing.probertest.testoverridedefaultprober,0.0,1.0,True,False,False
