,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
20,17.0,riptide,IdempotencyKeyIdempotentMethodDetector,org.zalando.riptide.idempotencykeyidempotentmethoddetectortest.shoulddetectidempotencykeycaseinsensitive,0.0,False,False,False
24,17.0,riptide,ProblemRoute,org.zalando.riptide.problem.problemroutetest.shouldpropagatelegacyproblemwithalternativespelling,0.0,False,False,False
25,17.0,riptide,ProblemRoute,org.zalando.riptide.problem.problemroutetest.shouldpropagateproblem,0.0,False,False,False
26,17.0,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandone,1.0,False,False,False
28,17.0,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandongetwithheadersandbody,1.0,False,False,False
29,17.0,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandtwo,1.0,False,False,False
31,17.0,riptide,Route,org.zalando.riptide.routetest.shouldmapheaders,0.0,False,True,False
33,17.0,riptide,Route,org.zalando.riptide.routetest.shouldpass,0.0,False,False,False
35,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldcatchioexceptionfromresponse,0.0,False,False,False
38,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shoulduselastattributeroute,1.0,False,False,False
39,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shoulduselastwildcardroute,1.0,False,False,False
41,17.0,riptide,Plugin,org.zalando.riptide.spring.plugintest.shoulduseoriginalstacktraceplugin,1.0,False,False,False
45,17.0,riptide,RiptidePostProcessor,org.zalando.riptide.spring.riptidepostprocessortest.shouldfailonmissingparser,0.0,False,False,False
48,17.0,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldparseusingconstructor,0.0,False,False,False
51,17.0,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldsupportread,0.0,False,False,False
52,17.0,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldthrowioexceptiononclose,1.0,False,True,False
53,17.0,riptide,StreamFilter,org.zalando.riptide.stream.streamfiltertest.shouldfilteronskip,0.0,False,False,False
