,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
1,19.0,oryx,FeatureVectorsPartition,com.cloudera.oryx.app.als.featurevectorspartitiontest.testconcurrent,True,True,True
2,19.0,oryx,FeatureVectorsPartition,com.cloudera.oryx.app.als.featurevectorspartitiontest.testtostring,False,False,True
9,19.0,oryx,KMeansHyperParamTuningIT,com.cloudera.oryx.app.batch.mllib.kmeans.kmeanshyperparamtuningit.testkmeans,True,False,True
28,19.0,oryx,TerminalNode,com.cloudera.oryx.app.rdf.tree.terminalnodetest.testnode,False,False,False
40,19.0,oryx,Preference,com.cloudera.oryx.app.serving.als.preferencetest.testdelete,False,False,False
49,19.0,oryx,RecommendToMany,com.cloudera.oryx.app.serving.als.recommendtomanytest.testnoarg,False,False,False
52,19.0,oryx,Similarity,com.cloudera.oryx.app.serving.als.similaritytest.testbadoffset,False,False,False
54,19.0,oryx,Similarity,com.cloudera.oryx.app.serving.als.similaritytest.testsimilaritycsv,False,False,False
63,19.0,oryx,ALSSpeedIT,com.cloudera.oryx.app.speed.als.alsspeedit.testalsspeed,True,True,True
87,19.0,oryx,TextUtils,com.cloudera.oryx.common.text.textutilstest.testconvertviajson,False,False,True
90,19.0,oryx,TextUtils,com.cloudera.oryx.common.text.textutilstest.testreadjson,False,False,False
5,19.0,oryx,PartitionedFeatureVectors,com.cloudera.oryx.app.als.partitionedfeaturevectorstest.testtostring,False,False,False
7,19.0,oryx,ALSUpdate,com.cloudera.oryx.app.batch.mllib.als.alsupdatetest.testdecay,True,False,True
22,19.0,oryx,KMeansUtils,com.cloudera.oryx.app.kmeans.kmeansutilstest.testfeaturesfromtokens,True,False,True
26,19.0,oryx,CategoricalDecision,com.cloudera.oryx.app.rdf.decision.categoricaldecisiontest.testtostring,False,False,False
34,19.0,oryx,ALSServingModelManager,com.cloudera.oryx.app.serving.als.model.alsservingmodelmanagertest.testbadinstantiation,False,False,False
36,19.0,oryx,ALSServingModel,com.cloudera.oryx.app.serving.als.model.alsservingmodeltest.testlsheffect,False,True,False
47,19.0,oryx,RecommendToAnonymous,com.cloudera.oryx.app.serving.als.recommendtoanonymoustest.testrescorer,True,False,True
50,19.0,oryx,RecommendWithContext,com.cloudera.oryx.app.serving.als.recommendwithcontexttest.testhowmany,False,False,False
70,19.0,oryx,ClassUtils,com.cloudera.oryx.common.lang.classutilstest.testloadnonexistentclass,False,False,False
98,19.0,oryx,SecureAPIConfigIT,com.cloudera.oryx.lambda.serving.secureapiconfigit.testuserpassword,True,False,False
3,19.0,oryx,MultiRescorerProvider,com.cloudera.oryx.app.als.multirescorerprovidertest.testmultimostsimilaritemsrescorer,False,False,False
4,19.0,oryx,MultiRescorer,com.cloudera.oryx.app.als.multirescorertest.testof,True,False,True
8,19.0,oryx,KMeansEvalIT,com.cloudera.oryx.app.batch.mllib.kmeans.kmeansevalit.testdaviesbouldinindexforclustering,True,False,False
38,19.0,oryx,LocalitySensitiveHash,com.cloudera.oryx.app.serving.als.model.localitysensitivehashtest.testonecore,False,True,False
43,19.0,oryx,Recommend,com.cloudera.oryx.app.serving.als.recommendtest.testnoarg,False,False,False
45,19.0,oryx,RecommendToAnonymous,com.cloudera.oryx.app.serving.als.recommendtoanonymoustest.testbadoffset,False,False,False
48,19.0,oryx,RecommendToMany,com.cloudera.oryx.app.serving.als.recommendtomanytest.testbadhowmany,False,False,False
89,19.0,oryx,TextUtils,com.cloudera.oryx.common.text.textutilstest.testparsedelimited,False,False,False
91,19.0,oryx,DeleteOldDataIT,com.cloudera.oryx.lambda.batch.deleteolddatait.testdeleteolddata,True,False,True
95,19.0,oryx,ModelManagerListenerIT,com.cloudera.oryx.lambda.serving.modelmanagerlistenerit.testlistener,True,False,True
18,19.0,oryx,MLFunctions,com.cloudera.oryx.app.common.fn.mlfunctionstest.testparsebadline,False,False,False
23,19.0,oryx,AppPMMLUtils,com.cloudera.oryx.app.pmml.apppmmlutilstest.testlistfeaturesms,True,False,False
25,19.0,oryx,CategoricalDecision,com.cloudera.oryx.app.rdf.decision.categoricaldecisiontest.testequalshashcode,False,False,False
30,19.0,oryx,TreePath,com.cloudera.oryx.app.rdf.tree.treepathtest.testtostring,True,False,True
