Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,achilles,smoteover_randomsearch_randomforest,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,admiral,smoteover_randomsearch_randomforest,110.0,223.0,62.0,31.0,0.3626568619506793,0.7857142857142858,0.403156146179402,0.7834440753045404,0.4060900989848358,0.0166740150033986,0.6137927605812602
within,alien4cloud,smoteover_randomsearch_randomforest,3.0,0.0,77.0,1.0,0.3,0.3,0.9875,0.0361111111111111,0.3,0.3,0.765625
within,carbon-apimgt,smoteover_randomsearch_randomforest,2.0,0.0,24.0,31.0,0.2,0.0666666666666666,0.4599999999999999,0.04,0.1,0.0816496580927726,0.8033333333333333
within,dropwizard,smoteover_randomsearch_randomforest,6.0,14.0,230.0,20.0,0.2333333333333333,0.1999999999999999,0.874074074074074,0.074074074074074,0.1976190476190476,0.1484544389003935,0.25276853963267
within,elastic-job-lite,smoteover_randomsearch_randomforest,6.0,1.0,116.0,17.0,0.45,0.2666666666666666,0.8714285714285713,0.0499999999999999,0.3233333333333333,0.3174085067324789,0.676587579087579
within,fastjson,smoteover_randomsearch_randomforest,1.0,4.0,457.0,2.0,0.1,0.1,0.9871415356151712,0.0107308048103607,0.1,0.0978260869565217,0.5868794326241135
within,hadoop,smoteover_randomsearch_randomforest,306.0,176.0,972.0,146.0,0.6401292973957173,0.6766666666666666,0.79875,0.3012500000000001,0.6559362484436881,0.5162090425431732,0.6572278147607236
within,hbase,smoteover_randomsearch_randomforest,28.0,52.0,584.0,62.0,0.373015873015873,0.311111111111111,0.8429223744292237,0.1101598173515981,0.3306379332816269,0.2494934665803609,0.3214863259187929
within,hutool,smoteover_randomsearch_randomforest,7.0,7.0,105.0,7.0,0.4833333333333333,0.5,0.8910256410256409,0.1089743589743589,0.49,0.4376655866749928,0.6275641025641026
within,incubator-dubbo,smoteover_randomsearch_randomforest,4.0,22.0,295.0,50.0,0.125,0.08,0.8059743954480798,0.0701280227596017,0.0972222222222222,0.0010772733216145,0.1616082247661195
within,jimfs,smoteover_randomsearch_randomforest,15.0,3.0,41.0,9.0,0.8333333333333333,0.6666666666666666,0.8238095238095238,0.2666666666666666,0.7033333333333334,0.6293800897806548,0.8436904761904762
within,oci-java-sdk,smoteover_randomsearch_randomforest,2.0,5.0,33.0,7.0,0.15,0.2,0.75,0.14,0.1666666666666666,0.075,0.4444444444444444
within,oryx,smoteover_randomsearch_randomforest,8.0,3.0,61.0,29.0,0.5833333333333333,0.2166666666666666,0.6818181818181818,0.1081818181818181,0.3085714285714285,0.2471431291803171,0.7024242424242425
within,querydsl,smoteover_randomsearch_randomforest,20.0,1.0,437.0,127.0,0.875,0.1357142857142857,0.7811805961426066,0.035885447106955,0.2293730650154798,0.2917763048345962,0.642424211463785
within,retrofit,smoteover_randomsearch_randomforest,0.0,9.0,83.0,6.0,0.0,0.0,0.8488888888888889,0.0911111111111111,0.0,-0.0666666666666666,0.4666666666666667
within,riptide,smoteover_randomsearch_randomforest,6.0,50.0,0.0,0.0,0.1,0.6,0.1,1.0,0.1714285714285714,0.0,0.5833333333333334
within,rxjava2-extras,smoteover_randomsearch_randomforest,2.0,2.0,85.0,1.0,0.2,0.2,0.9666666666666666,0.0444444444444444,0.2,0.1875,0.6851851851851851
within,spring-boot,smoteover_randomsearch_randomforest,2.0,2.0,11.0,5.0,0.2,0.2,0.65,0.2,0.2,0.2,0.75
within,spring-ws,smoteover_randomsearch_randomforest,0.0,23.0,113.0,17.0,0.0,0.0,0.7408333333333333,0.1483333333333333,0.0,-0.1403998403654595,0.0858220251970252
within,struts,smoteover_randomsearch_randomforest,6.0,9.0,76.0,14.0,0.3583333333333333,0.3,0.78,0.1436363636363636,0.3066666666666666,0.2127751432525426,0.4457196969696969
within,unix4j,smoteover_randomsearch_randomforest,3.0,0.0,72.0,2.0,0.3,0.3,0.975,0.0375,0.3,0.3,0.725
within,wikidata-toolkit,smoteover_randomsearch_randomforest,5.0,8.0,172.0,15.0,0.25,0.25,0.885,0.065,0.25,0.2034639199820923,0.4023563811489508
within,wro4j,smoteover_randomsearch_randomforest,30.0,7.0,273.0,33.0,0.85,0.4809523809523809,0.8836134453781513,0.1079831932773109,0.5916666666666666,0.5709724488566328,0.7215190694282761
within,yawp,smoteover_randomsearch_randomforest,0.0,0.0,46.0,4.0,0.0,0.0,0.9200000000000002,0.0,0.0,0.0,0.6
within,total,smoteover_randomsearch_randomforest,578.0,621.0,4490.0,668.0,0.48206839032527105,0.463884430176565,0.7972313984583923,0.16130822204938228,0.47280163599182007,0.34743403314353827,0.5718183538288311
