idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual
36,unix4j,StringUtil,org.unix4j.util.stringutiltest.testsplitlines,0,False,True
23,timely,MetricAdapter,timely.api.model.metricadaptertest.testparsewithviz,0,False,True
23,timely,MetricAdapter,timely.api.model.metricadaptertest.testtomutationwithviz,0,False,True
23,timely,MetricsResponse,timely.api.response.timeseries.metricsresponsetest.testgeneratehtmlwithignoredtags,0,False,True
23,timely,QueryResponse,timely.api.response.timeseries.queryresponsetest.testoneresponse,0,False,True
23,timely,Metric,timely.model.metrictest.testjson,0,False,True
23,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testcreatesubscriptionwithinvalidsessionidandnonanonymousaccess,0,False,True
23,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testcreatesubscriptionwithvalidsessionidandnonanonymousaccess,0,False,True
23,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testmetrics,0,False,True
23,timely,WebSocketRequestDecoder,timely.netty.websocket.websocketrequestdecodertest.testremovesubscription,0,False,True
23,timely,Downsample,timely.sample.downsampletest.testcombinemissingreport,0,False,True
23,timely,AggregationIterator,timely.sample.iterators.aggregationiteratortest.simpleaggregatedsample,1,False,True
23,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.memoryestimatortestsmallobjects,0,False,True
23,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.simplegetonesample,1,False,True
23,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.simplegettwosamples,1,False,True
23,timely,DownsampleIterator,timely.sample.iterators.downsampleiteratortest.testdownsamplecombining,2,True,True
23,timely,RateIterator,timely.store.iterators.rateiteratortest.testcounterrate,0,False,True
23,timely,TimeSeriesGroupingIterator,timely.store.iterators.timeseriesgroupingiteratortest.testadditionaltimeseries,2,True,True
23,timely,MetricAgeOffFilter,timely.store.metricageofffiltertest.testmixed,0,False,True
23,timely,MetricAgeOffIterator,timely.store.metricageoffiteratortest.testdefault,0,False,True
23,timely,TcpClientIT,timely.test.integration.client.tcpclientit.testpersistencewithvisibility,1,False,True
23,timely,WebSocketClientIT,timely.test.integration.client.websocketclientit.testworkflow,0,False,True
23,timely,DataStoreIT,timely.test.integration.datastoreit.testmultipleageoff,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testmetrics,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testputmetric,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithnotagsmultipleseries,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithoutmsresolution,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testquerywithtagwildcard,0,False,True
23,timely,HttpApiIT,timely.test.integration.http.httpapiit.testratecounterwithoptions,0,False,True
23,timely,HTTPStrictTransportSecurityIT,timely.test.integration.http.httpstricttransportsecurityit.testhstsrequestget,0,False,True
23,timely,TimelyTcpIT,timely.test.integration.tcp.timelytcpit.testputmultiple,0,False,True
23,timely,TimelyUdpIT,timely.test.integration.udp.timelyudpit.testpersistencewithvisibility,1,False,True
23,timely,TimelyUdpIT,timely.test.integration.udp.timelyudpit.testputmultiplebinary,2,True,True
5,wro4j,Wro4jMojo,ro.isdc.wro.maven.plugin.testwro4jmojo.shouldreusegroupnamemappingfilewithincrementalbuild,1,False,True
17,fluent-logger-java,RawSocketSender,org.fluentd.logger.sender.testrawsocketsender.testnormal01,0,False,True
17,fluent-logger-java,FluentLogger,org.fluentd.logger.testfluentlogger.testreconnection,0,False,True
4,webcollector,DBManager,cn.edu.hfut.dmic.webcollector.util.dbmanagertest.testinject,0,False,True
13,fastjson,JSONPath,com.alibaba.fastjson.jsonpathtest.eq1,0,False,True
13,fastjson,JSONPath,com.alibaba.fastjson.jsonpathtest.iseof2,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.chararraycompare1,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate16,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate3,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate6,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime10,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime13,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime16,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime17,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime5,0,False,True
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime7,0,False,True
13,fastjson,Bug14,com.alibaba.json.bvt.bug.bug14.test_0,0,False,True
13,fastjson,Bug_101_for_rongganlin_case3,com.alibaba.json.bvt.bug.bug_101_for_rongganlin_case3.test_for_bug,0,False,True
13,fastjson,Bug_7,com.alibaba.json.bvt.bug.bug_7.test_bigintegerarray,0,False,True
13,fastjson,Bug_for_42283905_1,com.alibaba.json.bvt.bug.bug_for_42283905_1.test_0,0,False,True
13,fastjson,Bug_for_80108116,com.alibaba.json.bvt.bug.bug_for_80108116.test_for_dateformat,0,False,True
13,fastjson,Bug_for_cduym,com.alibaba.json.bvt.bug.bug_for_cduym.test1,0,False,True
13,fastjson,Bug_for_cnhans,com.alibaba.json.bvt.bug.bug_for_cnhans.test_format,0,False,True
13,fastjson,Bug_for_dragoon26,com.alibaba.json.bvt.bug.bug_for_dragoon26.test_0,0,False,True
13,fastjson,Bug_for_fushou,com.alibaba.json.bvt.bug.bug_for_fushou.test_case2,0,False,True
13,fastjson,Bug_for_huangchun,com.alibaba.json.bvt.bug.bug_for_huangchun.test_serialize_url,0,False,True
13,fastjson,Bug_for_huling,com.alibaba.json.bvt.bug.bug_for_huling.test_for_0,0,False,True
13,fastjson,Bug_for_huling,com.alibaba.json.bvt.bug.bug_for_huling.test_for_2029,0,False,True
13,fastjson,Bug_for_issue_253,com.alibaba.json.bvt.bug.bug_for_issue_253.test_for_issue,0,False,True
13,fastjson,Bug_for_issue_265,com.alibaba.json.bvt.bug.bug_for_issue_265.test_for_issue,0,False,True
13,fastjson,Bug_for_issue_268,com.alibaba.json.bvt.bug.bug_for_issue_268.test_for_issue_private,0,False,True
13,fastjson,Bug_for_issue_336,com.alibaba.json.bvt.bug.bug_for_issue_336.test_for_issue,0,False,True
13,fastjson,Bug_for_issue_389,com.alibaba.json.bvt.bug.bug_for_issue_389.test_for_issue_1,0,False,True
13,fastjson,Bug_for_issue_447,com.alibaba.json.bvt.bug.bug_for_issue_447.test_for_issue,0,False,True
13,fastjson,Bug_for_issue_572_private,com.alibaba.json.bvt.bug.bug_for_issue_572_private.test_for_issue_1,0,False,True
13,fastjson,Bug_for_issue_807,com.alibaba.json.bvt.bug.bug_for_issue_807.test_for_issue,0,False,True
13,fastjson,Bug_for_lenolix,com.alibaba.json.bvt.bug.bug_for_lenolix.test_fieldmap,0,False,True
13,fastjson,Bug_for_lenolix_11,com.alibaba.json.bvt.bug.bug_for_lenolix_11.test_for_objectkey,0,False,True
13,fastjson,Bug_for_lenolix_4,com.alibaba.json.bvt.bug.bug_for_lenolix_4.test_for_objectkey,0,False,True
13,fastjson,Bug_for_lenolix_8,com.alibaba.json.bvt.bug.bug_for_lenolix_8.test_for_objectkey,0,False,True
13,fastjson,Bug_for_lenolix_9,com.alibaba.json.bvt.bug.bug_for_lenolix_9.test_for_objectkey,0,False,True
13,fastjson,Bug_for_O_I_See_you,com.alibaba.json.bvt.bug.bug_for_o_i_see_you.test_bug,0,False,True
13,fastjson,Bug_for_smoothrat2,com.alibaba.json.bvt.bug.bug_for_smoothrat2.test_0,0,False,True
13,fastjson,Bug_for_smoothrat4,com.alibaba.json.bvt.bug.bug_for_smoothrat4.test_byte,0,False,True
13,fastjson,Bug_for_SpitFire,com.alibaba.json.bvt.bug.bug_for_spitfire.test_for_spitfire,0,False,True
13,fastjson,Bug_for_SpitFire_4,com.alibaba.json.bvt.bug.bug_for_spitfire_4.test_for_spitfire,0,False,True
13,fastjson,Bug_for_stv_liu,com.alibaba.json.bvt.bug.bug_for_stv_liu.test,0,False,True
13,fastjson,Bug_for_uin57,com.alibaba.json.bvt.bug.bug_for_uin57.test_multiarray,0,False,True
13,fastjson,Bug_for_wuyexiong,com.alibaba.json.bvt.bug.bug_for_wuyexiong.test_for_wuyexiong,0,False,True
13,fastjson,Bug_for_yanpei2,com.alibaba.json.bvt.bug.bug_for_yanpei2.test_for_sepcial_chars,0,False,True
13,fastjson,Bug_for_zhaoyao,com.alibaba.json.bvt.bug.bug_for_zhaoyao.test_fieldmap,0,False,True
13,fastjson,Issue1013,com.alibaba.json.bvt.bug.issue1013.test_for_issue3,0,False,True
13,fastjson,Issue1063_date,com.alibaba.json.bvt.bug.issue1063_date.test_for_issue,0,False,True
13,fastjson,Issue146,com.alibaba.json.bvt.bug.issue146.test_for_issue,0,False,True
13,fastjson,Issue169,com.alibaba.json.bvt.bug.issue169.test_for_issue,0,False,True
13,fastjson,Issue177,com.alibaba.json.bvt.bug.issue177.test_for_issue_177,0,False,True
13,fastjson,Issue199,com.alibaba.json.bvt.bug.issue199.test_for_issue,0,False,True
13,fastjson,Issue215_double_array,com.alibaba.json.bvt.bug.issue215_double_array.test_for_issue,0,False,True
13,fastjson,Issue215_int_array,com.alibaba.json.bvt.bug.issue215_int_array.test_for_issue,0,False,True
13,fastjson,Issue243,com.alibaba.json.bvt.bug.issue243.testserialize,0,False,True
13,fastjson,Issue569,com.alibaba.json.bvt.bug.issue569.test_for_issue,0,False,True
13,fastjson,Issue689,com.alibaba.json.bvt.bug.issue689.test_0,0,False,True
13,fastjson,Issue798_1,com.alibaba.json.bvt.bug.issue798_1.test_for_issue,0,False,True
13,fastjson,Issue799,com.alibaba.json.bvt.bug.issue799.test_for_issue,0,False,True
13,fastjson,Issue87,com.alibaba.json.bvt.bug.issue87.test_for_issue,0,False,True
13,fastjson,Issue87_hashset,com.alibaba.json.bvt.bug.issue87_hashset.test_for_issue,0,False,True
13,fastjson,Issue87_treeset,com.alibaba.json.bvt.bug.issue87_treeset.test_for_issue,0,False,True
13,fastjson,Issue887,com.alibaba.json.bvt.bug.issue887.test_for_issue,0,False,True
13,fastjson,Issue912,com.alibaba.json.bvt.bug.issue912.test_for_issue,1,False,True
13,fastjson,Issue922,com.alibaba.json.bvt.bug.issue922.test_for_issue,0,False,True
13,fastjson,Issue942,com.alibaba.json.bvt.bug.issue942.test_for_issue,0,False,True
13,fastjson,Issue952,com.alibaba.json.bvt.bug.issue952.test_for_issue,0,False,True
13,fastjson,Issue955,com.alibaba.json.bvt.bug.issue955.test_checkarray,2,True,True
13,fastjson,MultiMapTes,com.alibaba.json.bvt.guava.multimaptes.test_multimap,0,False,True
13,fastjson,IncomingDataPoint,com.alibaba.json.bvt.incomingdatapointtest.test_0,0,False,True
13,fastjson,Issue1138,com.alibaba.json.bvt.issue_1100.issue1138.test_for_issue,0,False,True
13,fastjson,Issue1177_2,com.alibaba.json.bvt.issue_1100.issue1177_2.test_for_issue,0,False,True
13,fastjson,Issue969,com.alibaba.json.bvt.issue_1100.issue969.test_for_issue,0,False,True
13,fastjson,Issue969,com.alibaba.json.bvt.issue_1100.issue969.test_for_issue_1,0,False,True
13,fastjson,Issue1226,com.alibaba.json.bvt.issue_1200.issue1226.test_for_issue,0,False,True
13,fastjson,Issue1231,com.alibaba.json.bvt.issue_1200.issue1231.test_for_issue,0,False,True
13,fastjson,Issue1235,com.alibaba.json.bvt.issue_1200.issue1235.test_for_issue,0,False,True
13,fastjson,Issue1240,com.alibaba.json.bvt.issue_1200.issue1240.test_for_issue,0,False,True
13,fastjson,Issue1246,com.alibaba.json.bvt.issue_1200.issue1246.test_for_issue,0,False,True
13,fastjson,Issue1254,com.alibaba.json.bvt.issue_1200.issue1254.test_for_issue,0,False,True
13,fastjson,Issue1265,com.alibaba.json.bvt.issue_1200.issue1265.test_0,0,False,True
13,fastjson,Issue1267,com.alibaba.json.bvt.issue_1200.issue1267.test_for_issue,0,False,True
13,fastjson,Issue1293,com.alibaba.json.bvt.issue_1200.issue1293.test_for_issue,0,False,True
13,fastjson,Issue1424,com.alibaba.json.bvt.issue_1400.issue1424.test_for_issue_int,0,False,True
13,fastjson,Issue1449,com.alibaba.json.bvt.issue_1400.issue1449.test_for_issue,0,False,True
13,fastjson,Issue1458,com.alibaba.json.bvt.issue_1400.issue1458.test_for_issue,0,False,True
13,fastjson,Issue1486,com.alibaba.json.bvt.issue_1400.issue1486.test_for_issue,0,False,True
13,fastjson,Issue1492,com.alibaba.json.bvt.issue_1400.issue1492.test_for_issue,0,False,True
13,fastjson,Issue1493,com.alibaba.json.bvt.issue_1400.issue1493.test_for_issue,0,False,True
13,fastjson,Issue1580_private,com.alibaba.json.bvt.issue_1500.issue1580_private.test_for_issue,0,False,True
13,fastjson,Issue1583,com.alibaba.json.bvt.issue_1500.issue1583.test_issue,0,False,True
13,fastjson,Issue1635,com.alibaba.json.bvt.issue_1600.issue1635.test_issue_1,0,False,True
13,fastjson,Issue1733_jsonpath,com.alibaba.json.bvt.issue_1700.issue1733_jsonpath.test_for_issue,0,False,True
13,fastjson,Issue1733_jsonpath,com.alibaba.json.bvt.issue_1700.issue1733_jsonpath.test_for_issue_or_1,0,False,True
13,fastjson,Issue1834,com.alibaba.json.bvt.issue_1800.issue1834.test_for_issue,0,False,True
13,fastjson,Issue1945,com.alibaba.json.bvt.issue_1900.issue1945.test_0,0,False,True
13,fastjson,Issue2012,com.alibaba.json.bvt.issue_2000.issue2012.test_for_issue,0,False,True
13,fastjson,Issue1462,com.alibaba.json.bvt.kotlin.issue1462.test_user,0,False,True
13,fastjson,Bug_for_changhao,com.alibaba.json.bvt.parser.bug.bug_for_changhao.test_for_bug,0,False,True
13,fastjson,Bug_for_dingzhu,com.alibaba.json.bvt.parser.bug.bug_for_dingzhu.test_0,0,False,True
13,fastjson,DefaultExtJSONParser_parseArray,com.alibaba.json.bvt.parser.defaultextjsonparser_parsearray.test_10,0,False,True
13,fastjson,DefaultExtJSONParser_parseArray,com.alibaba.json.bvt.parser.defaultextjsonparser_parsearray.test_error_3,0,False,True
13,fastjson,DefaultExtJSONParser,com.alibaba.json.bvt.parser.defaultextjsonparsertest.test_casterror,0,False,True
13,fastjson,DATE,com.alibaba.json.bvt.parser.deser.date.datetest.test,0,False,True
13,fastjson,DATE,com.alibaba.json.bvt.parser.deser.date.datetest.test_reader,0,False,True
13,fastjson,JSONReader_obj_3,com.alibaba.json.bvt.parser.stream.jsonreader_obj_3.test_obj_2,0,False,True
13,fastjson,JSONReader_string,com.alibaba.json.bvt.parser.stream.jsonreader_string.test_array_3,0,False,True
13,fastjson,JSONReader_typeRef,com.alibaba.json.bvt.parser.stream.jsonreader_typeref.test_array_2,0,False,True
13,fastjson,JSONReaderScanner,com.alibaba.json.bvt.parser.stream.jsonreaderscannertest.test_doublequote,0,False,True
13,fastjson,JSONPath_5,com.alibaba.json.bvt.path.jsonpath_5.test_path,0,False,True
13,fastjson,JSONPath_between_double,com.alibaba.json.bvt.path.jsonpath_between_double.test_between_not,0,False,True
13,fastjson,JSONPath_between_int,com.alibaba.json.bvt.path.jsonpath_between_int.test_between,0,False,True
13,fastjson,JSONPath_field_access_filter_compare_string,com.alibaba.json.bvt.path.jsonpath_field_access_filter_compare_string.test_list_eq_x,0,False,True
13,fastjson,JSONPath_field_access_filter_compare_string,com.alibaba.json.bvt.path.jsonpath_field_access_filter_compare_string.test_list_gt,0,False,True
13,fastjson,JSONPath_field_access_filter_compare_string,com.alibaba.json.bvt.path.jsonpath_field_access_filter_compare_string.test_list_not_null,0,False,True
13,fastjson,JSONPath_field_access_filter_compare_string_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_compare_string_simple.test_list_ge,0,False,True
13,fastjson,JSONPath_field_access_filter_compare_string_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_compare_string_simple.test_list_le,0,False,True
13,fastjson,JSONPath_field_access_filter_in_decimal,com.alibaba.json.bvt.path.jsonpath_field_access_filter_in_decimal.test_list_in_3,0,False,True
13,fastjson,JSONPath_field_access_filter_in_string,com.alibaba.json.bvt.path.jsonpath_field_access_filter_in_string.test_list_not_in,0,False,True
13,fastjson,JSONPath_field_access_filter_like,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like.test_list_like_contains,0,False,True
13,fastjson,JSONPath_field_access_filter_like,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like.test_list_like_match_two_segement,0,False,True
13,fastjson,JSONPath_field_access_filter_like,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like.test_list_like_match_two_segement_2,0,False,True
13,fastjson,JSONPath_field_access_filter_like,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like.test_list_like_right_match,0,False,True
13,fastjson,JSONPath_field_access_filter_like_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like_simple.test_list_like_extract,0,False,True
13,fastjson,JSONPath_field_access_filter_like_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like_simple.test_list_like_left_match,0,False,True
13,fastjson,JSONPath_field_access_filter_like_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like_simple.test_list_like_match_two_segement,0,False,True
13,fastjson,JSONPath_field_access_filter_like_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like_simple.test_list_like_match_two_segement_3_not,0,False,True
13,fastjson,JSONPath_field_access_filter_like_simple,com.alibaba.json.bvt.path.jsonpath_field_access_filter_like_simple.test_list_like_not_contains,0,False,True
13,fastjson,JSONPath_field_access_filter_rlike,com.alibaba.json.bvt.path.jsonpath_field_access_filter_rlike.test_list_like_left_match,0,False,True
13,fastjson,JSONPath_field_access_filter_rlike,com.alibaba.json.bvt.path.jsonpath_field_access_filter_rlike.test_list_like_match_two_segement,0,False,True
13,fastjson,JSONPath_field_wildcard_filter_double,com.alibaba.json.bvt.path.jsonpath_field_wildcard_filter_double.test_list_map_1,0,False,True
13,fastjson,JSONPath_list_field,com.alibaba.json.bvt.path.jsonpath_list_field.test_list_field,0,False,True
13,fastjson,JSONPath_list_range,com.alibaba.json.bvt.path.jsonpath_list_range.test_range_2,0,False,True
13,fastjson,JSONPath_list_size,com.alibaba.json.bvt.path.jsonpath_list_size.test_list_size,0,False,True
13,fastjson,JSONPath_list_size_1,com.alibaba.json.bvt.path.jsonpath_list_size_1.test_int_array,0,False,True
13,fastjson,JSONPath_list_size_3,com.alibaba.json.bvt.path.jsonpath_list_size_3.test_java_bean_field_null,0,False,True
13,fastjson,JSONPath_none_root,com.alibaba.json.bvt.path.jsonpath_paths_test1.test_map,0,False,True
13,fastjson,JSONPath_none_root,com.alibaba.json.bvt.path.jsonpath_paths_test4.test_map,0,False,True
13,fastjson,Bug0,com.alibaba.json.bvt.serializer.bugtest0.test_0,0,False,True
13,fastjson,PropertyFilter_byte,com.alibaba.json.bvt.serializer.filters.propertyfilter_byte.test_3,0,False,True
13,fastjson,PropertyFilter_double,com.alibaba.json.bvt.serializer.filters.propertyfilter_double.test_1,0,False,True
13,fastjson,PropertyFilter_double,com.alibaba.json.bvt.serializer.filters.propertyfilter_double.test_2,0,False,True
13,fastjson,PropertyFilter_int_field,com.alibaba.json.bvt.serializer.filters.propertyfilter_int_field.test_4,0,False,True
13,fastjson,PropertyFilter_long,com.alibaba.json.bvt.serializer.filters.propertyfilter_long.test_0,0,False,True
13,fastjson,PropertyFilter_long,com.alibaba.json.bvt.serializer.filters.propertyfilter_long.test_4,0,False,True
13,fastjson,PropertyFilter_long_field,com.alibaba.json.bvt.serializer.filters.propertyfilter_long_field.test_0,0,False,True
13,fastjson,PropertyFilter_short,com.alibaba.json.bvt.serializer.filters.propertyfilter_short.test_1,0,False,True
13,fastjson,PropertyFilter_short,com.alibaba.json.bvt.serializer.filters.propertyfilter_short.test_2,0,False,True
13,fastjson,PropertyFilter_short,com.alibaba.json.bvt.serializer.filters.propertyfilter_short.test_3,0,False,True
13,fastjson,PropertyFilter,com.alibaba.json.bvt.serializer.filters.propertyfiltertest.test_4,0,False,True
13,fastjson,PropertyFilter,com.alibaba.json.bvt.serializer.filters.propertyfiltertest.test_tojsonstring,0,False,True
13,fastjson,ValueFilter,com.alibaba.json.bvt.serializer.filters.valuefiltertest.test_valuefilter_2,0,False,True
13,fastjson,ValueFilter,com.alibaba.json.bvt.serializer.filters.valuefiltertest.test_valuefilter_3,0,False,True
13,fastjson,JavaBeanSerializer,com.alibaba.json.bvt.serializer.javabeanserializertest.test_0_s,0,False,True
13,fastjson,JavaBeanSerializer,com.alibaba.json.bvt.serializer.javabeanserializertest.test_1_s,0,False,True
13,fastjson,JSONSerializer,com.alibaba.json.bvt.serializer.jsonserializertest.test_error,0,False,True
13,fastjson,ListSerializer,com.alibaba.json.bvt.serializer.listserializertest.test_6_s,0,False,True
13,fastjson,MapSerializer,com.alibaba.json.bvt.serializer.mapserializertest.test_int2_s,0,False,True
13,fastjson,ObjectSerializer,com.alibaba.json.bvt.serializer.objectserializertest.test_serialize,0,False,True
13,fastjson,PascalNameFilter,com.alibaba.json.bvt.serializer.pascalnamefiltertest.test_0,0,False,True
13,fastjson,SerializeConfig,com.alibaba.json.bvt.serializer.serializeconfigtest.test_0,0,False,True
13,fastjson,FastJsonHttpMessageConverter,com.alibaba.json.bvt.support.spring.fastjsonhttpmessageconvertertest.test_1,0,False,True
13,fastjson,FastJsonJsonView,com.alibaba.json.bvt.support.spring.fastjsonjsonviewtest.test_jsonp,0,False,True
13,fastjson,MappingFastJsonMessageConverter,com.alibaba.json.bvt.support.spring.messaging.mappingfastjsonmessageconvertertest.test_1,0,False,True
13,fastjson,TypeReference,com.alibaba.json.bvt.typeref.typereferencetest.test_0,0,False,True
13,fastjson,Base64,com.alibaba.json.bvt.util.base64test.test_base64,0,False,True
13,fastjson,RyuDouble,com.alibaba.json.bvt.util.ryudoubletest.test_1,0,False,True
13,fastjson,RyuDouble,com.alibaba.json.bvt.util.ryudoubletest.test_2,0,False,True
13,fastjson,RyuFloat,com.alibaba.json.bvt.util.ryufloattest.test_0,0,False,True
13,fastjson,RyuFloat,com.alibaba.json.bvt.util.ryufloattest.test_for_ryu,0,False,True
13,fastjson,UTF8Decoder,com.alibaba.json.bvt.util.utf8decodertest.test_3,0,False,True
13,fastjson,WriteAsArray_int_public,com.alibaba.json.bvt.writeasarray.writeasarray_int_public.test_2_stream,0,False,True
13,fastjson,WriteAsArray_int_public,com.alibaba.json.bvt.writeasarray.writeasarray_int_public.test_error,0,False,True
13,fastjson,WriteAsArray_int_public,com.alibaba.json.bvt.writeasarray.writeasarray_int_public.test_error_overflow,0,False,True
13,fastjson,WriteAsArray_int_public,com.alibaba.json.bvt.writeasarray.writeasarray_int_public.test_error_overflow_stream,0,False,True
13,fastjson,WriteAsArray_long_public,com.alibaba.json.bvt.writeasarray.writeasarray_long_public.test_error_overflow_stream,0,False,True
13,fastjson,WriteAsArray_long_public,com.alibaba.json.bvt.writeasarray.writeasarray_long_public.test_error_stream,0,False,True
13,fastjson,WriteAsArray_long_stream_public,com.alibaba.json.bvt.writeasarray.writeasarray_long_stream_public.test_0,0,False,True
13,fastjson,WriteAsArray_Object,com.alibaba.json.bvt.writeasarray.writeasarray_object.test_0,0,False,True
13,fastjson,WriteAsArray_Object_2_public,com.alibaba.json.bvt.writeasarray.writeasarray_object_2_public.test_0,0,False,True
13,fastjson,WriteAsArray_string_special,com.alibaba.json.bvt.writeasarray.writeasarray_string_special.test_0,0,False,True
13,fastjson,WriteAsArray_string_special_Reader,com.alibaba.json.bvt.writeasarray.writeasarray_string_special_reader.test_1,0,False,True
13,fastjson,EncodeDemo,com.alibaba.json.demo.encodedemo.test_encode,0,False,True
13,fastjson,ReuseObject,com.alibaba.json.demo.reuseobject.test_reuse,0,False,True
13,fastjson,A20170327_0,com.alibaba.json.test.a.a20170327_0.test_0,0,False,True
13,fastjson,Alipay1206,com.alibaba.json.test.a.alipay1206.test_for_alipay,0,False,True
13,fastjson,Issue1001,com.alibaba.json.test.issue1001.test_for_issue,0,False,True
13,fastjson,RyuDouble,com.alibaba.json.test.ryu.ryudoubletest.test_for_ryu,0,False,True
8,hutool,BeanUtil,cn.hutool.core.bean.beanutiltest.maptobeantest,0,False,True
8,hutool,CollUtil,cn.hutool.core.collection.collutiltest.filtertest,0,False,True
8,hutool,CollUtil,cn.hutool.core.collection.collutiltest.tomaplistandtolistmaptest,0,False,True
8,hutool,ConverterRegistry,cn.hutool.core.convert.converterregistrytest.customtest,0,False,True
8,hutool,Convert,cn.hutool.core.convert.converttest.longandbytestest,0,False,True
