idProject,nameProject,productionClass,testCase,NRDB,NRF,isMysteryGuest,isMysteryGuestManual
4,spring-cloud-zuul-ratelimit,DefaultRateLimitKeyGenerator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.defaultratelimitkeygeneratortest.testkeyemptytypes,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,DefaultRateLimitKeyGenerator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.defaultratelimitkeygeneratortest.testkeyurlwithmatcher,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,DefaultRateLimitKeyGenerator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.defaultratelimitkeygeneratortest.testkeyusernullprincipal,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,DefaultRateLimitKeyGenerator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.defaultratelimitkeygeneratortest.testkeyuserwithmatcher,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,PoliciesValidator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.properties.validators.policiesvalidatortest.testvalidonpolicywithlimitandrole,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,PoliciesValidator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.properties.validators.policiesvalidatortest.testvalidonpolicywithquotanolimit,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,PoliciesValidator,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.properties.validators.policiesvalidatortest.testvalidwithnopolicies,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RedisRateLimiter,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.config.repository.redisratelimitertest.testconsumeremaininglimitexception,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitPostFilter,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.filters.post.ratelimitpostfiltertest.testfilterorder,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitPostFilter,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.filters.post.ratelimitpostfiltertest.testshouldfilteronnopolicy,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitPostFilter,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.filters.post.ratelimitpostfiltertest.testshouldfilteronnullstarttime,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitPreFilter,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.filters.pre.ratelimitprefiltertest.testshouldfilter,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitAutoConfiguration,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.ratelimitautoconfigurationtest.testbucket4jjcacheratelimiterbyproperty,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitAutoConfiguration,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.ratelimitautoconfigurationtest.testzuulfilters,0.0,0.0,False,False
4,spring-cloud-zuul-ratelimit,RateLimitExceededException,com.marcosbarbero.cloud.autoconfigure.zuul.ratelimit.support.ratelimitexceededexceptiontest.testexceptioninfo,0.0,0.0,False,False
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.acceptedclientidautogenerated,1.0,1.0,True,False
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedserverunavailable,1.0,1.0,True,False
10,vertx-mqtt,MqttServerConnection,io.vertx.mqtt.test.server.mqttserverconnectiontest.refusedunacceptableprotocolversion,1.0,1.0,True,False
36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testechogrepnomatch,0.0,0.0,False,False
36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testls,0.0,0.0,False,False
36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlsfile,0.0,1.0,True,False
36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlssortreverse,0.0,0.0,False,False
36,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlsstarstarstarjava,0.0,0.0,False,False
36,unix4j,OptionSetDefinitionDataLoader,org.unix4j.codegen.optionsetdefinitiondataloadertest.testoptionsetdefinition,0.0,0.0,False,True
36,unix4j,SimpleLine,org.unix4j.line.simplelinetest.testnewlinelengthabovetwo,0.0,0.0,False,False
36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testcontentnull,0.0,0.0,False,False
36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthabovetwo,0.0,0.0,False,False
36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthnegative,0.0,0.0,False,False
36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthnegativewithoffsetandlengths,0.0,0.0,False,False
36,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testunixline,0.0,0.0,False,False
36,unix4j,LineOperation,org.unix4j.operation.lineoperationtest.testonlyevenlines,1.0,1.0,True,False
36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_numberlines,0.0,0.0,False,False
36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_numbernonblanklines,0.0,0.0,False,False
36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines,0.0,0.0,False,False
36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines_numberlines,0.0,0.0,False,False
36,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines_numbernonblanklines,0.0,0.0,False,False
36,unix4j,CutCommand,org.unix4j.unix.cuttest.testcharactercut1,0.0,0.0,False,False
36,unix4j,CutCommand,org.unix4j.unix.cuttest.testcharactercut2,0.0,0.0,False,False
36,unix4j,CutCommand,org.unix4j.unix.cuttest.testrangecut1,0.0,0.0,False,False
36,unix4j,CutCommand,org.unix4j.unix.cuttest.testrangecut3,0.0,0.0,False,False
36,unix4j,EchoCommand,org.unix4j.unix.echotest.testechoempty,0.0,0.0,False,False
36,unix4j,EchoCommand,org.unix4j.unix.echotest.testtwomessages,0.0,0.0,False,False
