,idProject,nameProject,productionClass,testCase,isResourceOptimism,isResourceOptimismManual,prediction
6,7.0,yawp,Datastore,io.yawp.driver.postgresql.datastore.datastoretest.testcreateupdateentity,False,False,True
9,7.0,yawp,Datastore,io.yawp.driver.postgresql.datastore.datastoretest.testquerylimit,False,False,True
26,7.0,yawp,ObjectPump,io.yawp.repository.pipes.pump.objectpumptest.testbasicquery,False,False,True
32,7.0,yawp,RuleConditions,io.yawp.repository.shields.basic.ruleconditionstest.testgrandparenttruecondition,False,False,True
35,7.0,yawp,RuleConditions,io.yawp.repository.shields.basic.ruleconditionstest.testparenttruecondition,False,False,True
8,7.0,yawp,Datastore,io.yawp.driver.postgresql.datastore.datastoretest.testqueryinwithkey,False,False,True
13,7.0,yawp,ActionMethod,io.yawp.repository.actions.basic.actionmethodtest.testparentrootcollectionjsonstringparams,False,False,True
21,7.0,yawp,CounterPipe,io.yawp.repository.pipes.basic.counterpipetest.testonlyincrement,False,False,True
29,7.0,yawp,Repository,io.yawp.repository.repositorytest.testsavechild,False,False,True
45,7.0,yawp,ChildTransformer,io.yawp.servlet.child.childtransformertest.testupdatetransformer,False,False,True
7,7.0,yawp,Datastore,io.yawp.driver.postgresql.datastore.datastoretest.testforcename,False,False,True
18,7.0,yawp,AsyncRepository,io.yawp.repository.asyncrepositorytest.testfetch,False,False,True
30,7.0,yawp,Repository,io.yawp.repository.repositorytest.testsavefornotendpointobjects,False,False,True
39,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testdifferentactions,False,False,True
47,7.0,yawp,EndpointRouter,io.yawp.servlet.endpointroutertest.testnestedresource,False,False,True
16,7.0,yawp,ActionMethod,io.yawp.repository.actions.basic.actionmethodtest.testsingleobject,False,False,True
17,7.0,yawp,ActionMethod,io.yawp.repository.actions.basic.actionmethodtest.testsingleobjectwithoutname,False,False,True
20,7.0,yawp,RepositoryFeatures,io.yawp.repository.features.repositoryfeaturestest.testinvalidendpointpaths,False,False,True
22,7.0,yawp,ChildSumPipe,io.yawp.repository.pipes.parents.childsumpipetest.testsavedifferentchildreen,False,False,True
42,7.0,yawp,Transformer,io.yawp.repository.transformers.basic.transformertest.testaddattribute,False,False,True
14,7.0,yawp,ActionMethod,io.yawp.repository.actions.basic.actionmethodtest.testparentrootcollectionparams,False,False,True
34,7.0,yawp,RuleConditions,io.yawp.repository.shields.basic.ruleconditionstest.testparentfalsecondition,False,False,True
37,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testcreatefacadearray,False,False,True
41,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testupdatewhereonexistingobjects,False,False,True
44,7.0,yawp,ChildTransformer,io.yawp.servlet.child.childtransformertest.testindextransformer,False,False,True
1,7.0,yawp,JsonUtils,io.yawp.commons.utils.jsonutilstest.testdate,False,False,True
2,7.0,yawp,JsonUtils,io.yawp.commons.utils.jsonutilstest.testfrom,False,False,True
25,7.0,yawp,ObjectPump,io.yawp.repository.pipes.pump.objectpumptest.testbasiclist,False,False,True
28,7.0,yawp,Repository,io.yawp.repository.repositorytest.testjsonarrayproperty,False,False,True
48,7.0,yawp,EndpointRouter,io.yawp.servlet.endpointroutertest.testrootresource,False,False,True
12,7.0,yawp,EndpointNaming,io.yawp.plugin.mojos.scaffolding.endpointnamingtest.testendpointpath,False,True,True
15,7.0,yawp,ActionMethod,io.yawp.repository.actions.basic.actionmethodtest.testrootcollection,False,False,True
24,7.0,yawp,IdPump,io.yawp.repository.pipes.pump.idpumptest.testlistqueryandgenerator,False,False,True
27,7.0,yawp,Repository,io.yawp.repository.repositorytest.testdelete,False,False,True
31,7.0,yawp,Repository,io.yawp.repository.repositorytest.testsaveparent,False,False,True
4,7.0,yawp,JsonUtils,io.yawp.commons.utils.jsonutilstest.testmapwithcomplexkeyandvalue,False,False,True
11,7.0,yawp,EndpointNaming,io.yawp.plugin.mojos.scaffolding.endpointnamingtest.testendpointfilename,True,True,True
23,7.0,yawp,IdPump,io.yawp.repository.pipes.pump.idpumptest.testbasicquery,False,False,True
36,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testallowwithoutwhereremovesotherwhere,False,False,True
38,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testcreatewhereonmissingexistingobjects,False,False,True
0,7.0,yawp,FacadeUtils,io.yawp.commons.utils.facadeutilstest.testsetviafacade,False,False,True
5,7.0,yawp,Datastore,io.yawp.driver.postgresql.datastore.datastoretest.testchildkey,False,False,True
10,7.0,yawp,DatabaseSynchronizer,io.yawp.driver.postgresql.tools.databasesynchronizertest.testdatabasecreation,True,True,True
33,7.0,yawp,RuleConditions,io.yawp.repository.shields.basic.ruleconditionstest.testgrandparentwithoutobjectfalsecondition,False,False,True
49,7.0,yawp,EndpointRouter,io.yawp.servlet.endpointroutertest.testrootresourceaction,False,False,True
3,7.0,yawp,JsonUtils,io.yawp.commons.utils.jsonutilstest.testfromarray,False,False,True
19,7.0,yawp,FeatureTree,io.yawp.repository.features.featuretreetest.testtwoleaves,False,False,True
40,7.0,yawp,Shield,io.yawp.repository.shields.basic.shieldtest.testshowfacade,False,True,True
43,7.0,yawp,ChildShield,io.yawp.servlet.child.childshieldtest.testshow,False,False,True
46,7.0,yawp,CrossDomainManager,io.yawp.servlet.crossdomainmanagertest.createwithemptyconfigdefaultvalues,False,False,True
