,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.6,0.4,-0.16666666666666666
1,1.0,0.0,3.0,1.0,1.0,0.5,0.8,0.2,0.6666666666666666,0.6123724356957946
2,0.0,1.0,2.0,2.0,0.0,0.0,0.4,0.2,0.0,-0.4082482904638631
3,2.0,2.0,1.0,0.0,0.5,1.0,0.6,0.8,0.6666666666666666,0.4082482904638631
4,1.0,1.0,2.0,1.0,0.5,0.5,0.6,0.4,0.5,0.16666666666666666
5,0.0,1.0,2.0,2.0,0.0,0.0,0.4,0.2,0.0,-0.4082482904638631
6,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6666666666666666,0.16666666666666666
7,1.0,2.0,0.0,1.0,0.3333333333333333,0.5,0.25,0.75,0.4,-0.5773502691896258
8,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0
9,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,-1.0
10,9.0,13.0,13.0,12.0,0.3833333333333333,0.41666666666666663,0.45500000000000007,0.38,-0.12065594572910276,
