,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,27.0,53.0,106.0,52.0,0.3375,0.34177215189873417,0.5588235294117647,0.33613445378151263,0.339622641509434,0.008412405922943834,0.4404822186944346
1,32.0,61.0,98.0,47.0,0.34408602150537637,0.4050632911392405,0.5462184873949579,0.3907563025210084,0.3720930232558139,0.02066877306025027,0.45689811923331247
2,30.0,62.0,97.0,48.0,0.32608695652173914,0.38461538461538464,0.5358649789029536,0.3881856540084388,0.3529411764705882,-0.005131214351278827,0.4395496313227394
3,30.0,52.0,107.0,48.0,0.36585365853658536,0.38461538461538464,0.5780590717299579,0.3459915611814346,0.37499999999999994,0.056869521353176994,0.48310630839495106
4,26.0,55.0,104.0,52.0,0.32098765432098764,0.3333333333333333,0.5485232067510548,0.34177215189873417,0.32704402515723263,-0.01246160342426765,0.4358800321093275
5,18.0,55.0,104.0,60.0,0.2465753424657534,0.23076923076923078,0.5147679324894515,0.3080168776371308,0.23841059602649006,-0.11719227628198818,0.3570704128477578
6,27.0,56.0,103.0,51.0,0.3253012048192771,0.34615384615384615,0.5485232067510548,0.350210970464135,0.33540372670807456,-0.005956840797203232,0.4365762302699926
7,23.0,45.0,114.0,55.0,0.3382352941176471,0.2948717948717949,0.5780590717299579,0.2869198312236287,0.31506849315068497,0.012313277371249213,0.41997983891514257
8,26.0,52.0,107.0,52.0,0.3333333333333333,0.3333333333333333,0.5611814345991561,0.3291139240506329,0.3333333333333333,0.006289308176100629,0.43410542756466636
9,30.0,45.0,114.0,48.0,0.4,0.38461538461538464,0.6075949367088608,0.31645569620253167,0.39215686274509803,0.10264470305006952,0.50236798986441
10,269.0,536.0,1054.0,513.0,0.33379594656206996,0.3439143135345667,0.557761585646917,0.3393557422969188,0.33810738783567496,0.006645605407905257,0.4406016209216735
