Group,Min,Q1,Q2 (Mediana),Q3,Max
adaboost,-0.1036157051251948,-0.011875,0.104828017851781,0.15917089586026456,0.6666259022351545
adasyn_adaboost,-0.2166666666666667,0.0183216654602424,0.1,0.1692733335217608,0.8555555555555555
adasyn_decisiontree,-0.0773724468901909,-0.0064382301868928,0.0960863911495874,0.1606435103110985,0.8555555555555555
adasyn_multilayerperceptron,-0.0571574130162405,0.070554349512103,0.1255779840152255,0.2222187939465035,0.7545097877754517
adasyn_naivebayes,-0.1108942331699783,-0.0083062397610653,0.0693647955116788,0.1870790811898598,0.730886049358049
adasyn_randomforest,-0.1666666666666666,0.0054810461912719,0.1,0.2,0.7555555555555555
adasyn_randomsearch_adaboost,-0.2635000104139626,0.03191812077897413,0.12674133691932976,0.20809254277576264,0.8216993383321703
adasyn_randomsearch_decisiontree,-0.1016227766016837,-0.0070327673736979,0.11509284610520626,0.2121287816148389,0.6758533776925454
adasyn_randomsearch_multilayerperceptron,-0.1712124659567309,-0.022863671409864124,0.0356258811024254,0.13933659890983385,0.8086638271358269
adasyn_randomsearch_naivebayes,-0.1847366596101027,-0.0121090288077557,0.0362955370992718,0.0674456696506577,0.8656208988865629
adasyn_randomsearch_randomforest,-0.1154700538379251,0.012598423378717975,0.10724858951586645,0.20054022846971947,0.630886049358049
adasyn_randomsearch_svm,-0.1119835320209396,-0.019968919399754575,0.09433321069851641,0.15025434316603006,0.8086638271358269
adasyn_svm,-0.128186675748863,-0.0270998460105625,0.0924877919894826,0.1451108326167169,0.8086638271358269
borderlinesmote_adaboost,-0.1840381320745131,0.08269142174406482,0.13013248436992864,0.22690493307301363,0.6666259022351545
borderlinesmote_decisiontree,-0.1173821130042628,0.0459812053951199,0.0974148959967859,0.22401449131786288,0.7319318171381528
borderlinesmote_multilayerperceptron,-0.1561672173725252,0.045929491484178124,0.12512328355052826,0.24658171724756545,0.7555555555555555
borderlinesmote_naivebayes,-0.1721870469642864,0.0167582718116591,0.12442831739141935,0.2256454798942714,0.8086638271358269
borderlinesmote_randomforest,-0.1695345371164131,0.019812619089798974,0.1296968196749569,0.23379962436043755,0.6888888888888889
borderlinesmote_randomsearch_adaboost,-0.1631287049150745,0.0301311595016256,0.1385718586579699,0.2647394602201963,0.5642193826913824
borderlinesmote_randomsearch_decisiontree,-0.1596450705551827,0.0,0.0969711079220077,0.2073440147646744,0.6322875655532295
borderlinesmote_randomsearch_multilayerperceptron,-0.1581138830084189,-0.0164461227687589,0.0461345245330086,0.147305736662635,0.8656208988865629
borderlinesmote_randomsearch_naivebayes,-0.1906993654077252,-0.0212906347613572,0.0377964473009227,0.1053106282170426,0.3224744871391589
borderlinesmote_randomsearch_randomforest,-0.1548115032282133,0.020988944149175,0.142508504286947,0.2133917805352099,0.587843121108785
borderlinesmote_randomsearch_svm,-0.1565370373572301,-0.01,0.1143184048680783,0.142508504286947,0.8656208988865629
borderlinesmote_svm,-0.1281513356009241,-0.0016930768286002,0.1037519585965823,0.1537457478565264,0.8656208988865629
decisiontree,-0.0888888888888888,0.01408416836966105,0.10163226013899154,0.17728512080225045,0.7319318171381528
multilayerperceptron,-0.123063186002766,0.0,0.0990354159821039,0.1850532598462443,0.7555555555555555
naivebayes,-0.0898314393195709,-0.0037131102456979025,0.05654168174797835,0.19618832108576517,0.8086638271358269
nearmissunder1_adaboost,-0.1452538628371557,-0.030160673752889403,0.0566327453920147,0.13547201729962077,0.6319318171381528
nearmissunder1_decisiontree,-0.1257298836058356,-0.029974226912202077,0.06939427334130925,0.13497004391263137,0.7319318171381528
nearmissunder1_multilayerperceptron,-0.2588092610669667,-0.08109243692053246,0.046869855336304944,0.15175308508448768,0.7216993383321703
nearmissunder1_naivebayes,-0.1770436811708488,-0.06868188245750324,0.00303757196166655,0.138301368882603,0.687843121108785
nearmissunder1_randomforest,-0.1188728800829714,-0.02945075291372895,0.06967769031071519,0.1383249134356718,0.6555555555555556
nearmissunder1_randomsearch_adaboost,-0.1745133292071786,0.0073312639677029995,0.05,0.13087651147742035,0.5642193826913824
nearmissunder1_randomsearch_decisiontree,-0.1408548608977091,0.0006294604852142998,0.0422649730810374,0.12364461756238705,0.6322875655532295
nearmissunder1_randomsearch_multilayerperceptron,-0.1754715776513261,-0.02958559241622505,0.0,0.14429069425774899,0.687843121108785
nearmissunder1_randomsearch_naivebayes,-0.1034478789805681,-0.026853410913113697,0.0482671800083942,0.11408335677285285,0.8656208988865629
nearmissunder1_randomsearch_randomforest,-0.1422660932674316,-0.01877858308405915,0.044438624731166,0.18984334507752915,0.587843121108785
nearmissunder1_randomsearch_svm,-0.1706307136440336,-0.0571429463851204,0.0672735875050923,0.1535907239180911,0.8656208988865629
nearmissunder1_svm,-0.2,-0.0540626173370275,0.06424320772770935,0.14899188464176755,0.8656208988865629
nearmissunder2_adaboost,-0.1328413340428229,-0.0176162702942849,0.0360682537687662,0.14810040963200577,0.6319318171381528
nearmissunder2_decisiontree,-0.2342041563229428,-0.024869867051688102,0.02903614234455245,0.12731554608075818,0.7319318171381528
nearmissunder2_multilayerperceptron,-0.2523252828327549,-0.044446042923661555,0.0302759711077311,0.12953830881418474,0.7216993383321703
nearmissunder2_naivebayes,-0.1884821985543318,-0.06674749362566676,0.0189920214634608,0.13068973016365037,0.687843121108785
nearmissunder2_randomforest,-0.2164127170535452,-0.05470805006530575,0.059289521244072746,0.1467676160879738,0.6555555555555556
nearmissunder2_randomsearch_adaboost,-0.1676116298015,-0.0106198738039349,0.0605407852871615,0.15111670213246794,0.5642193826913824
nearmissunder2_randomsearch_decisiontree,-0.1199407821119386,-0.03951855800671965,0.0186435780471984,0.13692339955627625,0.6322875655532295
nearmissunder2_randomsearch_multilayerperceptron,-0.2612372435695794,-0.04469849160187445,0.0040624275033464,0.11210058436774224,0.687843121108785
nearmissunder2_randomsearch_naivebayes,-0.1113000910630339,0.0,0.0482671800083942,0.13035165747932737,0.8656208988865629
nearmissunder2_randomsearch_randomforest,-0.1201699203443815,-0.01453120228430755,0.0789780976901376,0.1727694222815413,0.587843121108785
nearmissunder2_randomsearch_svm,-0.2077863763257975,-0.07227872818608744,0.0672163988362914,0.14162187232620366,0.8656208988865629
nearmissunder2_svm,-0.2077863763257975,-0.07253161684667947,0.0247698315874645,0.12575537303525391,0.8656208988865629
nearmissunder3_adaboost,-0.1759550827345004,0.0003280234698949833,0.08120391377806235,0.18914945440409847,0.5652651504714863
nearmissunder3_decisiontree,-0.1296279079619916,-0.012880205425963177,0.043662655759993396,0.1892319004527309,0.5652651504714863
nearmissunder3_multilayerperceptron,-0.195679962669571,-0.00356508462277095,0.0684513086698385,0.14559518841223523,0.6888888888888889
nearmissunder3_naivebayes,-0.2187150582559605,-0.05734726307867275,0.07929391102576515,0.19211917673301676,0.6211764544421183
nearmissunder3_randomforest,-0.2,0.001579196838429175,0.08881821715386845,0.1875,0.6888888888888889
nearmissunder3_randomsearch_adaboost,-0.1342645304750565,0.029287018534539452,0.0664810949902956,0.13755767127395668,0.5888888888888889
nearmissunder3_randomsearch_decisiontree,-0.0782786803840849,0.0098443852283259,0.0679219769821056,0.22609542421235618,0.5013888888888889
nearmissunder3_randomsearch_multilayerperceptron,-0.1258418376202803,0.0,0.0137788771740997,0.11508020348522635,0.7211764544421183
nearmissunder3_randomsearch_naivebayes,-0.3170783534932064,-0.03780362489926465,0.0,0.0772942860075939,0.3224744871391589
nearmissunder3_randomsearch_randomforest,-0.0937054163717568,0.025097188937468103,0.1178632794954082,0.2387739582542,0.4983656300664243
nearmissunder3_randomsearch_svm,-0.2408248290463863,-0.01969391042089485,0.0746490635737933,0.14339683411877902,0.45
nearmissunder3_svm,-0.2320900379006625,-0.09198367180053993,0.0689150622419071,0.14242415396823338,0.7989542322198961
randomforest,-0.0888888888888888,0.0026016874160213,0.1,0.2325943805285856,0.6888888888888889
randomover_adaboost,-0.1648710948073721,0.05694821420989955,0.11909824208354125,0.1740343765915326,0.6666259022351545
randomover_decisiontree,-0.0869041293342289,0.027050597444505525,0.09984433594472261,0.17852013536990471,0.6666259022351545
randomover_multilayerperceptron,-0.145010785313507,0.09553651602360388,0.1364865424146373,0.2316358721124897,0.730886049358049
randomover_naivebayes,-0.151293659096462,0.045804757441490575,0.1060580237559472,0.2103616893093555,0.8086638271358269
randomover_randomforest,-0.067008375846894,0.033776905771278204,0.13028819061381364,0.2434353024353468,0.6652651504714863
randomover_randomsearch_adaboost,-0.1480941763551184,0.0758743907086581,0.1377821514357653,0.2477921357994816,0.6666259022351545
randomover_randomsearch_decisiontree,-0.0862738378964964,0.0264253078252069,0.1183867536636575,0.2358732440973515,0.6550326716655036
randomover_randomsearch_multilayerperceptron,-0.1391411538058256,-0.0108588461941744,0.0676721114909206,0.1659418871256796,0.8322875655532294
randomover_randomsearch_naivebayes,-0.1257688257513783,0.0095092893617123,0.0619204221713751,0.1449731112827655,0.8656208988865629
randomover_randomsearch_randomforest,-0.0777754200424762,0.0593490226997581,0.1228260279201261,0.258817673452927,0.6666259022351545
randomover_randomsearch_svm,-0.0689996106936822,0.0078608963978733,0.082732614654508,0.1847734773679844,0.8656208988865629
randomover_svm,-0.1760289734247652,0.023034637445461977,0.09992213367739969,0.16836709264989774,0.8419971604691601
randomsearch_adaboost,-0.0832455532033676,0.0,0.0224377112845129,0.1638888888888889,0.6666259022351545
randomsearch_decisiontree,-0.0904738810954659,-0.01,0.0707439865599029,0.253445327982828,0.6322875655532295
randomsearch_multilayerperceptron,-0.1818931892986822,0.0,0.0,0.0833333333333333,0.8656208988865629
randomsearch_naivebayes,0.0,0.0,0.0,0.0,0.2
randomsearch_svm,-0.1002982635954616,0.0,0.0,0.0715954814055857,0.8656208988865629
randomunder_adaboost,-0.2488033871712585,0.03541222370467173,0.100104107997138,0.20098987121821668,0.7419971604691601
randomunder_decisiontree,-0.2488033871712585,0.010409670309406226,0.09870587236475459,0.2256336399774294,0.7419971604691601
randomunder_multilayerperceptron,-0.1887502762968891,0.0477967805715832,0.11825227357613975,0.2,0.8086638271358269
randomunder_naivebayes,-0.173881173341299,0.045913031235260825,0.1270212266245639,0.21656867674111488,0.8086638271358269
