Group,Min,Q1,Q2 (Mediana),Q3,Max
adaboost,0.0,0.0,0.0,0.0,0.0
adasyn_adaboost,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.03922504796116795,0.0653831476921467
adasyn_decisiontree,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.03922504796116795,0.0653831476921467
adasyn_multilayerperceptron,0.0083806821788309,0.0105249294110978,0.0126691766433647,0.0443815011239998,0.0760938256046349
adasyn_naivebayes,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.04458038691741205,0.0760938256046349
adasyn_randomforest,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.04458038691741205,0.0760938256046349
adasyn_randomsearch_adaboost,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.03922504796116795,0.0653831476921467
adasyn_randomsearch_decisiontree,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.04458038691741205,0.0760938256046349
adasyn_randomsearch_multilayerperceptron,0.0069563194830737,0.010011633856631449,0.0130669482301892,0.028987034040093902,0.0449071198499986
adasyn_randomsearch_naivebayes,0.0058997160181076,0.0070730373510311,0.0082463586839546,0.01467873489753285,0.0211111111111111
adasyn_randomsearch_randomforest,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.03922504796116795,0.0653831476921467
adasyn_randomsearch_svm,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.039897928551893495,0.0667289088735978
adasyn_svm,0.0094769388241362,0.011271943527162698,0.0130669482301892,0.039897928551893495,0.0667289088735978
borderlinesmote_adaboost,0.0,0.0,0.0,0.03269157384607335,0.0653831476921467
borderlinesmote_decisiontree,0.0,0.0,0.0,0.03269157384607335,0.0653831476921467
borderlinesmote_multilayerperceptron,0.0,0.0,0.0,0.03804691280231745,0.0760938256046349
borderlinesmote_naivebayes,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.04458038691741205,0.0760938256046349
borderlinesmote_randomforest,0.0,0.0,0.0,0.03804691280231745,0.0760938256046349
borderlinesmote_randomsearch_adaboost,0.0,0.0,0.0,0.03269157384607335,0.0653831476921467
borderlinesmote_randomsearch_decisiontree,0.0,0.0,0.0,0.03804691280231745,0.0760938256046349
borderlinesmote_randomsearch_multilayerperceptron,0.0,0.0,0.0,0.005,0.01
borderlinesmote_randomsearch_naivebayes,0.0,0.0,0.0,0.01055555555555555,0.0211111111111111
borderlinesmote_randomsearch_randomforest,0.0,0.0,0.0,0.03269157384607335,0.0653831476921467
borderlinesmote_randomsearch_svm,0.0,0.0,0.0,0.0333644544367989,0.0667289088735978
borderlinesmote_svm,0.0,0.0,0.0,0.0333644544367989,0.0667289088735978
decisiontree,0.0,0.0,0.0,0.0,0.0
multilayerperceptron,0.0,0.0,0.0,0.0,0.0
naivebayes,0.0096505810417633,0.01135876463597625,0.0130669482301892,0.04458038691741205,0.0760938256046349
nearmissunder1_adaboost,0.0,0.0,0.0,0.0,0.0
nearmissunder1_decisiontree,0.0,0.0,0.0,0.0,0.0
nearmissunder1_multilayerperceptron,0.0,0.0,0.0,0.0,0.0
nearmissunder1_randomforest,0.0,0.0,0.0,0.0,0.0
nearmissunder1_svm,0.0,0.0,0.0,0.0,0.0
nearmissunder2_adaboost,0.0,0.0,0.0,0.0,0.0
nearmissunder2_decisiontree,0.0,0.0,0.0,0.0,0.0
nearmissunder2_multilayerperceptron,0.0,0.0,0.0,0.0,0.0
nearmissunder2_randomforest,0.0,0.0,0.0,0.0,0.0
nearmissunder2_svm,0.0,0.0,0.0,0.0,0.0
nearmissunder3_adaboost,0.0,0.0,0.0,0.0,0.0
nearmissunder3_decisiontree,0.0,0.0,0.0,0.0,0.0
nearmissunder3_multilayerperceptron,0.0,0.0,0.0,0.0,0.0
nearmissunder3_randomforest,0.0,0.0,0.0,0.0,0.0
