,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
2,17.0,riptide,Capture,org.zalando.riptide.capture.capturetest.shouldcapturenull,0.0,0.6055572401294562,True,True,False
7,17.0,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifunmodifiedsincecaseinsensitive,1.0,0.4073057471598473,False,False,False
8,17.0,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shouldnotdetectunconditional,0.0,0.4940394986390723,False,False,False
9,17.0,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.get,1.0,0.3759163696776693,False,False,False
11,17.0,riptide,DefaultIdempotentMethodDetector,org.zalando.riptide.defaultidempotentmethoddetectortest.trace,1.0,0.3759163696776693,False,False,False
12,17.0,riptide,DefaultRequestArguments,org.zalando.riptide.defaultrequestargumentstest.shouldmodifyvalue,0.0,0.5308768522971736,False,False,False
13,17.0,riptide,HttpDateDelayParser,org.zalando.riptide.failsafe.httpdatedelayparsertest.shouldparsehttpdate,0.0,0.4802065928895367,False,False,False
18,17.0,riptide,GzipHttpRequestInterceptor,org.zalando.riptide.httpclient.gziphttprequestinterceptortest.shouldcompressbody,0.0,0.429422194738348,False,False,True
19,17.0,riptide,RestAsyncClientHttpRequest,org.zalando.riptide.httpclient.restasyncclienthttprequesttest.getmethodvalue,1.0,1.0,True,False,False
21,17.0,riptide,MetricsPlugin,org.zalando.riptide.metrics.metricsplugintest.shouldnotrecordfailuremetric,0.0,0.7729211109671031,True,False,False
22,17.0,riptide,OverrideSafeMethodDetector,org.zalando.riptide.overridesafemethoddetectortest.shouldnotdetectoverriddenmethod,0.0,0.3116880958629937,False,False,False
23,17.0,riptide,Plugin,org.zalando.riptide.plugintest.shouldprepareincorrectorder,0.0,0.3252617924292733,False,False,False
27,17.0,riptide,Requester,org.zalando.riptide.requestertest.shouldexpandongetwithheaders,1.0,0.5278080726776566,False,False,False
30,17.0,riptide,Route,org.zalando.riptide.routetest.shoulddonothing,0.0,0.6265143298623932,True,False,False
32,17.0,riptide,Route,org.zalando.riptide.routetest.shouldmaplocation,0.0,0.582589763239697,False,False,True
34,17.0,riptide,Route,org.zalando.riptide.routetest.shouldpropagateioexceptionasis,0.0,0.535021025663142,False,False,False
36,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldcreatenewroutingtreeifnotchanged,0.0,0.5695438174504817,False,False,False
37,17.0,riptide,RoutingTree,org.zalando.riptide.routingtreetest.shouldfailforduplicatebindings,0.0,0.6122414094949391,True,False,False
40,17.0,riptide,Plugin,org.zalando.riptide.spring.plugintest.shouldusefailsafeplugin,1.0,0.2019949827689988,False,False,False
42,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldapplyto,0.0,0.7770230366445916,True,False,False
43,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldfailonunsupportedratioformat,0.0,0.5621344053984774,False,False,False
44,17.0,riptide,Ratio,org.zalando.riptide.spring.ratiotest.shouldparseamountdividedtotal,0.0,0.2403749476577005,False,False,False
46,17.0,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldfailonunsupportedtimespanformat,0.0,0.4489922902112147,False,False,False
47,17.0,riptide,TimeSpan,org.zalando.riptide.spring.timespantest.shouldparsenonlowercase,0.0,0.3265824570766231,False,False,False
49,17.0,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldnotsupportwritegeneric,0.0,0.3835943219718936,False,False,False
50,17.0,riptide,StreamConverter,org.zalando.riptide.stream.streamconvertertest.shouldsupportgenericreadstream,1.0,0.4644373166531693,False,True,False
54,17.0,riptide,Streams,org.zalando.riptide.stream.streamstest.shouldcallconsumerwithjsonlist,0.0,0.3300631727358223,False,True,False
55,17.0,riptide,Streams,org.zalando.riptide.stream.streamstest.shouldcallconsumerwithjsonsequence,0.0,0.3442697353316752,False,True,False
0,17.0,riptide,BackupRequestPlugin,org.zalando.riptide.backup.backuprequestplugintest.shouldsendbackuprequestsforgetwithbody,0.0,0.4500712858055393,False,False,False
1,17.0,riptide,CancelableCompletableFuture,org.zalando.riptide.cancelablecompletablefuturetest.shouldforwardresult,0.0,0.4404670041665003,False,False,False
3,17.0,riptide,Completion,org.zalando.riptide.capture.completiontest.shouldjoinsuccessfully,0.0,0.5636720480115565,False,False,False
4,17.0,riptide,Completion,org.zalando.riptide.completiontest.shouldjoinsuccessfully,0.0,0.5397234960440662,False,False,False
5,17.0,riptide,ConditionalIdempotentMethodDetector,org.zalando.riptide.conditionalidempotentmethoddetectortest.shoulddetectifmatch,1.0,0.3503332183039861,False,False,True
