,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
0,47.0,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testisutility,True,False,True
3,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testbytearrays,False,False,True
11,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearraysobservablesource,False,True,True
23,47.0,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpagesize,False,False,True
33,47.0,rxjava2-extras,FlowableDoOnEmpty,com.github.davidmoten.rx2.internal.flowable.flowabledoonemptytest.subscriberstatetest,True,False,True
46,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkmaxrequestonedownstreamrequestmaxvalue,False,False,True
51,47.0,rxjava2-extras,FlowableMinRequest,com.github.davidmoten.rx2.internal.flowable.flowableminrequesttest.testminwhenrequestismaxvalue,False,False,True
74,47.0,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testdecreasing,False,False,True
77,47.0,rxjava2-extras,TransformerDecode,com.github.davidmoten.rx2.internal.flowable.transformerdecodetest.testisutilclass,True,False,True
2,47.0,rxjava2-extras,BiFunctions,com.github.davidmoten.rx2.bifunctionstest.testconstant,False,False,True
19,47.0,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.teststatisticsonmultipleelements,False,False,True
22,47.0,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpageprintln,False,False,True
43,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testonedoesnotcompleteandothermatchedallshouldfinishswitched2,False,False,True
49,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checksinglemaxrequestmaxvaluedownstreamrequestsmaxvalue,False,False,True
57,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testempty,True,False,True
66,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testasync,False,False,True
81,47.0,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenspecificexceptionfailsbecauseisnotinstanceof,False,True,True
88,47.0,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testmalformedinthemiddlereplace,False,False,True
7,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testfragmentsasync,True,True,True
18,47.0,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testisutilityclass,True,False,True
25,47.0,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsfirstlongdelimiter,False,False,True
29,47.0,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testaddthrows,False,False,True
