,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
1,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_4,1.0,0.0108552982143664,False,True,True
3,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_2_2,1.0,0.0108552982143664,False,True,True
4,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_2_3,1.0,0.0108552982143664,False,True,True
6,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test2_4,1.0,0.0108552982143664,False,True,True
7,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test3_2,1.0,0.0197218340419378,False,True,True
8,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test3_4,1.0,0.0155481347508087,False,True,True
10,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test4_1_4,1.0,0.0197218340419378,False,True,True
12,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_12_4,1.0,0.0225032437811761,False,True,True
16,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_2,1.0,0.0224219614312918,False,True,True
20,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_9,1.0,0.0224219614312918,False,True,True
21,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_15_1,1.0,0.0231274754844407,False,True,True
22,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_16_2,1.0,0.0230030563514622,False,True,True
23,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_17_4,1.0,0.0228364521613668,False,True,True
24,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_18_2,1.0,0.0228364521613668,False,True,True
26,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_19_2,1.0,0.0228364521613668,False,True,True
28,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_1_1,1.0,0.0108552982143664,False,True,True
29,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_1_3,1.0,0.0108552982143664,False,True,True
32,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_21_1,1.0,0.0226698479712714,False,True,True
34,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_21_6,1.0,0.0226698479712714,False,True,True
37,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_17,1.0,0.0320932022695609,False,True,True
39,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_27,1.0,0.0325868440776884,False,True,True
41,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_33,1.0,0.0325868440776884,False,True,True
43,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_4,1.0,0.0205345914558899,False,True,True
44,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_5,1.0,0.0205345914558899,False,True,True
45,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_23_6,1.0,0.0227531500663192,False,True,True
46,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_3_1,1.0,0.0108552982143664,False,True,True
48,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_5_1,1.0,0.0108552982143664,False,True,True
49,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_6_3,1.0,0.0108552982143664,False,True,True
55,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_1_2,1.0,0.0108552982143664,False,True,True
56,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_1_4,1.0,0.0108552982143664,False,True,True
57,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_3_1,1.0,0.0108552982143664,False,True,True
58,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_7_1,1.0,0.0108552982143664,False,True,True
60,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_1,1.0,0.0108552982143664,False,True,True
65,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_2,1.0,0.0160765497100745,False,True,True
70,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_9,1.0,0.0160338237968081,False,True,True
71,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_3,1.0,0.0160551867534414,False,True,True
72,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_4,1.0,0.0160551867534414,False,True,True
74,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_6_1,1.0,0.0160765497100745,False,True,True
75,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_6_3,1.0,0.0160551867534414,False,True,True
