,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
76,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_6_5,1.0,0.016012460840175,False,True,True
79,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.accepthandshakeasserver,1.0,0.4487342000768132,False,True,False
82,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.draft_6455test,0.0,0.7646669815483675,True,False,True
83,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.testconstructor,0.0,0.4365861389118535,False,True,False
84,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.testcopyinstance,1.0,0.3468722124522087,False,False,False
85,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.testgetclosehandshaketype,0.0,0.4852286342924939,False,False,True
87,18.0,java-websocket,DefaultExtension,org.java_websocket.extensions.defaultextensiontest.testgetprovidedextensionasserver,0.0,0.2776383106267919,False,False,False
88,18.0,java-websocket,BinaryFrame,org.java_websocket.framing.binaryframetest.testconstructor,0.0,0.4174775481427439,False,False,False
93,18.0,java-websocket,Protocol,org.java_websocket.protocols.protocoltest.testtostring,0.0,0.0972911842778986,False,False,True
0,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_2,1.0,0.0108552982143664,False,True,True
2,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_1_5,1.0,0.0108552982143664,False,True,True
5,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test1_2_6,1.0,0.0160124608401751,False,True,True
9,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test3_5,1.0,0.0108552982143664,False,True,True
11,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test5_19,1.0,0.0279710506824634,False,True,True
13,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_12_6,1.0,0.0225032437811761,False,True,True
14,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_13_1,1.0,0.0225865458762238,False,True,True
15,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_13_2,1.0,0.0225865458762238,False,True,True
17,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_4,1.0,0.0224219614312918,False,True,True
18,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_7,1.0,0.0224219614312918,False,True,True
19,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_14_8,1.0,0.0224219614312918,False,True,True
25,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_18_5,1.0,0.0228364521613668,False,True,True
27,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_19_5,1.0,0.0228364521613668,False,True,True
30,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_20_6,1.0,0.0223329015239293,False,True,True
31,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_20_7,1.0,0.0223329015239293,False,True,True
33,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_21_4,1.0,0.0226698479712714,False,True,True
35,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_11,1.0,0.0317641077308097,False,True,True
36,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_13,1.0,0.0318463813654976,False,True,True
38,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_23,1.0,0.0320109286348729,False,True,True
40,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_30,1.0,0.0324618513757687,False,True,True
42,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_22_34,1.0,0.0325868440776884,False,True,True
47,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_3_2,1.0,0.0108552982143664,False,True,True
50,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_6_4,1.0,0.0108552982143664,False,True,True
51,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_6_6,1.0,0.0108552982143664,False,True,True
52,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_7_3,1.0,0.0108552982143664,False,True,True
53,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_9_1,1.0,0.0108552982143664,False,True,True
54,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test6_9_4,1.0,0.0108552982143664,False,True,True
59,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_7_9,1.0,0.0108552982143664,False,True,True
61,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_4,1.0,0.0108552982143664,False,True,True
62,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test7_9_7,1.0,0.0108552982143664,False,True,True
63,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_2_6,1.0,0.0160765497100745,False,True,True
64,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_1,1.0,0.0160765497100745,False,True,True
66,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_3,1.0,0.0160551867534414,False,True,True
67,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_3_6,1.0,0.0160338237968081,False,True,True
68,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_4,1.0,0.0160338237968081,False,True,True
69,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_4_6,1.0,0.0160765497100745,False,True,True
73,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_5_6,1.0,0.0160551867534414,False,True,True
77,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_7_3,1.0,0.0159910978835418,False,True,True
78,18.0,java-websocket,AutobahnServerResults,org.java_websocket.autobahn.autobahnserverresults.test9_7_4,1.0,0.0159910978835418,False,True,True
80,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.createframesbinary,0.0,0.6613749942565924,True,True,False
81,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.createframestext,0.0,0.6615228769328008,True,True,False
86,18.0,java-websocket,Draft_6455,org.java_websocket.drafts.draft_6455test.testhashcode,1.0,0.5406289168044257,False,True,False
89,18.0,java-websocket,ContinuousFrame,org.java_websocket.framing.continuousframetest.testisvalid,0.0,0.3830144636936564,False,False,False
90,18.0,java-websocket,PingFrame,org.java_websocket.framing.pingframetest.testconstructor,0.0,0.4021974818779001,False,False,False
91,18.0,java-websocket,PongFrame,org.java_websocket.framing.pongframetest.testextends,0.0,0.4041119921199608,False,False,False
92,18.0,java-websocket,TextFrame,org.java_websocket.framing.textframetest.testconstructor,0.0,0.4174775481427439,False,False,False
94,18.0,java-websocket,ByteBufferUtils,org.java_websocket.util.bytebufferutilstest.testemptybytebuffercapacity,0.0,0.3726161098851336,False,False,False
95,18.0,java-websocket,ByteBufferUtils,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferchecknullsource,0.0,0.3242954380355015,False,False,False
