,idProject,nameProject,productionClass,testCase,isResourceOptimism,isResourceOptimismManual,prediction
2,22.0,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testdisjunctionwithunorderednearspans,False,False,False
7,22.0,luwak,QueryAnalyzer,uk.co.flax.luwak.termextractor.testqueryanalyzer.testnestedconjunctions,False,False,False
10,22.0,luwak,InputDocument,uk.co.flax.luwak.testinputdocument.testcannotaddreservedfieldname,False,False,False
9,22.0,luwak,ConcurrentQueryLoader,uk.co.flax.luwak.testconcurrentqueryloader.testloading,False,False,False
13,22.0,luwak,Monitor,uk.co.flax.luwak.testmonitor.matchstatisticsarereported,False,False,False
14,22.0,luwak,Monitor,uk.co.flax.luwak.testmonitor.testdocumentbatching,False,False,False
0,22.0,luwak,Benchmark,uk.co.flax.luwak.benchmark.testbenchmark.testbasicbenchmarking,False,False,False
19,22.0,luwak,SlowLog,uk.co.flax.luwak.testslowlog.testslowlog,False,False,False
23,22.0,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testtermsquerywithmultiplefields,False,False,False
4,22.0,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testminshouldmatchquery,False,False,False
5,22.0,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testwildcardbooleanrewrites,False,False,False
20,22.0,luwak,ForceNoBulkScoringQuery,uk.co.flax.luwak.util.testforcenobulkscoringquery.testrewrite,False,False,False
6,22.0,luwak,QueryAnalyzer,uk.co.flax.luwak.termextractor.testqueryanalyzer.testdisjunctionswithanyclausesonlyreturnanytoken,True,False,False
11,22.0,luwak,Monitor,uk.co.flax.luwak.testmonitor.canclearthemonitor,False,False,False
12,22.0,luwak,Monitor,uk.co.flax.luwak.testmonitor.candeletebyid,False,False,False
21,22.0,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testmultitermqueryequals,False,False,False
1,22.0,luwak,Benchmark,uk.co.flax.luwak.benchmark.testbenchmark.testpresearcherbenchmarking,False,False,False
16,22.0,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsimpledisjunctions,False,False,False
3,22.0,luwak,HighlightingMatcher,uk.co.flax.luwak.matchers.testhighlightingmatcher.testidenticalmatches,False,False,False
22,22.0,luwak,SpanRewriter,uk.co.flax.luwak.util.testspanrewriter.testphrasequery,False,False,False
8,22.0,luwak,ConcurrentQueryLoader,uk.co.flax.luwak.testconcurrentqueryloader.testerrorhandling,False,False,False
17,22.0,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsinglevaluedconjunctions,False,False,False
15,22.0,luwak,Monitor,uk.co.flax.luwak.testmonitor.updatesoverwriteoldqueries,False,False,False
18,22.0,luwak,QueryDecomposer,uk.co.flax.luwak.testquerydecomposer.testsinglevaluedconjunctwithexclusions,True,False,False
