,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
70,15.0,marine-api,SentenceValidator,net.sf.marineapi.nmea.sentence.sentencevalidatortest.testissentencewithoutchecksum,0.6975406845758435,False,False,False
74,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testsetyeartwodigit,0.370777255744144,True,True,False
76,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testtoiso8601withtime,0.3663710834437064,True,False,False
77,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testtoiso8601withtimeandzerozone,0.35897098163185,True,False,False
78,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testgetlatitudehemisphere,0.5059783565793465,False,False,False
80,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testsetillegallongitudewest,0.4412230960500865,False,False,False
81,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testsetlatitudenorth,0.5203243001315694,False,False,False
82,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testsetlongitudeeast,0.5237537364246729,False,False,False
86,15.0,marine-api,Time,net.sf.marineapi.nmea.util.timetest.testsetinvalidseconds,0.5655575616208138,False,False,False
89,15.0,marine-api,HeadingProvider,net.sf.marineapi.provider.headingprovidertest.testhdgsentenceread,0.5553315727288602,False,False,False
0,15.0,marine-api,AbstractAISMessageListener,net.sf.marineapi.ais.event.abstractaismessagelistenertest.testconstructor,0.5472655618017024,False,False,False
5,15.0,marine-api,AISMessage09Parser,net.sf.marineapi.ais.parser.aismessage09parsertest.getradiostatus,0.5273780311957076,False,False,False
9,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.getregional,0.5961825578004949,False,False,False
10,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.getstern,0.6132868519966421,False,False,False
11,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.haslatitude,0.3688453297397745,True,False,True
12,15.0,marine-api,AISMessage21Parser,net.sf.marineapi.ais.parser.aismessage21parsertest.haslongitude,0.3688453297397745,True,False,True
13,15.0,marine-api,AISMessage24Parser,net.sf.marineapi.ais.parser.aismessage24parsertest.getpartnumber,0.6107808446447545,False,False,False
14,15.0,marine-api,AISMessage24Parser,net.sf.marineapi.ais.parser.aismessage24parsertest.getstern,0.6577754980763887,False,False,False
15,15.0,marine-api,AISMessage24Parser,net.sf.marineapi.ais.parser.aismessage24parsertest.getunitmodelcode,0.5382203984611109,False,False,False
17,15.0,marine-api,AISMessageFactory,net.sf.marineapi.ais.parser.aismessagefactorytest.testcreatewithincorrectorder,0.4991235371458598,False,False,False
18,15.0,marine-api,AISMessageParser,net.sf.marineapi.ais.parser.aismessageparsertest.testappendnegativefillbits,0.6321441674900965,False,False,False
19,15.0,marine-api,AISMessageParser,net.sf.marineapi.ais.parser.aismessageparsertest.testgetmessagetype,0.5326262472677552,False,False,False
25,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.getcourseoverground,0.4891883720687141,False,False,False
30,15.0,marine-api,AISPositionReportParser,net.sf.marineapi.ais.parser.aispositionreportparsertest.hastimestamp,0.4207040651412914,False,False,False
31,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.conversionreturnsoninvalidvalues,0.4274469387360975,False,False,False
36,15.0,marine-api,Latitude27,net.sf.marineapi.ais.util.latitude27test.zeroisavailable,0.6221065886833622,False,False,False
37,15.0,marine-api,Longitude28,net.sf.marineapi.ais.util.longitude28test.conversiontoknotsworks,0.4368731179001834,False,False,False
39,15.0,marine-api,Longitude28,net.sf.marineapi.ais.util.longitude28test.minvalueisavailable,0.726088362744825,False,False,False
41,15.0,marine-api,SpeedOverGround,net.sf.marineapi.ais.util.speedovergroundtest.maxvalueisavailable,0.6900994424856549,False,False,False
49,15.0,marine-api,SentenceReader,net.sf.marineapi.nmea.io.sentencereadertest.testfirereadingstarted,0.3336679194927253,True,False,True
51,15.0,marine-api,Checksum,net.sf.marineapi.nmea.parser.checksumtest.testadd,0.4126774386451678,False,False,False
53,15.0,marine-api,PositionParser,net.sf.marineapi.nmea.parser.positionparsertest.testsetlongitude,0.5746333841645087,False,False,False
54,15.0,marine-api,PositionParser,net.sf.marineapi.nmea.parser.positionparsertest.testsetlonhemisphere,0.5519478388866071,False,False,False
55,15.0,marine-api,SentenceFactory,net.sf.marineapi.nmea.parser.sentencefactorytest.testcreateparser,0.4892928301055808,False,False,False
57,15.0,marine-api,SentenceFactory,net.sf.marineapi.nmea.parser.sentencefactorytest.testgetinstance,0.4636325877268941,False,False,False
58,15.0,marine-api,SentenceFactory,net.sf.marineapi.nmea.parser.sentencefactorytest.testsupportedtypesregistered,0.5970864552207167,False,True,False
59,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testconstructorwithaivdo,0.3670492162892918,True,False,False
60,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testconstructorwithinvalidsentence,0.429942152226909,False,False,False
62,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testequalswithself,0.3771969603096161,True,False,True
65,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testgetstringvaluewithindexgreaterthanallowed,0.4542922411037967,False,False,False
66,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testsetfieldcounthigher,0.4218849290879945,False,False,False
67,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testsetfieldcounthigherbyone,0.3116492973957832,True,False,False
68,15.0,marine-api,SentenceParser,net.sf.marineapi.nmea.parser.sentenceparsertest.testtosentencewithmaxlengthexceeded,0.4821244840029672,False,False,False
69,15.0,marine-api,SentenceValidator,net.sf.marineapi.nmea.sentence.sentencevalidatortest.testissentencewithchecksumandnewline,0.6944400519039708,False,False,False
71,15.0,marine-api,SentenceValidator,net.sf.marineapi.nmea.sentence.sentencevalidatortest.testisvalidwithinvalidinput,0.654123731830302,False,False,False
72,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testequalswrongtype,0.3886760115428987,True,False,False
73,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testgetyear,0.4727523950350611,False,False,False
75,15.0,marine-api,Date,net.sf.marineapi.nmea.util.datetest.testtoiso8601fourdigityear,0.4306692609810342,False,False,False
79,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testsetillegallongitudeeast,0.4426175046383777,False,False,False
83,15.0,marine-api,Position,net.sf.marineapi.nmea.util.positiontest.testtowaypoint,0.453164865559485,False,False,False
84,15.0,marine-api,Time,net.sf.marineapi.nmea.util.timetest.testformattimewithdecimals,0.5977814185460489,False,False,False
85,15.0,marine-api,Time,net.sf.marineapi.nmea.util.timetest.testparsetimewithoutdecimals,0.6475110567639886,False,False,False
87,15.0,marine-api,Time,net.sf.marineapi.nmea.util.timetest.testsetminutes,0.602250911651228,False,False,False
88,15.0,marine-api,Time,net.sf.marineapi.nmea.util.timetest.testsettime,0.5318538678901387,False,False,False
90,15.0,marine-api,HeadingProvider,net.sf.marineapi.provider.headingprovidertest.testhdmsentenceread,0.5565585896852474,False,False,False
