,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
1,36.0,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testls,0.0,0.4092015566742021,False,False,False
2,36.0,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlsfile,0.0,0.4332251083681278,False,False,False
3,36.0,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlssortreverse,0.0,0.5584021048049992,False,False,False
4,36.0,unix4j,CommandBuilder,org.unix4j.builder.commandbuildertest.testlsstarstarstarjava,0.0,0.6196225676812389,True,False,False
5,36.0,unix4j,OptionSetDefinitionDataLoader,org.unix4j.codegen.optionsetdefinitiondataloadertest.testoptionsetdefinition,0.0,1.0,True,True,False
8,36.0,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthabovetwo,0.0,0.274971796184903,False,False,False
10,36.0,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testnewlinelengthnegativewithoffsetandlengths,0.0,0.2616232364045125,False,False,False
11,36.0,unix4j,SingleCharSequenceLine,org.unix4j.line.singlecharsequencelinetest.testunixline,0.0,0.2715177129469256,False,False,False
12,36.0,unix4j,LineOperation,org.unix4j.operation.lineoperationtest.testonlyevenlines,1.0,0.2669753144699464,False,True,False
15,36.0,unix4j,CatCommand,org.unix4j.unix.cattest.testcat_squeezeemptylines,1.0,0.2302499342433447,False,False,False
19,36.0,unix4j,CutCommand,org.unix4j.unix.cuttest.testcharactercut2,1.0,0.3807355676539187,False,False,False
21,36.0,unix4j,CutCommand,org.unix4j.unix.cuttest.testrangecut3,1.0,0.383112780808617,False,False,False
23,36.0,unix4j,EchoCommand,org.unix4j.unix.echotest.testtwomessages,0.0,0.2795630340062814,False,False,False
25,36.0,unix4j,Unix4j,org.unix4j.unix.greptest.testcountonrelativefileswithcd,1.0,0.5476334203960533,False,False,False
27,36.0,unix4j,Unix4j,org.unix4j.unix.greptest.testgrepwholeline,0.0,0.4936670053212517,False,True,False
29,36.0,unix4j,HeadCommand,org.unix4j.unix.headtest.testhead_negativelines,0.0,0.3392439587869196,False,False,False
30,36.0,unix4j,HeadCommand,org.unix4j.unix.headtest.testhead_noinput_1,0.0,0.3709090084916002,False,False,False
33,36.0,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_delete,5.0,0.368320547811081,False,False,False
34,36.0,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_printquietcaseinsensitive,4.0,0.4180625961073976,False,False,False
36,36.0,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceignorecase,4.0,0.3424353149403568,False,False,False
38,36.0,unix4j,MultilineString,org.unix4j.unix.sedtest.testsed_searchandreplaceoccurrence2,4.0,0.3628968428120253,False,False,False
41,36.0,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortnumbersreverse,0.0,0.15922142832008,False,False,False
42,36.0,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortnumericreverse,0.0,0.1836369373146228,False,False,False
43,36.0,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortoneline,0.0,0.5276298957854516,False,False,True
44,36.0,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortuniqueignoreblanks,0.0,0.180996457906535,False,False,False
46,36.0,unix4j,MultilineString,org.unix4j.unix.sorttest.testsortwithduplicateuniques,0.0,0.1865706715038598,False,False,False
47,36.0,unix4j,MultilineString,org.unix4j.unix.tailtest.testtail_1,1.0,0.2402297327327456,False,False,False
51,36.0,unix4j,WcCommand,org.unix4j.unix.wctest.testsingleline,0.0,0.5655127234747206,False,False,False
54,36.0,unix4j,XargsCommand,org.unix4j.unix.xargstest.testxargswithdefaultcommand,2.0,0.3061584937413221,False,False,False
55,36.0,unix4j,XargsCommand,org.unix4j.unix.xargstest.testxargswithechoandargsfrom0variable,2.0,0.2556754394082272,False,False,False
56,36.0,unix4j,XargsCommand,org.unix4j.unix.xargstest.testxargswithechoandargsfrom1variable,2.0,0.2979337924527817,False,False,False
