,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
1,20.0,admiral,DockerAdapterService,com.vmware.admiral.adapter.docker.service.dockeradapterservicetest.testcreatedcontainershouldbeinspectedonnetworkoperationfailure,True,False,False
2,20.0,admiral,DockerAdapterService,com.vmware.admiral.adapter.docker.service.dockeradapterservicetest.testdeletewithretry,True,False,False
20,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testcorrectdateparse,False,False,True
24,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testgetidwithoutprefix,True,False,True
37,20.0,admiral,PKSClusterListService,com.vmware.admiral.adapter.pks.service.pksclusterlistservicetest.testgetpkscluster,False,False,False
46,20.0,admiral,LocalPrincipalProvider,com.vmware.admiral.auth.idm.local.localprincipalprovidertest.testgetprincipalsoftypegroup,False,False,True
51,20.0,admiral,PrincipalRolesHandler,com.vmware.admiral.auth.idm.principalroleshandlertest.testassignroletousertwice,False,False,True
58,20.0,admiral,ProjectRolesHandler,com.vmware.admiral.auth.project.projectroleshandlertest.testassignnotexistingprincipalgroupshouldfail,True,False,True
68,20.0,admiral,ProjectService,com.vmware.admiral.auth.project.projectservicetest.testusergroupsautocreatedonprojectcreate,True,False,True
83,20.0,admiral,UserGroupsUpdater,com.vmware.admiral.auth.util.usergroupsupdatertest.testusergroupsupdater,True,True,True
88,20.0,admiral,ClosuresNodeJsIT,com.vmware.admiral.closures.closuresnodejsit.executejsextsourceaszipnopackagejsonentrypointtest,False,True,True
102,20.0,admiral,ClosuresPythonIT,com.vmware.admiral.closures.closurespythonit.executepythonwithbilliarddependencytest,False,True,True
112,20.0,admiral,ClosureDescriptionService,com.vmware.admiral.closures.services.closuredescriptionservicetest.invalidlanguagenegativetest,False,False,True
115,20.0,admiral,DriverRegistryImpl,com.vmware.admiral.closures.services.driverregistryimpltest.testinvalidruntime,False,False,True
130,20.0,admiral,DeferredUtils,com.vmware.admiral.common.util.deferredutilstest.testlogexception,False,False,True
132,20.0,admiral,JsonMapper,com.vmware.admiral.common.util.jsonmappertest.testroundtrip,True,False,True
146,20.0,admiral,BindingEvaluator,com.vmware.admiral.compute.bindingevaluatortest.testevaluatesinglebindingcustomproperty,False,False,False
150,20.0,admiral,ClusterService,com.vmware.admiral.compute.cluster.clusterservicetest.testcreatedockerclusterwithoutproject,True,False,False
157,20.0,admiral,CompositeDescriptionCloneService,com.vmware.admiral.compute.container.compositedescriptioncloneservicetest.testclonecompositedescriptionwithoutcontainersandreverseparentlinks,False,False,False
158,20.0,admiral,CompositeDescriptionCloneService,com.vmware.admiral.compute.container.compositedescriptioncloneservicetest.testclonecompositedescriptionwithtwocontainers,False,False,False
169,20.0,admiral,ContainerHostDataCollectionService,com.vmware.admiral.compute.container.containerhostdatacollectionservicetest.testcontainerscountonhostwithcontainersnosystem,False,False,True
