,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,6.0,wikidata-toolkit,ClientConfiguration,org.wikidata.wdtk.client.clientconfigurationtest.testlocaldumpfileshort,0.5835007148142908,False,False,False
1,6.0,wikidata-toolkit,ClientConfiguration,org.wikidata.wdtk.client.clientconfigurationtest.testofflinemodeargumentslong,0.4048977992605013,False,False,False
3,6.0,wikidata-toolkit,ClientConfiguration,org.wikidata.wdtk.client.clientconfigurationtest.testreadconfigfile2,0.4107431274349052,False,False,False
5,6.0,wikidata-toolkit,ClientConfiguration,org.wikidata.wdtk.client.clientconfigurationtest.testunknownarguments,0.367879054996086,False,False,False
6,6.0,wikidata-toolkit,Client,org.wikidata.wdtk.client.clienttest.testjsonoutput,0.6148402008989858,True,False,False
7,6.0,wikidata-toolkit,Client,org.wikidata.wdtk.client.clienttest.testnonexistinglocaldump,0.4061109369841726,False,False,False
12,6.0,wikidata-toolkit,JsonSerializationAction,org.wikidata.wdtk.client.jsonserializationactiontest.testjsongzipoutput,0.2709337115371073,False,True,False
14,6.0,wikidata-toolkit,DatamodelConverter,org.wikidata.wdtk.datamodel.helpers.datamodelconvertertest.testbrokenstatement,0.7028128731429939,True,True,False
15,6.0,wikidata-toolkit,DatamodelConverter,org.wikidata.wdtk.datamodel.helpers.datamodelconvertertest.testgenerationfromotheritemdocument,0.7721108763237812,True,False,False
19,6.0,wikidata-toolkit,Datamodel,org.wikidata.wdtk.datamodel.helpers.datamodeltest.testgetdatatypeid,0.5609231074712162,False,False,False
20,6.0,wikidata-toolkit,Datamodel,org.wikidata.wdtk.datamodel.helpers.datamodeltest.testgetglobecoordinatesvalue,0.7177873865165953,True,False,False
21,6.0,wikidata-toolkit,Datamodel,org.wikidata.wdtk.datamodel.helpers.datamodeltest.testgetlexemedocument,0.5040715315241939,False,False,False
24,6.0,wikidata-toolkit,Datamodel,org.wikidata.wdtk.datamodel.helpers.datamodeltest.testgetquantityvaluenounit,0.6635749408832505,True,False,True
28,6.0,wikidata-toolkit,ItemDocumentBuilder,org.wikidata.wdtk.datamodel.helpers.itemdocumentbuildertest.testdoublebuild,0.5006313844926316,False,False,False
29,6.0,wikidata-toolkit,JsonSerializer,org.wikidata.wdtk.datamodel.helpers.jsonserializertest.testitemdocumenttojson,0.4237288363141771,False,False,False
30,6.0,wikidata-toolkit,JsonSerializer,org.wikidata.wdtk.datamodel.helpers.jsonserializertest.testserializer,0.5827137547917013,False,True,False
32,6.0,wikidata-toolkit,StatementBuilder,org.wikidata.wdtk.datamodel.helpers.statementbuildertest.testnovaluestatement,0.1442614204173796,False,False,False
34,6.0,wikidata-toolkit,ClaimImpl,org.wikidata.wdtk.datamodel.implementation.claimimpltest.equalitybasedoncontent,0.5249144206799479,False,False,False
38,6.0,wikidata-toolkit,DataObjectFactoryImpl,org.wikidata.wdtk.datamodel.implementation.dataobjectfactoryimpltest.testgetpropertyid,0.507615577134533,False,False,False
41,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.hashbasedoncontent,0.8430305878175947,True,False,False
42,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testiriforexternalid,0.2339174595554252,False,False,False
44,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testiriforitem,0.2147888288625691,False,False,False
45,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testiriforquantity,0.2147888288625689,False,False,False
46,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testiriforstring,0.2108406203999011,False,False,False
47,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testirifortime,0.2147888288625691,False,False,False
48,6.0,wikidata-toolkit,DatatypeIdImpl,org.wikidata.wdtk.datamodel.implementation.datatypeidimpltest.testjsonforgeoshape,0.249579103814664,False,False,True
53,6.0,wikidata-toolkit,EntityRedirectDocumentImpl,org.wikidata.wdtk.datamodel.implementation.entityredirectdocumentimpltest.testredirecttojson,0.6727944491240019,True,False,True
54,6.0,wikidata-toolkit,FormDocumentImpl,org.wikidata.wdtk.datamodel.implementation.formdocumentimpltest.grammaticalfeaturescanbenull,0.5497423408242652,False,False,False
59,6.0,wikidata-toolkit,FormIdValueImpl,org.wikidata.wdtk.datamodel.implementation.formidvalueimpltest.idvalidatedforlength,0.4572616138935552,False,False,False
61,6.0,wikidata-toolkit,FormIdValueImpl,org.wikidata.wdtk.datamodel.implementation.formidvalueimpltest.siteiriiscorrect,0.604380420001668,True,False,False
62,6.0,wikidata-toolkit,FormIdValueImpl,org.wikidata.wdtk.datamodel.implementation.formidvalueimpltest.testtojava,0.5129900973377639,False,False,False
64,6.0,wikidata-toolkit,GlobeCoordinatesValueImpl,org.wikidata.wdtk.datamodel.implementation.globecoordinatesvalueimpltest.latitudewithinupperrange,0.3818729373077741,False,False,False
66,6.0,wikidata-toolkit,ItemDocumentImpl,org.wikidata.wdtk.datamodel.implementation.itemdocumentimpltest.equalitybasedoncontent,0.5291187099389039,False,True,False
67,6.0,wikidata-toolkit,ItemDocumentImpl,org.wikidata.wdtk.datamodel.implementation.itemdocumentimpltest.statementgroupscanbenull,0.4585151281317381,False,False,False
71,6.0,wikidata-toolkit,ItemDocumentImpl,org.wikidata.wdtk.datamodel.implementation.itemdocumentimpltest.testsitelinkstojava,0.4438793995101943,False,False,False
72,6.0,wikidata-toolkit,ItemDocumentImpl,org.wikidata.wdtk.datamodel.implementation.itemdocumentimpltest.teststatementstojava,0.4204865559461601,False,False,False
74,6.0,wikidata-toolkit,ItemIdValueImpl,org.wikidata.wdtk.datamodel.implementation.itemidvalueimpltest.idvalidatedforfirstletter,0.5099555628280048,False,False,False
76,6.0,wikidata-toolkit,ItemIdValueImpl,org.wikidata.wdtk.datamodel.implementation.itemidvalueimpltest.testtojava,0.448062343697138,False,False,True
78,6.0,wikidata-toolkit,ItemIdValueImpl,org.wikidata.wdtk.datamodel.implementation.itemidvalueimpltest.testtojavawrongtype,0.5409345928113225,False,False,False
79,6.0,wikidata-toolkit,LexemeDocumentImpl,org.wikidata.wdtk.datamodel.implementation.lexemedocumentimpltest.fieldsarecorrect,0.6846967648787265,True,False,False
80,6.0,wikidata-toolkit,LexemeDocumentImpl,org.wikidata.wdtk.datamodel.implementation.lexemedocumentimpltest.formscanbenull,0.496188418484439,False,False,False
82,6.0,wikidata-toolkit,LexemeDocumentImpl,org.wikidata.wdtk.datamodel.implementation.lexemedocumentimpltest.sensegetter,0.7068555240159099,True,False,False
83,6.0,wikidata-toolkit,LexemeIdValueImpl,org.wikidata.wdtk.datamodel.implementation.lexemeidvalueimpltest.entitytypeislexeme,0.5546970324861704,False,False,False
87,6.0,wikidata-toolkit,MonolingualTextValueImpl,org.wikidata.wdtk.datamodel.implementation.monolingualtextvalueimpltest.testtojava,0.5353408557493111,False,False,False
90,6.0,wikidata-toolkit,PropertyDocumentImpl,org.wikidata.wdtk.datamodel.implementation.propertydocumentimpltest.testdeletestatements,0.7441829690541792,True,False,False
92,6.0,wikidata-toolkit,PropertyDocumentImpl,org.wikidata.wdtk.datamodel.implementation.propertydocumentimpltest.testwithdescriptioninnewlanguage,0.6717891670420455,True,False,True
93,6.0,wikidata-toolkit,PropertyDocumentImpl,org.wikidata.wdtk.datamodel.implementation.propertydocumentimpltest.testwithoverridenaliases,0.6344821485298162,True,False,False
94,6.0,wikidata-toolkit,PropertyDocumentImpl,org.wikidata.wdtk.datamodel.implementation.propertydocumentimpltest.testwithrevisionid,0.7570163413865871,True,False,False
96,6.0,wikidata-toolkit,PropertyIdValueImpl,org.wikidata.wdtk.datamodel.implementation.propertyidvalueimpltest.idvalidatedforlength,0.5888113966145241,False,False,False
97,6.0,wikidata-toolkit,PropertyIdValueImpl,org.wikidata.wdtk.datamodel.implementation.propertyidvalueimpltest.iriiscorrect,0.662642324735548,True,False,True
100,6.0,wikidata-toolkit,QuantityValueImpl,org.wikidata.wdtk.datamodel.implementation.quantityvalueimpltest.numvaluenotnull,0.5088521962233958,False,False,False
101,6.0,wikidata-toolkit,QuantityValueImpl,org.wikidata.wdtk.datamodel.implementation.quantityvalueimpltest.testtojson,0.7168331228475413,True,False,False
103,6.0,wikidata-toolkit,QuantityValueImpl,org.wikidata.wdtk.datamodel.implementation.quantityvalueimpltest.unitnotnull,0.5195605679022036,False,False,False
104,6.0,wikidata-toolkit,ReferenceImpl,org.wikidata.wdtk.datamodel.implementation.referenceimpltest.equalitybasedoncontent,0.6694956888261893,True,False,True
105,6.0,wikidata-toolkit,ReferenceImpl,org.wikidata.wdtk.datamodel.implementation.referenceimpltest.hashbasedoncontent,0.7755533855019545,True,False,False
106,6.0,wikidata-toolkit,SenseDocumentImpl,org.wikidata.wdtk.datamodel.implementation.sensedocumentimpltest.glossesnotnull,0.5865739363021228,False,False,False
108,6.0,wikidata-toolkit,SenseIdValueImpl,org.wikidata.wdtk.datamodel.implementation.senseidvalueimpltest.idvalidatedforlength,0.4572616138935552,False,False,False
112,6.0,wikidata-toolkit,SitesImpl,org.wikidata.wdtk.datamodel.implementation.sitesimpltest.sitelinkiri,0.4893611985064873,False,False,False
116,6.0,wikidata-toolkit,SnakGroup,org.wikidata.wdtk.datamodel.implementation.snakgrouptest.snaklistnotempty,0.5764696779493903,False,False,False
117,6.0,wikidata-toolkit,SnakImpl,org.wikidata.wdtk.datamodel.implementation.snakimpltest.testmonolingualtextvaluesnaktojson,0.606548278377715,True,False,False
118,6.0,wikidata-toolkit,SnakImpl,org.wikidata.wdtk.datamodel.implementation.snakimpltest.testvaluesnaktojava,0.4630659702245764,False,False,False
119,6.0,wikidata-toolkit,StatementGroup,org.wikidata.wdtk.datamodel.implementation.statementgrouptest.getbeststatementswithoutpreferred,0.4294240836242762,False,False,False
122,6.0,wikidata-toolkit,StatementImpl,org.wikidata.wdtk.datamodel.implementation.statementimpltest.mainsnaknotnull,0.5327378810627641,False,False,False
125,6.0,wikidata-toolkit,StringValueImpl,org.wikidata.wdtk.datamodel.implementation.stringvalueimpltest.equalitybasedoncontent,0.5868941242712531,False,True,False
128,6.0,wikidata-toolkit,TermImpl,org.wikidata.wdtk.datamodel.implementation.termimpltest.testtojava,0.5912214157875033,False,False,False
129,6.0,wikidata-toolkit,TermImpl,org.wikidata.wdtk.datamodel.implementation.termimpltest.testtojson,0.7464352053208472,True,False,False
131,6.0,wikidata-toolkit,TimeValueImpl,org.wikidata.wdtk.datamodel.implementation.timevalueimpltest.testtojson,0.7894191798949387,True,False,False
133,6.0,wikidata-toolkit,MwLocalDumpFile,org.wikidata.wdtk.dumpfiles.mwlocaldumpfiletest.testguesscurrentdump,0.296074329311454,False,False,True
134,6.0,wikidata-toolkit,WmfDumpFileManager,org.wikidata.wdtk.dumpfiles.wmf.wmfdumpfilemanagertest.getallfulldumps,0.1476197209633517,False,False,False
135,6.0,wikidata-toolkit,WmfOnlineStandardDumpFile,org.wikidata.wdtk.dumpfiles.wmf.wmfonlinestandarddumpfiletest.emptyfulldumpisdone,0.2269795776581867,False,False,False
136,6.0,wikidata-toolkit,WmfOnlineStandardDumpFile,org.wikidata.wdtk.dumpfiles.wmf.wmfonlinestandarddumpfiletest.inaccessiblecurrentdumpproperties,0.2071364882029436,False,False,False
137,6.0,wikidata-toolkit,WmfOnlineStandardDumpFile,org.wikidata.wdtk.dumpfiles.wmf.wmfonlinestandarddumpfiletest.validcurrentdumppropertiesoldformat,0.1925331998107607,False,False,False
138,6.0,wikidata-toolkit,RdfConverter,org.wikidata.wdtk.rdf.rdfconvertertest.createwrongtestpropertydocument,0.6811676834793898,True,True,False
139,6.0,wikidata-toolkit,RdfConverter,org.wikidata.wdtk.rdf.rdfconvertertest.teststatementnovalue,0.3531772280393271,False,False,False
142,6.0,wikidata-toolkit,BitVectorImpl,org.wikidata.wdtk.storage.datastructures.bitvectorimpltest.assertequalsforbitvector,0.4874281829416423,False,False,False
145,6.0,wikidata-toolkit,BitVectorImpl,org.wikidata.wdtk.storage.datastructures.bitvectorimpltest.testinvalidpositionsizeget01,0.5010342003461097,False,False,False
146,6.0,wikidata-toolkit,BitVectorImpl,org.wikidata.wdtk.storage.datastructures.bitvectorimpltest.testinvalidpositionsizeget02,0.502564403102963,False,False,False
148,6.0,wikidata-toolkit,RankedBitVectorImpl,org.wikidata.wdtk.storage.datastructures.rankedbitvectorimpltest.testadd,0.4853471374181776,False,False,False
149,6.0,wikidata-toolkit,RankedBitVectorImpl,org.wikidata.wdtk.storage.datastructures.rankedbitvectorimpltest.testinvalidinitialsizes0,0.5640073399617938,False,False,False
