,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,3.0,3.0,2.0,2.0,0.5,0.6,0.5,0.6,0.5454545454545454,0.0
1,2.0,4.0,1.0,3.0,0.3333333333333333,0.4,0.3,0.6,0.3636363636363636,-0.408248290463863
2,2.0,3.0,2.0,3.0,0.4,0.4,0.4,0.5,0.4000000000000001,-0.2
3,2.0,2.0,3.0,3.0,0.5,0.4,0.5,0.4,0.4444444444444445,0.0
4,1.0,3.0,2.0,4.0,0.25,0.2,0.3,0.4,0.22222222222222224,-0.408248290463863
5,1.0,2.0,3.0,4.0,0.3333333333333333,0.2,0.4,0.3,0.25,-0.2182178902359924
6,5.0,1.0,4.0,0.0,0.8333333333333334,1.0,0.9,0.6,0.9090909090909091,0.816496580927726
7,5.0,4.0,1.0,0.0,0.5555555555555556,1.0,0.6,0.9,0.7142857142857143,0.3333333333333333
8,3.0,1.0,4.0,1.0,0.75,0.75,0.7777777777777778,0.4444444444444444,0.75,0.55
9,2.0,4.0,1.0,2.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.4,-0.31622776601683794
10,26.0,27.0,23.0,22.0,0.47888888888888886,0.545,0.5011111111111111,0.49991341991342,0.014888767708050293,
