,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0
1,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0
2,0.0,0.0,3.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0
3,0.0,2.0,1.0,1.0,0.0,0.0,0.25,0.5,0.0,-0.5773502691896258
4,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0
5,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0
6,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0
7,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0
8,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
9,0.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.5
10,5.0,6.0,18.0,9.0,0.35,0.35,0.6,0.35,0.09226497308103743,
