,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,3.0,0.0,61.0,15.0,1.0,0.16666666666666666,0.810126582278481,0.0379746835443038,0.2857142857142857,0.36574845156823477,0.6782700421940928
1,0.0,1.0,44.0,12.0,0.0,0.0,0.7719298245614035,0.017543859649122806,0.0,-0.06900655593423542,0.10909090909090909
2,4.0,1.0,34.0,8.0,0.8,0.3333333333333333,0.8085106382978723,0.10638297872340426,0.47058823529411764,0.43099841900894326,0.5589646464646465
3,2.0,0.0,48.0,12.0,1.0,0.14285714285714285,0.8064516129032258,0.03225806451612903,0.25,0.3380617018914066,0.6714285714285714
4,1.0,1.0,24.0,13.0,0.5,0.07142857142857142,0.6410256410256411,0.05128205128205128,0.125,0.068350674260132,0.4166666666666667
5,0.0,0.0,55.0,13.0,0.0,0.0,0.8088235294117647,0.0,0.0,0.0,0.5955882352941176
6,3.0,0.0,47.0,15.0,1.0,0.16666666666666666,0.7692307692307693,0.046153846153846156,0.2857142857142857,0.35544913281861495,0.6987179487179487
7,1.0,0.0,42.0,11.0,1.0,0.08333333333333333,0.7962962962962963,0.018518518518518517,0.15384615384615385,0.25697808437502334,0.7083333333333334
8,2.0,0.0,41.0,14.0,1.0,0.125,0.7543859649122807,0.03508771929824561,0.2222222222222222,0.3052569707341966,0.6875
9,2.0,0.0,39.0,16.0,1.0,0.1111111111111111,0.7192982456140351,0.03508771929824561,0.19999999999999998,0.28069178610689477,0.695906432748538
10,18.0,3.0,435.0,129.0,0.73,0.12003968253968253,0.768607910453177,0.03802894409838671,0.1993085182791065,0.23325286648292107,0.5820466785938825
