,idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
49,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checksinglemaxrequestmaxvaluedownstreamrequestsmaxvalue,0.0,0.7623850195182601,False,False,False
51,47.0,rxjava2-extras,FlowableMinRequest,com.github.davidmoten.rx2.internal.flowable.flowableminrequesttest.testminwhenrequestismaxvalue,0.0,0.65216933127509,False,False,False
52,47.0,rxjava2-extras,FlowableMinRequest,com.github.davidmoten.rx2.internal.flowable.flowableminrequesttest.testrebatchrequestsminequalsmaxdontconstrainfirstusesrxjavacorerebatchrequests,0.0,0.6373225511888286,False,False,False
57,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testempty,0.0,0.3476918130322216,True,False,False
58,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testerrorpostchaining,0.0,0.4166228253757857,False,False,False
60,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testoneasync,0.0,0.3201938939529929,True,False,False
62,47.0,rxjava2-extras,FlowableReverse,com.github.davidmoten.rx2.internal.flowable.flowablereversetest.testisutilityclass,0.0,0.5237290631736419,False,False,False
66,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testasync,1.0,0.4190426329865226,False,False,False
67,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testcancelfromtransition,0.0,0.5191646918476068,False,False,False
70,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testonnextthrowswithburstsourcethatterminateswitherror,0.0,0.4924704973681706,False,True,False
72,47.0,rxjava2-extras,FlowableStringInputStream,com.github.davidmoten.rx2.internal.flowable.flowablestringinputstreamtest.assertisutilityclass,0.0,0.3103488723503925,True,False,False
73,47.0,rxjava2-extras,FlowableStringInputStream,com.github.davidmoten.rx2.internal.flowable.flowablestringinputstreamtest.simple,0.0,0.3494958255060538,True,False,False
74,47.0,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testdecreasing,0.0,0.4434295065834792,False,False,False
76,47.0,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testwindowsizezerothrowsiae,0.0,0.4108263209922263,False,False,False
77,47.0,rxjava2-extras,TransformerDecode,com.github.davidmoten.rx2.internal.flowable.transformerdecodetest.testisutilclass,0.0,0.0,True,False,False
81,47.0,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenspecificexceptionfailsbecauseisnotinstanceof,0.0,0.5976993578685903,False,True,True
82,47.0,rxjava2-extras,SchedulerHelper,com.github.davidmoten.rx2.schedulerhelpertest.testisutilityclass,0.0,0.2550648573600225,True,False,False
84,47.0,rxjava2-extras,SchedulerHelper,com.github.davidmoten.rx2.schedulerhelpertest.testwithid,0.0,0.5577717832587056,False,True,False
85,47.0,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testconcat,0.0,0.4846003571051363,False,False,False
88,47.0,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testmalformedinthemiddlereplace,0.0,0.445092767615415,False,False,False
4,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testcancelobservable,1.0,0.4290697239196125,False,True,False
5,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testclosequeue,0.0,0.1783212674675934,True,False,True
6,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testerror,1.0,0.445573822772528,False,False,False
8,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testjavaioserializableobservablesource,1.0,0.4422681709837551,False,False,False
9,47.0,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testpollqueuethrowsexceptionemitserror,1.0,0.2476778637337739,True,False,False
12,47.0,rxjava2-extras,Serializers,com.github.davidmoten.rx2.buffertofile.serializerstest.testdataserializer,0.0,0.600355868772906,False,True,True
13,47.0,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testbytesfromfilelowbuffersize,0.0,0.3757608000007097,True,False,False
15,47.0,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollectwithempty,0.0,0.3951156920316223,True,False,False
17,47.0,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testarraysnotequalthrows,0.0,0.5581628118792455,False,False,True
20,47.0,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.testtostring,0.0,0.3832975523230311,True,False,False
27,47.0,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsoneendswithdelimiter,0.0,0.8687421115271623,False,False,False
28,47.0,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testnotemptynotfound,0.0,0.8054673667796282,False,False,False
30,47.0,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testbackpressureandcancel,2.0,0.4354338616570039,False,False,False
31,47.0,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testconditionthrows,1.0,0.5151060858033507,False,False,False
34,47.0,rxjava2-extras,FlowableFetchPagesByRequest,com.github.davidmoten.rx2.internal.flowable.flowablefetchpagesbyrequesttest.testfetchcompletesifreturnslessthanrequested,0.0,0.4068832472772589,False,False,False
35,47.0,rxjava2-extras,FlowableMapLast,com.github.davidmoten.rx2.internal.flowable.flowablemaplasttest.testmaplasthandlesnonfatalerror,0.0,0.582600711572855,False,False,False
36,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.test3,2.0,0.6160877770791132,False,False,False
37,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testcombinerfunctionbthrowsresultsinerroremission,3.0,0.5317613393422265,False,False,False
38,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testempties,2.0,0.5213519504516504,False,False,False
40,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testkeyfunctionbthrowsresultsinerroremission,3.0,0.5183942259798002,False,False,False
42,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testonedoesnotcompleteandothermatchedallshouldfinish,2.0,0.5707349414789422,False,False,False
44,47.0,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testunsubscribe,1.0,0.3763050703785188,True,True,False
45,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkemptymaxrequestonedownstreamrequestsmaxvalue,0.0,0.759803564239003,False,False,False
48,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkmaxrequesttwodownstreamrequestmaxvalue,0.0,0.6817188054172576,False,False,False
50,47.0,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.testasyncmaxrequestismax,0.0,0.6185374363807671,False,False,False
53,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testbackpressureonerrornorequests,0.0,0.4128563182269325,False,False,False
54,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testcompletesfirstlevel,0.0,0.3370820422671371,True,False,False
55,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testcompletesthirdlevel,0.0,0.3167086522097061,True,False,False
56,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testdematerialize,0.0,0.230409669073426,True,False,False
59,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testmaxiterationsone,0.0,0.3367411845583403,True,False,False
61,47.0,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.teststackoverflowdoesnothappen,0.0,0.3575530365539212,True,False,False
63,47.0,rxjava2-extras,FlowableServerSocket,com.github.davidmoten.rx2.internal.flowable.flowableserversockettest.serversocketreadstcppushwhenbufferisbiggerthaninput,0.0,0.2846295289952804,True,False,False
64,47.0,rxjava2-extras,FlowableServerSocket,com.github.davidmoten.rx2.internal.flowable.flowableserversockettest.serversocketreadstcppushwhenbufferissmallerthaninput,0.0,0.286938574276741,True,False,False
65,47.0,rxjava2-extras,FlowableServerSocket,com.github.davidmoten.rx2.internal.flowable.flowableserversockettest.testcloserwhendoesnotthrow,6.0,0.2806367437041412,True,False,False
68,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testerrorpassthrough,1.0,0.3521370110573022,True,False,False
69,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testonnextthrowswithburstsource,0.0,0.546825731957293,False,False,False
71,47.0,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.teststatefactoryreturnsnull,0.0,0.4803037999778347,False,False,False
75,47.0,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testwindowmax,0.0,0.4567751555844105,False,False,False
78,47.0,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testexponentialbackoff,0.0,0.5294919333296927,False,True,False
79,47.0,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenmultipleretriesworkonsingledelay,0.0,0.5146549691372059,False,True,False
80,47.0,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenspecificexceptionallowedusepredicatereturnstrue,0.0,0.5900896038193282,False,True,False
83,47.0,rxjava2-extras,SchedulerHelper,com.github.davidmoten.rx2.schedulerhelpertest.testwithcallsite,0.0,0.5292804320022227,False,True,False
86,47.0,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testconcattransformer,0.0,0.4765602252586844,False,False,False
87,47.0,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testjointransformer,0.0,0.4734569742088958,False,False,False
89,47.0,rxjava2-extras,RingBuffer,com.github.davidmoten.util.ringbuffertest.testpushthreeandenumerate,0.0,0.7140604874063187,False,False,False
