Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,f1_score,mcc
cross,timely.csv,nearmissunder2_adaboost,23.0,18.0,6.0,9.0,0.5314285714285714,0.6880952380952381,0.5230952380952381,0.5606099456099456,0.0099665839027572
cross,vertexium.csv,nearmissunder2_adaboost,20.0,16.0,5.0,43.0,0.5683333333333334,0.3376984126984127,0.3164285714285714,0.4017893217893217,-0.3761637916087982
cross,pippo.csv,nearmissunder2_adaboost,1.0,45.0,14.0,0.0,0.1,0.1,0.2953968253968254,0.1,0.1
cross,search-highlighter.csv,nearmissunder2_adaboost,14.0,17.0,9.0,7.0,0.3883333333333333,0.6416666666666666,0.4291666666666667,0.4471428571428572,0.0874865556413827
cross,vertx-mqtt.csv,nearmissunder2_adaboost,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.3,0.0
cross,hsac-fitnesse-fixtures.csv,nearmissunder2_adaboost,1.0,38.0,15.0,0.0,0.0333333333333333,0.1,0.3288095238095238,0.05,0.0333333333333333
cross,spring-boot.csv,nearmissunder2_adaboost,2.0,13.0,3.0,2.0,0.1333333333333333,0.2,0.2833333333333333,0.15,0.0
cross,cukes.csv,nearmissunder2_adaboost,0.0,10.0,5.0,0.0,0.0,0.0,0.225,0.0,0.0
cross,otto.csv,nearmissunder2_adaboost,2.0,1.0,2.0,2.0,0.15,0.2,0.25,0.1666666666666666,0.1
cross,unix4j.csv,nearmissunder2_adaboost,8.0,35.0,33.0,1.0,0.2095238095238095,0.65,0.5324098124098124,0.2946825396825397,0.2442474940569651
cross,oryx.csv,nearmissunder2_adaboost,10.0,68.0,20.0,3.0,0.1144949494949495,0.575,0.3134956546721252,0.1833080808080807,0.0349917635630412
cross,http-request.csv,nearmissunder2_adaboost,0.0,29.0,7.0,0.0,0.0,0.0,0.2366666666666666,0.0,0.0
cross,achilles.csv,nearmissunder2_adaboost,78.0,15.0,6.0,4.0,0.8468903318903319,0.9441666666666668,0.8167307692307693,0.8899569161488667,0.2901477159031015
cross,hbase.csv,nearmissunder2_adaboost,280.0,176.0,74.0,196.0,0.6135441451596241,0.5938497842813092,0.4909445710728445,0.6010964795292334,-0.1070862417775367
cross,esper.csv,nearmissunder2_adaboost,50.0,48.0,31.0,19.0,0.4993290043290043,0.7311002886002886,0.5633439659755448,0.584293916609706,0.1314518435291797
cross,wildfly.csv,nearmissunder2_adaboost,0.0,9.0,8.0,0.0,0.0,0.0,0.4166666666666666,0.0,0.0
cross,aletheia.csv,nearmissunder2_adaboost,0.0,4.0,3.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0
cross,struts.csv,nearmissunder2_adaboost,4.0,78.0,23.0,0.0,0.0435786435786435,0.3,0.2548096348096348,0.0757692307692307,0.0435786435786435
cross,yawp.csv,nearmissunder2_adaboost,0.0,26.0,24.0,0.0,0.0,0.0,0.4828571428571429,0.0,0.0
cross,spring-cloud-zuul-ratelimit.csv,nearmissunder2_adaboost,5.0,7.0,1.0,2.0,0.3166666666666666,0.3666666666666666,0.2833333333333333,0.3266666666666666,0.0
cross,one.csv,nearmissunder2_adaboost,0.0,1.0,1.0,0.0,0.1,0.1,0.1,0.1,0.0
cross,java-websocket.csv,nearmissunder2_adaboost,60.0,11.0,23.0,2.0,0.8919696969696969,0.9757142857142856,0.8699188311688312,0.9263752648902642,0.0583130051063973
cross,jhipster-registry.csv,nearmissunder2_adaboost,2.0,8.0,4.0,0.0,0.3,0.3,0.35,0.3,0.2
cross,oci-java-sdk.csv,nearmissunder2_adaboost,6.0,24.0,8.0,9.0,0.3142857142857143,0.4,0.3476190476190476,0.2799999999999999,-0.185
cross,openpojo.csv,nearmissunder2_adaboost,3.0,93.0,40.0,2.0,0.0301923076923076,0.3,0.3001198066639243,0.0546897546897546,-0.0251016342721959
cross,spring-ws.csv,nearmissunder2_adaboost,72.0,46.0,13.0,22.0,0.6101931401931403,0.789345238095238,0.5503039942513628,0.6761889517132484,-0.0160741264172414
cross,carbon-apimgt.csv,nearmissunder2_adaboost,4.0,26.0,22.0,5.0,0.1666666666666666,0.325,0.4847619047619047,0.2,0.0339890842115504
cross,tyrus.csv,nearmissunder2_adaboost,0.0,26.0,12.0,0.0,0.0,0.0,0.3509523809523809,0.0,0.0
cross,joda-time.csv,nearmissunder2_adaboost,7.0,271.0,113.0,4.0,0.0234501699017828,0.3833333333333333,0.3086409821308842,0.0439563781295392,-0.0308019323610535
cross,recast4j.csv,nearmissunder2_adaboost,1.0,0.0,2.0,0.0,0.2,0.2,0.2,0.2,0.1
cross,vertx-completable-future.csv,nearmissunder2_adaboost,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,jfreechart.csv,nearmissunder2_adaboost,196.0,299.0,39.0,26.0,0.3938335211982194,0.8763982470541343,0.4197721249584363,0.5389227504641667,0.0068797295304255
cross,elastic-job-lite.csv,nearmissunder2_adaboost,12.0,121.0,6.0,1.0,0.0903145873734109,0.8,0.1249591503267973,0.1581623931623931,-0.0270420484746244
cross,luwak.csv,nearmissunder2_adaboost,0.0,18.0,6.0,0.0,0.0,0.0,0.1983333333333333,0.0,0.0
cross,hadoop.csv,nearmissunder2_adaboost,346.0,888.0,702.0,436.0,0.2800888235079942,0.4455527855505394,0.4425771626617842,0.3433475958692053,-0.1071146350323974
cross,jimfs.csv,nearmissunder2_adaboost,0.0,39.0,28.0,1.0,0.0,0.0,0.3927272727272727,0.0,-0.0258198889747161
cross,nexus-repository-helm.csv,nearmissunder2_adaboost,0.0,2.0,2.0,0.0,0.0,0.0,0.2,0.0,0.0
cross,aismessages.csv,nearmissunder2_adaboost,0.0,11.0,1.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0
cross,dnsjava.csv,nearmissunder2_adaboost,39.0,38.0,27.0,15.0,0.532905982905983,0.7446825396825396,0.5684126984126984,0.5931257631257632,0.1869246329172219
cross,riptide.csv,nearmissunder2_adaboost,5.0,20.0,28.0,3.0,0.1266666666666666,0.2166666666666666,0.5543073593073593,0.1523809523809523,0.0382349545768234
cross,noxy.csv,nearmissunder2_adaboost,0.0,4.0,2.0,0.0,0.1,0.1,0.1,0.1,0.0
cross,orbit.csv,nearmissunder2_adaboost,1.0,8.0,2.0,0.0,0.25,0.3,0.25,0.2666666666666666,0.0
cross,redpipe.csv,nearmissunder2_adaboost,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,0.0
cross,retrofit.csv,nearmissunder2_adaboost,15.0,16.0,34.0,33.0,0.4316666666666666,0.2644444444444444,0.4973382173382173,0.3099999999999999,-0.0781794629511714
cross,junit-quickcheck.csv,nearmissunder2_adaboost,9.0,21.0,7.0,2.0,0.2916666666666666,0.675,0.4285714285714285,0.3883333333333333,0.0028595479208968
within,achilles,randomover_randomforest,70.0,14.0,7.0,12.0,0.8393650793650794,0.8541666666666666,0.75,0.842483660130719,0.1963074485272471
within,activiti,randomover_randomforest,7.0,5.0,8.0,5.0,0.4833333333333333,0.55,0.5666666666666667,0.4833333333333333,0.15
within,admiral,randomover_randomforest,14.0,43.0,330.0,39.0,0.2391269841269841,0.2633333333333333,0.8075304540420818,0.2485858585858585,0.1402526469997029
within,alien4cloud,randomover_randomforest,0.0,3.0,72.0,6.0,0.0,0.0,0.8902777777777778,0.0,-0.0125
within,c2mon,randomover_randomforest,1.0,9.0,139.0,19.0,0.1,0.05,0.8330882352941176,0.0666666666666666,-0.0051054763127498
within,carbon-apimgt,randomover_randomforest,1.0,6.0,42.0,8.0,0.05,0.1,0.76,0.0666666666666666,-0.0283772233983162
within,dnsjava,randomover_randomforest,33.0,21.0,44.0,21.0,0.6222222222222222,0.6033333333333333,0.646969696969697,0.5977272727272728,0.2916115152628954
within,dropwizard,randomover_randomforest,5.0,20.0,228.0,17.0,0.1416666666666666,0.25,0.8629629629629629,0.1733333333333333,0.1210396374738259
within,elastic-job-lite,randomover_randomforest,3.0,12.0,115.0,10.0,0.2,0.2,0.8428571428571427,0.2,0.1276576746321559
within,esper,randomover_randomforest,35.0,34.0,45.0,34.0,0.529062049062049,0.5071428571428571,0.5404761904761906,0.5092796092796092,0.0764118411467618
within,fastjson,randomover_randomforest,136.0,120.0,155.0,53.0,0.5320575695926327,0.7187134502923975,0.6270582793709527,0.6093825881285604,0.2811714393176415
within,hadoop,randomover_randomforest,281.0,561.0,1029.0,501.0,0.3331324093368605,0.3592340149302174,0.5522710349962769,0.3451473542910218,0.0061000244861203
within,hbase,randomover_randomforest,348.0,106.0,143.0,129.0,0.7705654390845089,0.7293882978723405,0.6764079147640791,0.7466927318985294,0.3005636819931164
within,helios,randomover_randomforest,6.0,14.0,77.0,12.0,0.2066666666666666,0.3,0.7627272727272728,0.2371428571428571,0.1237554448501989
within,hutool,randomover_randomforest,24.0,30.0,45.0,27.0,0.4689393939393939,0.4699999999999999,0.5480769230769231,0.4568434343434343,0.0641768889435176
within,incubator-dubbo,randomover_randomforest,3.0,20.0,324.0,24.0,0.1699999999999999,0.1333333333333333,0.8814366998577524,0.1352380952380952,0.0866970506474958
within,java-websocket,randomover_randomforest,82.0,3.0,9.0,2.0,0.9688888888888888,0.976388888888889,0.95,0.9716959064327486,0.6652651504714863
within,jfreechart,randomover_randomforest,83.0,149.0,189.0,139.0,0.3588318727749012,0.3735177865612648,0.4857142857142856,0.3652097709866141,-0.067008375846894
within,jhipster-registry,randomover_randomforest,1.0,2.0,9.0,2.0,0.1,0.1,0.7,0.1,0.1
within,joda-time,randomover_randomforest,2.0,8.0,376.0,9.0,0.15,0.2,0.9571153846153846,0.1666666666666666,0.1545996274498902
within,junit-quickcheck,randomover_randomforest,2.0,6.0,22.0,9.0,0.1,0.2,0.6166666666666667,0.1333333333333333,-0.0178632794954081
within,marine-api,randomover_randomforest,0.0,3.0,85.0,3.0,0.0,0.0,0.9344444444444444,0.0,-0.0125
within,oci-java-sdk,randomover_randomforest,9.0,10.0,20.0,8.0,0.5166666666666666,0.5,0.605,0.48,0.1980727935535297
within,openpojo,randomover_randomforest,3.0,4.0,129.0,2.0,0.2,0.3,0.9565934065934064,0.2333333333333333,0.2358732440973515
within,oryx,randomover_randomforest,5.0,17.0,71.0,8.0,0.2083333333333333,0.35,0.7518181818181818,0.25,0.1329187065954714
within,querydsl,randomover_randomforest,10.0,37.0,512.0,26.0,0.1933333333333333,0.275,0.8923728813559322,0.2234199134199134,0.1735343272092388
within,retrofit,randomover_randomforest,23.0,23.0,27.0,25.0,0.5053571428571428,0.47,0.5066666666666666,0.4703574203574204,0.0236435780471984
within,riptide,randomover_randomforest,3.0,7.0,41.0,5.0,0.1833333333333333,0.3,0.7933333333333333,0.2166666666666666,0.1393490226997581
within,rxjava2-extras,randomover_randomforest,6.0,8.0,68.0,8.0,0.3833333333333333,0.45,0.8222222222222222,0.3899999999999999,0.30914563404413
within,sawmill,randomover_randomforest,46.0,3.0,11.0,7.0,0.9466666666666668,0.8733333333333333,0.8476190476190476,0.8968181818181818,0.6481017085817827
within,search-highlighter,randomover_randomforest,12.0,8.0,18.0,9.0,0.55,0.5833333333333333,0.64,0.5599999999999999,0.2833333333333333
within,spring-boot,randomover_randomforest,2.0,4.0,12.0,2.0,0.15,0.2,0.7,0.1666666666666666,0.1
within,spring-ws,randomover_randomforest,62.0,38.0,21.0,32.0,0.6251803751803752,0.6611111111111111,0.5425,0.6346399085950168,0.0217692044451242
within,struts,randomover_randomforest,0.0,3.0,98.0,4.0,0.0,0.0,0.9354545454545456,0.0,-0.01
within,timely,randomover_randomforest,19.0,9.0,15.0,13.0,0.7100000000000001,0.6,0.6133333333333333,0.6254761904761905,0.2459559885480119
within,unix4j,randomover_randomforest,4.0,2.0,66.0,5.0,0.35,0.4,0.9107142857142858,0.3666666666666666,0.3511796527850834
within,vertexium,randomover_randomforest,52.0,8.0,13.0,11.0,0.8663095238095238,0.8214285714285715,0.7722222222222221,0.8353646353646352,0.4644061674216543
within,wikidata-toolkit,randomover_randomforest,3.0,14.0,167.0,16.0,0.175,0.15,0.85,0.15,0.087549813440779
