Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,f1_score,mcc
within,hadoop,smoteover_naivebayes_within,6.0,1539.0,55.0,0.0,0.0039096687127247,0.6,0.038125,0.0077687043789138,0.0096505810417633
within,hbase,smoteover_naivebayes_within,4.0,678.0,44.0,0.0,0.0059056033480585,0.4,0.0661149162861491,0.0116393189332838,0.0130669482301892
within,struts,smoteover_naivebayes_within,9.0,85.0,11.0,0.0,0.0969877344877345,0.9,0.1890909090909091,0.1747979797979797,0.0760938256046349
cross,wikidata-toolkit.csv,smoteover_naivebayes,0.0,199.0,1.0,0.0,0.0,0.0,0.005,0.0,0.0
cross,marine-api.csv,smoteover_naivebayes,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,undertow.csv,smoteover_naivebayes,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,admiral.csv,smoteover_naivebayes,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,wildfly-maven-plugin.csv,smoteover_naivebayes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,wro4j.csv,smoteover_naivebayes,1.0,330.0,12.0,0.0,0.0033333333333333,0.1,0.0341738488870164,0.0064516129032258,0.0033333333333333
cross,incubator-dubbo.csv,smoteover_naivebayes,0.0,353.0,18.0,0.0,0.0,0.0,0.0492521858336299,0.0,0.0
cross,querydsl.csv,smoteover_naivebayes,0.0,497.0,88.0,0.0,0.0,0.0,0.1523298946622524,0.0,0.0
cross,activiti.csv,smoteover_naivebayes,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,webcollector.csv,smoteover_naivebayes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,sawmill.csv,smoteover_naivebayes,0.0,62.0,5.0,0.0,0.0,0.0,0.0763888888888888,0.0,0.0
cross,helios.csv,smoteover_naivebayes,1.0,93.0,15.0,0.0,0.0058823529411764,0.1,0.1435852889800258,0.0111111111111111,0.0080845208345444
cross,fastjson.csv,smoteover_naivebayes,1.0,460.0,3.0,0.0,0.0023255813953488,0.1,0.0083573274270948,0.0045454545454545,0.0
cross,dropwizard.csv,smoteover_naivebayes,0.0,252.0,18.0,0.0,0.0,0.0,0.0653663278250984,0.0,0.0
cross,c2mon.csv,smoteover_naivebayes,0.0,165.0,3.0,0.0,0.0,0.0,0.0157894736842105,0.0,0.0
cross,rxjava2-extras.csv,smoteover_naivebayes,0.0,85.0,5.0,0.0,0.0,0.0,0.05,0.0,0.0
cross,delight-nashorn-sandbox.csv,smoteover_naivebayes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,alien4cloud.csv,smoteover_naivebayes,0.0,76.0,5.0,0.0,0.0,0.0,0.0541666666666666,0.0,0.0
cross,fluent-logger-java.csv,smoteover_naivebayes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,hutool.csv,smoteover_naivebayes,1.0,117.0,8.0,0.0,0.009090909090909,0.1,0.0629797979797979,0.0166666666666666,0.0
cross,db-scheduler.csv,smoteover_naivebayes,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,timely.csv,smoteover_naivebayes,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,vertexium.csv,smoteover_naivebayes,0.0,82.0,2.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0
cross,pippo.csv,smoteover_naivebayes,0.0,50.0,10.0,0.0,0.0,0.0,0.185,0.0,0.0
cross,search-highlighter.csv,smoteover_naivebayes,0.0,33.0,14.0,0.0,0.0,0.0,0.358030303030303,0.0,0.0
cross,vertx-mqtt.csv,smoteover_naivebayes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,hsac-fitnesse-fixtures.csv,smoteover_naivebayes,0.0,53.0,1.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0
cross,spring-boot.csv,smoteover_naivebayes,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,cukes.csv,smoteover_naivebayes,0.0,14.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0
cross,otto.csv,smoteover_naivebayes,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,unix4j.csv,smoteover_naivebayes,1.0,75.0,1.0,0.0,0.025,0.1,0.04,0.04,0.025
cross,oryx.csv,smoteover_naivebayes,0.0,92.0,9.0,0.0,0.0,0.0,0.0728393665158371,0.0,0.0
cross,http-request.csv,smoteover_naivebayes,0.0,34.0,2.0,0.0,0.0,0.0,0.0533333333333333,0.0,0.0
cross,achilles.csv,smoteover_naivebayes,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,hbase.csv,smoteover_naivebayes,4.0,681.0,41.0,0.0,0.0059892560396592,0.4,0.0612002482000955,0.0118007034424944,0.0114454686495621
cross,esper.csv,smoteover_naivebayes,0.0,144.0,4.0,0.0,0.0,0.0,0.0256816283132072,0.0,0.0
cross,wildfly.csv,smoteover_naivebayes,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,aletheia.csv,smoteover_naivebayes,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,struts.csv,smoteover_naivebayes,9.0,87.0,9.0,0.0,0.0933333333333333,0.8,0.1745931845931846,0.1660939060939061,0.0544444444444444
cross,yawp.csv,smoteover_naivebayes,0.0,38.0,12.0,0.0,0.0,0.0,0.1677922077922077,0.0,0.0
cross,spring-cloud-zuul-ratelimit.csv,smoteover_naivebayes,0.0,12.0,3.0,0.0,0.0,0.0,0.1083333333333333,0.0,0.0
cross,one.csv,smoteover_naivebayes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,java-websocket.csv,smoteover_naivebayes,0.0,93.0,3.0,0.0,0.0,0.0,0.0282539682539682,0.0,0.0
cross,jhipster-registry.csv,smoteover_naivebayes,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,oci-java-sdk.csv,smoteover_naivebayes,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,openpojo.csv,smoteover_naivebayes,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,spring-ws.csv,smoteover_naivebayes,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,carbon-apimgt.csv,smoteover_naivebayes,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,tyrus.csv,smoteover_naivebayes,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,joda-time.csv,smoteover_naivebayes,0.0,371.0,24.0,0.0,0.0,0.0,0.0631976446492575,0.0,0.0
cross,recast4j.csv,smoteover_naivebayes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,vertx-completable-future.csv,smoteover_naivebayes,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,jfreechart.csv,smoteover_naivebayes,0.0,517.0,43.0,0.0,0.0,0.0,0.0792128892004931,0.0,0.0
cross,elastic-job-lite.csv,smoteover_naivebayes,0.0,135.0,5.0,0.0,0.0,0.0,0.0342857142857142,0.0,0.0
cross,luwak.csv,smoteover_naivebayes,0.0,17.0,7.0,0.0,0.0,0.0,0.225,0.0,0.0
cross,hadoop.csv,smoteover_naivebayes,20.0,2271.0,80.0,1.0,0.0087185392053659,0.9666666666666666,0.0420099366372164,0.0172657624534311,-0.0014547209735009
cross,jimfs.csv,smoteover_naivebayes,0.0,57.0,11.0,0.0,0.0,0.0,0.1791666666666666,0.0,0.0
cross,nexus-repository-helm.csv,smoteover_naivebayes,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,aismessages.csv,smoteover_naivebayes,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,dnsjava.csv,smoteover_naivebayes,1.0,117.0,1.0,0.0,0.009090909090909,0.1,0.014090909090909,0.0166666666666666,0.0
cross,riptide.csv,smoteover_naivebayes,0.0,44.0,12.0,0.0,0.0,0.0,0.1640873015873016,0.0,0.0
cross,noxy.csv,smoteover_naivebayes,0.0,5.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0
cross,orbit.csv,smoteover_naivebayes,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,redpipe.csv,smoteover_naivebayes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,retrofit.csv,smoteover_naivebayes,0.0,89.0,9.0,0.0,0.0,0.0,0.0917929292929292,0.0,0.0
cross,junit-quickcheck.csv,smoteover_naivebayes,0.0,37.0,2.0,0.0,0.0,0.0,0.045,0.0,0.0
