,idProject,nameProject,productionClass,testCase,NRDB,isMysteryGuestManual,isMysteryGuestManual,prediction
5,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testreadattributes_asobject,0.0,True,True,True
7,12.0,jimfs,AttributeService,com.google.common.jimfs.attributeservicetest.testsetattribute_failsforattributethatisnotsettable,0.0,True,True,False
12,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsetdefaultattributevalue_illegalattributeformat,0.0,False,False,False
13,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingrootsunsupportedbypathtype,0.0,False,False,False
14,12.0,jimfs,Configuration,com.google.common.jimfs.configurationtest.testsettingworkingdirectorywithrelativepath,0.0,False,False,False
15,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testget,0.0,False,False,False
16,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testmanyputsandremoves,0.0,False,False,False
19,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testsnapshot,0.0,False,False,True
20,12.0,jimfs,Directory,com.google.common.jimfs.directorytest.testunlink_parentandselfnamefails,0.0,False,False,False
21,12.0,jimfs,FileSystemState,com.google.common.jimfs.filesystemstatetest.testclose_multipletimesdonothing,0.0,False,False,False
22,12.0,jimfs,File,com.google.common.jimfs.filetest.testfilebasics,0.0,True,True,True
23,12.0,jimfs,File,com.google.common.jimfs.filetest.testregularfile,0.0,True,True,True
28,12.0,jimfs,FileTree,com.google.common.jimfs.filetreetest.testlookup_relative_emptypath,0.0,False,False,False
29,12.0,jimfs,HeapDisk,com.google.common.jimfs.heapdisktest.testfulldisk,0.0,False,False,False
31,12.0,jimfs,HeapDisk,com.google.common.jimfs.heapdisktest.testinitialsettings_fromconfiguration,0.0,False,False,False
32,12.0,jimfs,JimfsAsynchronousFileChannel,com.google.common.jimfs.jimfsasynchronousfilechanneltest.testasyncchannel,0.0,True,True,True
33,12.0,jimfs,JimfsAsynchronousFileChannel,com.google.common.jimfs.jimfsasynchronousfilechanneltest.testasyncclose_read,0.0,True,True,True
