null,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
422,18.0,querydsl,SQLServerQuery,com.querydsl.sql.mssql.sqlserverquerytest.tablehints_multiple2,False,False,False
428,18.0,querydsl,MySQLQuery,com.querydsl.sql.mysql.mysqlquerytest.forupdate_with_limit,False,False,False
431,18.0,querydsl,MySQLQuery,com.querydsl.sql.mysql.mysqlquerytest.smallresult,False,False,False
451,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.alias_quotes,True,False,False
460,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.count_all_oracle,True,False,False
505,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.string,True,False,True
515,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.with_recursive2,True,False,False
525,18.0,querydsl,Serialization,com.querydsl.sql.serializationtest.union1,False,False,False
530,18.0,querydsl,SpatialBase,com.querydsl.sql.spatial.spatialbase.linestring_instances,True,True,True
541,18.0,querydsl,SQLQueryFactory,com.querydsl.sql.sqlqueryfactorytest.delete,False,False,False
555,18.0,querydsl,SQLServer2012Templates,com.querydsl.sql.sqlserver2012templatestest.update_limit,True,False,False
570,18.0,querydsl,JSR310OffsetTimeType,com.querydsl.sql.types.jsr310offsettimetypetest.get,True,False,False
573,18.0,querydsl,UnionBase,com.querydsl.sql.unionbase.union_single_column_projections_iterate,False,False,False
580,18.0,querydsl,UpdateBase,com.querydsl.sql.updatebase.update_with_subquery_exists2,False,False,False
581,18.0,querydsl,UpdateBase,com.querydsl.sql.updatebase.update_with_subquery_exists_params,False,False,False
584,18.0,querydsl,WindowFunction,com.querydsl.sql.windowfunctiontest.complex,False,False,False
8,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.custom_comparableliteral,False,False,False
34,18.0,querydsl,Serializer,com.querydsl.codegen.serializertest.embeddableserializer,False,False,False
44,18.0,querydsl,Document,com.querydsl.collections.documenttest.test1,False,False,False
66,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.basic,False,False,False
73,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.getjoins2,False,False,False
76,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.setoffset,True,False,True
77,18.0,querydsl,GroupByIterate,com.querydsl.core.group.groupbyiteratetest.group_order,False,False,False
79,18.0,querydsl,GroupByList,com.querydsl.core.group.groupbylisttest.array_access,False,False,False
80,18.0,querydsl,GroupByList,com.querydsl.core.group.groupbylisttest.map4,False,True,False
85,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.map3,False,True,False
103,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.casebuildertest.stringtyped,False,False,False
106,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.asc,False,False,False
109,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.mutable,False,False,False
114,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.ascomparable_returns_a_corresponding_comparableexpression_for_a_given_constant,False,False,False
145,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.notin_subquery,True,False,False
179,18.0,querydsl,ReflectionUtils,com.querydsl.core.util.reflectionutilstest.getimplementedinterfaces,True,False,False
180,18.0,querydsl,CustomerDao,com.querydsl.example.dao.customerdaotest.delete,False,False,False
185,18.0,querydsl,ProductDao,com.querydsl.example.dao.productdaotest.delete,False,False,False
213,18.0,querydsl,JPAProvider,com.querydsl.jpa.jpaprovidertest.openjpa,False,False,False
227,18.0,querydsl,JPQLSerializer,com.querydsl.jpa.jpqlserializertest.like,False,False,False
239,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.single_result_considers_offset,True,False,False
241,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.sorted_by_different_locales,True,False,True
243,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.uniqueresult_finds_no_results,False,False,False
249,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.ends_with_empty_string,False,False,False
257,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.fuzzylike,True,False,False
268,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe_not_found,False,False,False
279,18.0,querydsl,TermElement,com.querydsl.lucene3.termelementtest.testequalsandhashcode,True,False,False
290,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.load_list_fieldselector,True,False,False
294,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.single_result_takes_limit,False,False,False
299,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.eq,False,False,False
306,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.like,True,False,False
308,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.loe_not_found,False,False,False
311,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.lt_numeric_integer,True,False,False
314,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.publisher_equals_empty_string,True,False,False
322,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.list_sorted_ascending_offset_0,False,False,False
332,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.unique_result_considers_limit_and_offset,True,False,False
337,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.between_empty_strings,False,False,False
349,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.equals_empty_string,False,False,False
355,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.gt_numeric_double,True,False,False
360,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.not_equals_finds_one,False,False,False
362,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.startswith_phrase,True,False,False
366,18.0,querydsl,MetadataExportMojo,com.querydsl.maven.metadataexportmojotest.executewithnamingstrategy,False,False,False
367,18.0,querydsl,MetadataExportMojo,com.querydsl.maven.metadataexportmojotest.executewithnumericmappings,False,False,False
373,18.0,querydsl,MongodbSerializer,com.querydsl.mongodb.mongodbserializertest.equals,True,False,False
381,18.0,querydsl,GeometryPath,com.querydsl.spatial.geometrypathtest.convert,True,False,True
392,18.0,querydsl,DerbyTemplates,com.querydsl.sql.derbytemplatestest.nextval,True,False,True
397,18.0,querydsl,SQLInsertClause,com.querydsl.sql.dml.sqlinsertclausetest.getsqlwithpreservedcolumnorder,False,False,False
439,18.0,querydsl,OracleQuery,com.querydsl.sql.oracle.oraclequerytest.connectbyprior,False,False,False
447,18.0,querydsl,PostgreSQLTemplates,com.querydsl.sql.postgresqltemplatestest.union,True,False,True
450,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.aggregate_uniqueresult,True,False,True
452,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.alias_quotes_oracle,True,False,True
453,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.all,True,False,True
463,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.createquery,True,False,True
494,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.preexecute,True,False,False
495,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.projection,True,True,True
528,18.0,querydsl,JGeometryConverter,com.querydsl.sql.spatial.jgeometryconvertertest.roundtrip,True,True,False
561,18.0,querydsl,SubqueriesBase,com.querydsl.sql.subqueriesbase.subquery_leftjoin,False,False,False
569,18.0,querydsl,JSR310OffsetDateTimeType,com.querydsl.sql.types.jsr310offsetdatetimetypetest.set,False,False,False
578,18.0,querydsl,UpdateBase,com.querydsl.sql.updatebase.update_limit,False,False,False
0,18.0,querydsl,AbstractEntity,com.querydsl.apt.domain.abstractentitytest.path_is_available,True,False,True
10,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field2,False,False,False
18,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_queryembedded4,False,False,False
21,18.0,querydsl,BeanSerializer,com.querydsl.codegen.beanserializertest.annotated_property_not_serialized,False,False,False
23,18.0,querydsl,CodegenModule,com.querydsl.codegen.codegenmoduletest.defaultprefix,False,False,False
26,18.0,querydsl,EmbeddableSerializer,com.querydsl.codegen.embeddableserializertest.no_package,False,False,False
37,18.0,querydsl,TypeFactory,com.querydsl.codegen.typefactorytest.generics_wildcard,False,False,False
40,18.0,querydsl,Alias,com.querydsl.collections.aliastest.various1,True,False,False
41,18.0,querydsl,Alias,com.querydsl.collections.aliastest.various3,True,False,False
52,18.0,querydsl,QueryMetadata,com.querydsl.collections.querymetadatatest.reusage,True,False,True
63,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createtimepath,False,False,False
107,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.desc,False,False,False
132,18.0,querydsl,PathInits,com.querydsl.core.types.dsl.pathinitstest.isinitialized,False,False,False
144,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.ne,False,False,False
149,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail3,True,False,False
167,18.0,querydsl,Serialization,com.querydsl.core.types.serializationtest.expressions,True,True,True
170,18.0,querydsl,BeanMap,com.querydsl.core.util.beanmaptest.beanmap,False,False,False
183,18.0,querydsl,PersonDao,com.querydsl.example.dao.persondaotest.findall,False,False,False
187,18.0,querydsl,SupplierDao,com.querydsl.example.dao.supplierdaotest.findbyid,False,False,False
189,18.0,querydsl,UserRepository,com.querydsl.example.jpa.repository.userrepositorytest.save_and_get_by_id,False,False,False
203,18.0,querydsl,HibernateBase,com.querydsl.jpa.hibernatebase.scrolltuple,True,True,False
205,18.0,querydsl,HibernateQueryFactory,com.querydsl.jpa.hibernatequeryfactorytest.from,False,False,False
225,18.0,querydsl,JPQLSerializer,com.querydsl.jpa.jpqlserializertest.count,False,False,False
235,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_not_sorted_offset_2,False,False,False
245,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.between_numeric,True,False,False
246,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.booleanbuilder,True,False,False
250,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.endswith,False,False,False
262,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.in,True,False,False
263,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.like,True,False,False
267,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe_equal,False,False,False
304,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.fuzzylike_with_similarity_and_prefix,True,False,False
323,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.list_with_filter,True,False,True
324,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.listdistinct,False,False,False
336,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.uniqueresult_with_param,True,False,False
350,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.equals_ignores_case,False,False,False
363,18.0,querydsl,QueryElement,com.querydsl.lucene5.queryelementtest.test,True,False,True
385,18.0,querydsl,MetaDataExporter,com.querydsl.sql.codegen.metadataexportertest.minimal_configuration_with_schemas_and_tables,False,False,False
390,18.0,querydsl,Configuration,com.querydsl.sql.configurationtest.get_schema,False,False,False
396,18.0,querydsl,SQLDeleteClause,com.querydsl.sql.dml.sqldeleteclausetest.getsql,False,False,False
407,18.0,querydsl,InsertBase,com.querydsl.sql.insertbase.insert_batch_to_bulk,False,False,False
412,18.0,querydsl,InsertBase,com.querydsl.sql.insertbase.insert_with_subquery_via_constructor,False,False,False
425,18.0,querydsl,MySQLQueryFactory,com.querydsl.sql.mysql.mysqlqueryfactorytest.insert,False,False,False
427,18.0,querydsl,MySQLQueryFactory,com.querydsl.sql.mysql.mysqlqueryfactorytest.insertonduplicatekeyupdate_null,False,False,False
430,18.0,querydsl,MySQLQuery,com.querydsl.sql.mysql.mysqlquerytest.intostring,False,False,False
438,18.0,querydsl,OracleQuery,com.querydsl.sql.oracle.oraclequerytest.connectbynocycleprior,False,False,False
467,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.dates_iot,True,False,False
469,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.end,True,False,False
477,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.inner_join_2conditions,True,False,False
478,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.join,True,True,True
480,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.like_ignore_case,True,False,False
493,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.order_nullslast,True,False,False
499,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.relationalpath_eq2,True,False,False
501,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.select_for_update_where,True,False,False
510,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.tuple_projection,True,True,False
516,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.yearweek_h2,True,False,False
544,18.0,querydsl,SQLSerializer,com.querydsl.sql.sqlserializertest.boolean_,True,False,False
552,18.0,querydsl,SQLServer2012Templates,com.querydsl.sql.sqlserver2012templatestest.limitoffset,False,False,False
563,18.0,querydsl,AbstractJSR310DateTimeType,com.querydsl.sql.types.abstractjsr310datetimetypetest.set_iot,False,False,False
576,18.0,querydsl,UpdateBase,com.querydsl.sql.updatebase.update,False,False,False
13,18.0,querydsl,IntegerExtensions,com.querydsl.apt.integerextensionstest.process,True,False,False
30,18.0,querydsl,GenericExporter,com.querydsl.codegen.genericexportertest.export,False,False,False
61,18.0,querydsl,PathFactory,com.querydsl.core.alias.pathfactorytest.createsetpath,False,False,False
83,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.first_set_and_list,False,False,False
88,18.0,querydsl,QueryModifiers,com.querydsl.core.querymodifierstest.limit,False,False,False
127,18.0,querydsl,MapPath,com.querydsl.core.types.dsl.mappathtest.getvaluetype,False,False,False
141,18.0,querydsl,TemplateExpression,com.querydsl.core.types.dsl.templateexpressiontest.factorymethods,False,False,False
147,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail,True,False,False
148,18.0,querydsl,ExpressionUtils,com.querydsl.core.types.expressionutilstest.regextolike_fail2,True,False,False
155,18.0,querydsl,Projections,com.querydsl.core.types.projectionstest.array,False,False,False
168,18.0,querydsl,ValidatingVisitor,com.querydsl.core.types.validatingvisitortest.visitconstantofqvoid,False,False,False
191,18.0,querydsl,UserRepository,com.querydsl.example.sql.repository.userrepositorytest.get_all_with_tweet_count,False,True,False
192,18.0,querydsl,UserRepository,com.querydsl.example.sql.repository.userrepositorytest.save_and_get_by_id,False,False,False
195,18.0,querydsl,SearchQuery,com.querydsl.hibernate.search.searchquerytest.listresults,False,False,False
198,18.0,querydsl,JDOQLTemplates,com.querydsl.jdo.jdoqltemplatestest.generic_precedence,True,False,False
200,18.0,querydsl,JDOSQLQuery,com.querydsl.jdo.jdosqlquerytest.count,False,False,False
206,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.delete_where_subquery2,True,False,False
215,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.from,False,False,False
222,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.innerjoinpentityofppentityofp,False,False,False
223,18.0,querydsl,JPQLQuery,com.querydsl.jpa.jpqlquerytest.leftjoinpentityofppentityofp,False,False,False
231,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.all_by_excluding_where,True,False,False
232,18.0,querydsl,LuceneQuery,com.querydsl.lucene3.lucenequerytest.list_distinct_property,False,False,False
247,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.contains,False,False,False
261,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.gt_not_in_range_because_equal,False,False,False
264,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.like_custom_wildcard_multiple_character,True,False,False
266,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.loe,False,False,False
291,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.notexists,True,False,False
297,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.between_empty_strings,False,False,False
300,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.eq_and_eq_not_does_not_find_results_because_second_expression_finds_nothing,True,False,False
315,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.unsupportedoperation,True,False,False
325,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.listdistinctresults,False,False,False
334,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.uniqueresult_finds_more_than_one_result,True,False,False
357,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.in,True,False,False
364,18.0,querydsl,TermElement,com.querydsl.lucene5.termelementtest.test,True,False,False
365,18.0,querydsl,TermElement,com.querydsl.lucene5.termelementtest.testequalsandhashcode,True,False,False
369,18.0,querydsl,MetadataExportMojo,com.querydsl.maven.metadataexportmojotest.executewithscalasources,False,False,False
389,18.0,querydsl,Configuration,com.querydsl.sql.configurationtest.custom_type,False,False,False
400,18.0,querydsl,FirebirdTemplates,com.querydsl.sql.firebirdtemplatestest.union,True,False,False
403,18.0,querydsl,H2Templates,com.querydsl.sql.h2templatestest.precedence,True,False,False
417,18.0,querydsl,MergeBase,com.querydsl.sql.mergebase.merge_listener,False,False,False
420,18.0,querydsl,MergeBase,com.querydsl.sql.mergebase.mergebatch_with_subquery,False,False,False
423,18.0,querydsl,Multikey,com.querydsl.sql.multikeytest.hashcode_,False,False,False
436,18.0,querydsl,OracleQueryFactory,com.querydsl.sql.oracle.oraclequeryfactorytest.merge,False,False,False
442,18.0,querydsl,OracleTemplates,com.querydsl.sql.oracletemplatestest.precedence,True,False,False
443,18.0,querydsl,PostgreSQLQueryFactory,com.querydsl.sql.postgresql.postgresqlqueryfactorytest.delete,False,False,False
465,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.dates,True,True,False
476,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.inner_join,True,False,False
483,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.listresults,True,False,False
491,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.number_as_boolean_null,True,False,False
504,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.statementoptions,True,False,True
518,18.0,querydsl,SelectWindowFunctionsBase,com.querydsl.sql.selectwindowfunctionsbase.windowfunctions_manual_paging,True,True,False
520,18.0,querydsl,SelectWindowFunctionsBase,com.querydsl.sql.selectwindowfunctionsbase.windowfunctions_qualify,False,False,False
536,18.0,querydsl,SQLBindings,com.querydsl.sql.sqlbindingstest.params,False,False,False
537,18.0,querydsl,SQLCloseListener,com.querydsl.sql.sqlcloselistenertest.iterate,True,True,False
538,18.0,querydsl,SQLiteTemplates,com.querydsl.sql.sqlitetemplatestest.precedence,True,False,False
543,18.0,querydsl,SQLQueryFactory,com.querydsl.sql.sqlqueryfactorytest.query,False,False,False
551,18.0,querydsl,SQLServer2012Templates,com.querydsl.sql.sqlserver2012templatestest.delete_limit,True,False,False
557,18.0,querydsl,SQLTemplates,com.querydsl.sql.sqltemplatestest.numeric_operations,True,False,False
582,18.0,querydsl,UpdateBase,com.querydsl.sql.updatebase.update_with_subquery_notexists,False,False,False
14,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_abstractclasses2,False,False,False
27,18.0,querydsl,EntitySerializer,com.querydsl.codegen.entityserializertest.correct_superclass,False,False,False
48,18.0,querydsl,JodaTimeTemplates,com.querydsl.collections.jodatimetemplatestest.localtime,False,False,False
54,18.0,querydsl,Serialization,com.querydsl.collections.serializationtest.onesource_filtered_projectedunique,False,False,False
72,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.getgroupby,False,False,False
82,18.0,querydsl,GroupByMap,com.querydsl.core.group.groupbymaptest.array_access,False,False,False
96,18.0,querydsl,ConstructorExpression,com.querydsl.core.types.constructorexpressiontest.create3,False,False,False
99,18.0,querydsl,BooleanExpression,com.querydsl.core.types.dsl.booleanexpressiontest.isfalse,True,False,False
112,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.allof,False,False,False
138,18.0,querydsl,SimpleExpression,com.querydsl.core.types.dsl.simpleexpressiontest.as_usage,True,False,False
152,18.0,querydsl,JavaTemplates,com.querydsl.core.types.javatemplatestest.precedence,False,False,False
156,18.0,querydsl,Projections,com.querydsl.core.types.projectionstest.constructor,False,False,False
158,18.0,querydsl,QBean,com.querydsl.core.types.qbeantest.supertype_population,False,False,False
164,18.0,querydsl,QTuple,com.querydsl.core.types.qtupletest.duplicates2,False,False,False
172,18.0,querydsl,BeanMap,com.querydsl.core.util.beanmaptest.tostring_,False,False,False
178,18.0,querydsl,ReflectionUtils,com.querydsl.core.util.reflectionutilstest.getannotatedelement,True,False,False
181,18.0,querydsl,OrderDao,com.querydsl.example.dao.orderdaotest.findbyid,False,False,False
186,18.0,querydsl,SupplierDao,com.querydsl.example.dao.supplierdaotest.findall,False,False,False
209,18.0,querydsl,JPABase,com.querydsl.jpa.jpabase.queryexposure,True,False,False
210,18.0,querydsl,JPACollectionAnyVisitor,com.querydsl.jpa.jpacollectionanyvisitortest.simple_booleanoperation_elementcollection,True,False,True
211,18.0,querydsl,JPAProvider,com.querydsl.jpa.jpaprovidertest.hibernate,False,False,False
216,18.0,querydsl,JPAQueryFactory,com.querydsl.jpa.jpaqueryfactorytest.query2,False,False,False
229,18.0,querydsl,NativeSQLSerializer,com.querydsl.jpa.nativesqlserializertest.in,False,False,False
244,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.between_does_not_find_results,True,False,False
253,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.eq_phrase,False,False,False
254,18.0,querydsl,LuceneSerializer,com.querydsl.lucene3.luceneserializertest.eq_phrase_does_not_find_results_because_word_in_middle,True,False,False
280,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.count_index_problem,True,False,False
285,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.list_not_sorted_limit_0,False,False,False
292,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.single_result_considers_limit_and_actual_result_size,False,False,False
295,18.0,querydsl,LuceneQuery,com.querydsl.lucene4.lucenequerytest.singleresult,False,False,False
305,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.goe_equal,False,False,False
316,18.0,querydsl,LuceneSerializer,com.querydsl.lucene4.luceneserializertest.various,True,True,True
320,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.count,False,False,False
331,18.0,querydsl,LuceneQuery,com.querydsl.lucene5.lucenequerytest.single_result_returns_null_if_nothing_is_in_range,True,False,False
339,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.between_is_inclusive_to_end,True,False,False
345,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.eq,False,False,False
354,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.gt_not_in_range_because_equal,False,False,False
358,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.like_custom_wildcard_multiple_character,True,False,False
361,18.0,querydsl,LuceneSerializer,com.querydsl.lucene5.luceneserializertest.pathany,False,False,False
375,18.0,querydsl,MongodbSerializer,com.querydsl.mongodb.mongodbserializertest.indexedaccess,True,False,False
387,18.0,querydsl,OriginalNamingStrategy,com.querydsl.sql.codegen.originalnamingstrategytest.getpropertyname,False,False,False
414,18.0,querydsl,JavaTypeMapping,com.querydsl.sql.javatypemappingtest.gettype_for_object,False,False,False
429,18.0,querydsl,MySQLQuery,com.querydsl.sql.mysql.mysqlquerytest.ignoreindex,False,False,False
437,18.0,querydsl,OracleQueryFactory,com.querydsl.sql.oracle.oraclequeryfactorytest.update,False,False,False
445,18.0,querydsl,PostgreSQLQuery,com.querydsl.sql.postgresql.postgresqlquerytest.tostring,True,False,False
458,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.coalesce,True,False,False
461,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.count_distinct2,True,False,False
472,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.groupby_distinct_count,True,False,False
479,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.joins,True,True,False
481,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.limit_and_offset,True,False,False
489,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.notin_long_list,True,False,False
503,18.0,querydsl,SelectBase,com.querydsl.sql.selectbase.serialization2,True,False,True
532,18.0,querydsl,SpatialBase,com.querydsl.sql.spatial.spatialbase.multipoint_methods,True,True,False
540,18.0,querydsl,SQLListeners,com.querydsl.sql.sqllistenerstest.notifyquery_parent,False,False,False
546,18.0,querydsl,SQLSerializer,com.querydsl.sql.sqlserializertest.list_in_query,True,False,False
559,18.0,querydsl,SubqueriesBase,com.querydsl.sql.subqueriesbase.keys,False,False,False
562,18.0,querydsl,Template,com.querydsl.sql.templatetest.todate,False,False,False
568,18.0,querydsl,JSR310OffsetDateTimeType,com.querydsl.sql.types.jsr310offsetdatetimetypetest.jodaset,False,False,False
7,18.0,querydsl,RooEntities,com.querydsl.apt.domain.rooentitiestest.roojpaentity,False,False,False
9,18.0,querydsl,SimpleTypes,com.querydsl.apt.domain.simpletypestest.skipped_field1,False,False,False
16,18.0,querydsl,QuerydslAnnotationProcessor,com.querydsl.apt.querydslannotationprocessortest.process_inheritance2test,False,False,False
42,18.0,querydsl,CollQueryFunctions,com.querydsl.collections.collqueryfunctionstest.coalesce,True,False,False
53,18.0,querydsl,Serialization,com.querydsl.collections.serializationtest.onesource_filtered_projectedlist,False,False,False
67,18.0,querydsl,BooleanBuilder,com.querydsl.core.booleanbuildertest.booleanbuilder_equals_constant,False,False,False
75,18.0,querydsl,DefaultQueryMetadata,com.querydsl.core.defaultquerymetadatatest.joinshouldbecommitted,False,False,False
101,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.casebuildertest.enumtyped,False,False,False
105,18.0,querydsl,CaseBuilder,com.querydsl.core.types.dsl.caseforeqbuildertest.timetype,False,False,False
110,18.0,querydsl,Coalesce,com.querydsl.core.types.dsl.coalescetest.withoutwarnings,False,False,False
116,18.0,querydsl,Expressions,com.querydsl.core.types.dsl.expressionstest.asdatetime_returns_a_corresponding_datetimeexpression_for_a_given_constant,True,False,False
124,18.0,querydsl,ListPath,com.querydsl.core.types.dsl.listpathtest.getelementtype,False,False,False
131,18.0,querydsl,PathBuilder,com.querydsl.core.types.dsl.pathbuildertest.getenum,False,False,False
133,18.0,querydsl,Path,com.querydsl.core.types.dsl.pathtest.getannotatedelement,True,False,True
135,18.0,querydsl,Path,com.querydsl.core.types.dsl.pathtest.parent_path,False,False,False
137,18.0,querydsl,SetPath,com.querydsl.core.types.dsl.setpathtest.getelementtype,False,False,False
154,18.0,querydsl,MappingProjection,com.querydsl.core.types.mappingprojectiontest.single_arg,False,False,False
157,18.0,querydsl,Projections,com.querydsl.core.types.projectionstest.nestedskipnulls,False,False,False
161,18.0,querydsl,QMap,com.querydsl.core.types.qmaptest.twoexpressions_getargs,False,False,False
