null,idProject,nameProject,productionClass,testCase,isTestRedundancy,isTestRedundancyManual,prediction
1076,50.0,hadoop,MetricsSystemImpl,org.apache.hadoop.metrics2.impl.testmetricssystemimpl.teststartstopstart,False,False,False
1085,50.0,hadoop,MetricsAnnotations,org.apache.hadoop.metrics2.lib.testmetricsannotations.testbadmethodreturntype,False,False,False
1090,50.0,hadoop,MutableRollingAverages,org.apache.hadoop.metrics2.lib.testmutablerollingaverages.testmutablerollingaveragesmetric,False,False,False
1107,50.0,hadoop,NetworkTopology,org.apache.hadoop.net.testnetworktopology.testcreateinvalidtopology,False,False,False
1113,50.0,hadoop,NetworkTopologyWithNodeGroup,org.apache.hadoop.net.testnetworktopologywithnodegroup.testchooserandomexcludednode,False,False,False
1119,50.0,hadoop,ScriptBasedMappingWithDependency,org.apache.hadoop.net.testscriptbasedmappingwithdependency.testfilenamemeansmultiswitch,False,False,False
1128,50.0,hadoop,DomainSocket,org.apache.hadoop.net.unix.testdomainsocket.testserveroptions,False,False,False
1143,50.0,hadoop,RpcCallCache,org.apache.hadoop.oncrpc.testrpccallcache.testrpccallcacheconstructor,False,False,False
1154,50.0,hadoop,ReportPublisher,org.apache.hadoop.ozone.container.common.report.testreportpublisher.testpublishreport,False,False,False
1161,50.0,hadoop,Endpoint,org.apache.hadoop.ozone.container.common.testendpoint.testheartbeatwithcommandstatusreport,False,False,False
1180,50.0,hadoop,BucketManagerImpl,org.apache.hadoop.ozone.om.testbucketmanagerimpl.testdeletebucket,False,False,False
1184,50.0,hadoop,OzoneManager,org.apache.hadoop.ozone.om.testozonemanager.testcreatevolume,False,False,False
1194,50.0,hadoop,OzoneManagerLock,org.apache.hadoop.ozone.om.testozonemanagerlock.testsamebucketlock,False,False,False
1200,50.0,hadoop,XceiverClientManager,org.apache.hadoop.ozone.scm.testxceiverclientmanager.testfreebyreference,False,False,False
1214,50.0,hadoop,CuratorService,org.apache.hadoop.registry.client.impl.testcuratorservice.testexistsmissing,False,False,False
1217,50.0,hadoop,FSRegistryOperationsService,org.apache.hadoop.registry.client.impl.testfsregistryoperationsservice.testexists,False,False,False
1229,50.0,hadoop,RegistryDNS,org.apache.hadoop.registry.server.dns.testregistrydns.testsplitreversezonenames,False,False,False
1231,50.0,hadoop,ReverseZoneUtils,org.apache.hadoop.registry.server.dns.testreversezoneutils.testgetreversezonenetworkaddress,False,False,False
1245,50.0,hadoop,KerberosAuthenticator,org.apache.hadoop.security.authentication.client.testkerberosauthenticator.testauthenticationwithmultiauthhandler,False,False,False
1252,50.0,hadoop,AuthenticationFilter,org.apache.hadoop.security.authentication.server.testauthenticationfilter.testdofilterauthenticationunauthorizedexpired,False,False,False
1253,50.0,hadoop,AuthenticationFilter,org.apache.hadoop.security.authentication.server.testauthenticationfilter.testgettoken,False,False,False
1273,50.0,hadoop,ZKSignerSecretProvider,org.apache.hadoop.security.authentication.util.testzksignersecretprovider.testmultiple1,False,False,False
1276,50.0,hadoop,DefaultImpersonationProvider,org.apache.hadoop.security.authorize.testdefaultimpersonationprovider.testauthorizationsuccess,False,False,False
1289,50.0,hadoop,KDiag,org.apache.hadoop.security.testkdiag.testsecure,False,False,False
1293,50.0,hadoop,Permission,org.apache.hadoop.security.testpermission.testcreate,False,False,False
1315,50.0,hadoop,WhitelistBasedResolver,org.apache.hadoop.security.testwhitelistbasedresolver.testfixedandlocalwhitelist,False,False,False
1321,50.0,hadoop,DtUtilShell,org.apache.hadoop.security.token.testdtutilshell.testformatprotoflag,False,False,False
1325,50.0,hadoop,Token,org.apache.hadoop.security.token.testtoken.testdecodewritableargsanitycheck,False,False,False
1326,50.0,hadoop,ServiceLauncher,org.apache.hadoop.service.launcher.testservicelauncher.testbasicexceptionformatting,False,False,False
1333,50.0,hadoop,CompositeService,org.apache.hadoop.service.testcompositeservice.testaddinitedsiblinginstart,False,False,False
1349,50.0,hadoop,DeletedDirTracker,org.apache.hadoop.tools.mapred.testdeleteddirtracker.testnorootfile,False,False,False
1359,50.0,hadoop,DistCpSync,org.apache.hadoop.tools.testdistcpsync.testfallback,False,False,False
1370,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testmissingsourceinfo,False,False,False
1379,50.0,hadoop,OptionsParser,org.apache.hadoop.tools.testoptionsparser.testsourcelisting,False,False,False
1392,50.0,hadoop,TypedBytesWritable,org.apache.hadoop.typedbytes.testtypedbyteswritable.testio,False,False,False
1393,50.0,hadoop,ChildReaper,org.apache.hadoop.util.curator.testchildreaper.testnamespace,False,False,False
1443,50.0,hadoop,NativeCrc32,org.apache.hadoop.util.testnativecrc32.testverifychunkedsumsbytearraysuccess,False,False,False
1465,50.0,hadoop,StringUtils,org.apache.hadoop.util.teststringutils.testisalpha,False,False,False
1474,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testkeyprefixfilter,False,False,False
1476,50.0,hadoop,MetadataStore,org.apache.hadoop.utils.testmetadatastore.testpeekfrom,False,False,False
1490,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclientmatchingfit,False,False,False
1491,50.0,hadoop,AMRMClient,org.apache.hadoop.yarn.client.api.impl.testamrmclient.testamrmclientmatchingfitinferredrack,False,False,False
1527,50.0,hadoop,SchedConfCLI,org.apache.hadoop.yarn.client.cli.testschedconfcli.testupdatequeues,False,False,False
1534,50.0,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testgetqueueinfo,False,False,False
1541,50.0,hadoop,YarnClientUtils,org.apache.hadoop.yarn.client.util.testyarnclientutils.testgetrmprincipalha_configuration,False,False,False
1548,50.0,hadoop,RPCUtil,org.apache.hadoop.yarn.ipc.testrpcutil.testremoteruntimeexceptionunwrapping,False,False,False
1569,50.0,hadoop,RegisterNodeManagerResponse,org.apache.hadoop.yarn.server.api.protocolrecords.testregisternodemanagerresponse.testroundtrip,False,False,False
1583,50.0,hadoop,AHSWebServices,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebservices.testcontainerlogsmetaforrunningapps,True,False,False
1587,50.0,hadoop,LocalityMulticastAMRMProxyPolicy,org.apache.hadoop.yarn.server.federation.policies.amrmproxy.testlocalitymulticastamrmproxypolicy.teststresspolicy,False,False,False
1592,50.0,hadoop,FederationStateStoreFacade,org.apache.hadoop.yarn.server.federation.utils.testfederationstatestorefacade.testaddapplicationhomesubcluster,False,False,False
11,50.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgetclassbynameornull,False,False,False
17,50.0,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testinputstreamresource,False,False,False
28,50.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testdelegationtokensopshttppseudo,False,False,False
34,50.0,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.teststartstophttpspseudo,False,False,False
40,50.0,hadoop,LoadBalancingKMSClientProvider,org.apache.hadoop.crypto.key.kms.testloadbalancingkmsclientprovider.testclientretrieswithtimeoutsexception,False,False,False
89,50.0,hadoop,HttpFSServerWebServer,org.apache.hadoop.fs.http.server.testhttpfsserverwebserver.testdoublestop,False,False,False
90,50.0,hadoop,HttpFileSystem,org.apache.hadoop.fs.http.testhttpfilesystem.testhttpfilesystem,False,False,False
95,50.0,hadoop,AbstractITCommitProtocol,org.apache.hadoop.fs.s3a.commit.abstractitcommitprotocol.testcommitterwithfailure,False,False,False
98,50.0,hadoop,Paths,org.apache.hadoop.fs.s3a.commit.staging.testpaths.testrelativizeparent,False,False,False
110,50.0,hadoop,Tasks,org.apache.hadoop.fs.s3a.commit.testtasks.testfailslowcallrevertsuppressed,False,False,False
115,50.0,hadoop,DirListingMetadata,org.apache.hadoop.fs.s3a.s3guard.testdirlistingmetadata.testlistingunmodifiable,False,False,False
125,50.0,hadoop,Invoker,org.apache.hadoop.fs.s3a.testinvoker.testconnectionretrypolicyidempotent,False,False,False
132,50.0,hadoop,Invoker,org.apache.hadoop.fs.s3a.testinvoker.testshadedconnectiontimeoutexceptionmatching,False,False,False
136,50.0,hadoop,S3xLoginHelper,org.apache.hadoop.fs.s3native.tests3xloginhelper.testfsuriwithslashinpass,False,False,False
146,50.0,hadoop,PathData,org.apache.hadoop.fs.shell.testpathdata.testcwdcontents,False,False,False
147,50.0,hadoop,PathData,org.apache.hadoop.fs.shell.testpathdata.testqualifieduricontents,False,False,False
149,50.0,hadoop,PathData,org.apache.hadoop.fs.shell.testpathdata.testtofilerawwindowspaths,False,False,False
157,50.0,hadoop,RestClientBindings,org.apache.hadoop.fs.swift.http.testrestclientbindings.testemptyhostname,False,False,False
163,50.0,hadoop,BlockLocation,org.apache.hadoop.fs.testblocklocation.testblocklocationsetters,False,False,False
173,50.0,hadoop,ContentSummary,org.apache.hadoop.fs.testcontentsummary.testtostringnoshowquota,False,False,False
174,50.0,hadoop,ContentSummary,org.apache.hadoop.fs.testcontentsummary.testtostringwithquota,False,False,False
175,50.0,hadoop,DelegationTokenRenewer,org.apache.hadoop.fs.testdelegationtokenrenewer.testaddrenewactionwithnotoken,False,False,False
178,50.0,hadoop,FileStatus,org.apache.hadoop.fs.testfilestatus.tostringfile,False,False,False
181,50.0,hadoop,FileUtil,org.apache.hadoop.fs.testfileutil.testcopy5,False,False,False
184,50.0,hadoop,FileUtil,org.apache.hadoop.fs.testfileutil.testreadsymlink,False,False,False
186,50.0,hadoop,FileUtil,org.apache.hadoop.fs.testfileutil.teststat2paths1,False,False,False
193,50.0,hadoop,FilterFileSystem,org.apache.hadoop.fs.testfilterfilesystem.testfilterfilesystem,False,False,False
205,50.0,hadoop,LocalDirAllocator,org.apache.hadoop.fs.testlocaldirallocator.testgetlocalpathforwriteforinvalidpaths,False,False,False
219,50.0,hadoop,QuotaUsage,org.apache.hadoop.fs.testquotausage.testtostringnoquota,False,False,False
225,50.0,hadoop,XAttr,org.apache.hadoop.fs.testxattr.testxattrhashcode,False,False,False
232,50.0,hadoop,ChRootedFs,org.apache.hadoop.fs.viewfs.testchrootedfs.testcreatedelete,False,False,False
280,50.0,hadoop,SCMNodeStorageStatMap,org.apache.hadoop.hdds.scm.node.testscmnodestoragestatmap.testinsertnewdatanode,False,False,False
283,50.0,hadoop,BlockReaderFactory,org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testgetpathinfowithunresolvedhost,False,False,False
285,50.0,hadoop,BlockReaderFactory,org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testshortcircuitcacheunbufferwithdisableinterval,False,False,False
290,50.0,hadoop,BlockReaderLocal,org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalonfilewithoutchecksumnoreadahead,False,False,False
301,50.0,hadoop,RpcProgramNfs3,org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testcreate,False,False,False
303,50.0,hadoop,RpcProgramNfs3,org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testidempotent,False,False,False
325,50.0,hadoop,PBHelper,org.apache.hadoop.hdfs.protocolpb.testpbhelper.testfsserverdefaultshelper,False,False,False
329,50.0,hadoop,QuorumJournalManager,org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testcrashbetweensynclogandpersistpaxosdata,False,False,False
335,50.0,hadoop,Journal,org.apache.hadoop.hdfs.qjournal.server.testjournal.testepochhandling,False,False,False
350,50.0,hadoop,Balancer,org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancerwithpinnedblocks,False,False,False
355,50.0,hadoop,BlockInfoStriped,org.apache.hadoop.hdfs.server.blockmanagement.testblockinfostriped.testaddstorage,False,False,False
357,50.0,hadoop,BlockManager,org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testblockreportqueueing,False,False,False
372,50.0,hadoop,DatanodeManager,org.apache.hadoop.hdfs.server.blockmanagement.testdatanodemanager.testbadscript,False,False,False
393,50.0,hadoop,FsDatasetImpl,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testduplicatereplicaresolution,False,False,False
408,50.0,hadoop,BPOfferService,org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testibrclearanceforstandbyonreregister,False,False,False
409,50.0,hadoop,BPOfferService,org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testignoredeletionsfromnonactive,False,False,False
419,50.0,hadoop,DataNodeMXBean,org.apache.hadoop.hdfs.server.datanode.testdatanodemxbean.testdatanodemxbeansecurityenabled,False,False,False
423,50.0,hadoop,DirectoryScanner,org.apache.hadoop.hdfs.server.datanode.testdirectoryscanner.testretainblockonpersistentstorage,False,False,False
431,50.0,hadoop,StorageReport,org.apache.hadoop.hdfs.server.datanode.teststoragereport.teststoragereporthasstoragetypeandstate,False,False,False
438,50.0,hadoop,Planner,org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testloadscorrectclusterconnector,False,False,False
442,50.0,hadoop,FederationMetrics,org.apache.hadoop.hdfs.server.federation.metrics.testfederationmetrics.testnameservicestatsdatasource,False,False,False
449,50.0,hadoop,ConnectionManager,org.apache.hadoop.hdfs.server.federation.router.testconnectionmanager.testvalidclientindex,False,False,False
470,50.0,hadoop,EditLogTailer,org.apache.hadoop.hdfs.server.namenode.ha.testeditlogtailer.testnn0triggerslogrolls,False,False,False
492,50.0,hadoop,SnapshotDiffReport,org.apache.hadoop.hdfs.server.namenode.snapshot.testsnapshotdiffreport.testsnapshotdiffinfo,False,False,False
498,50.0,hadoop,AclTransformation,org.apache.hadoop.hdfs.server.namenode.testacltransformation.testfilteraclentriesbyaclspecautomaticdefaultother,False,False,False
502,50.0,hadoop,AclTransformation,org.apache.hadoop.hdfs.server.namenode.testacltransformation.testmergeaclentriesautomaticdefaultuser,False,False,False
513,50.0,hadoop,FileJournalManager,org.apache.hadoop.hdfs.server.namenode.testfilejournalmanager.testinprogressrecoverymixed,False,False,False
518,50.0,hadoop,FSEditLogLoader,org.apache.hadoop.hdfs.server.namenode.testfseditlogloader.testfseditlogopcodes,False,False,False
530,50.0,hadoop,FSNamesystemLock,org.apache.hadoop.hdfs.server.namenode.testfsnamesystemlock.testfswritelocklongholdingreport,False,False,False
542,50.0,hadoop,INodeAttributeProvider,org.apache.hadoop.hdfs.server.namenode.testinodeattributeprovider.testauthzdelegationtoprovider,False,False,False
543,50.0,hadoop,INodeAttributeProvider,org.apache.hadoop.hdfs.server.namenode.testinodeattributeprovider.testcustomprovider,False,False,False
559,50.0,hadoop,NameNodeResourceChecker,org.apache.hadoop.hdfs.server.namenode.testnamenoderesourcechecker.testcheckavailabilityneg,False,False,False
575,50.0,hadoop,ExternalStoragePolicySatisfier,org.apache.hadoop.hdfs.server.sps.testexternalstoragepolicysatisfier.testoutstandingqueuelimitexceeds,False,False,False
588,50.0,hadoop,BlockStoragePolicy,org.apache.hadoop.hdfs.testblockstoragepolicy.testchoosestoragetypeswitharchiveunavailable,False,False,False
599,50.0,hadoop,DatanodeRegistration,org.apache.hadoop.hdfs.testdatanoderegistration.testregistrationwithdifferentsoftwareversions,False,False,False
600,50.0,hadoop,DataTransferProtocol,org.apache.hadoop.hdfs.testdatatransferprotocol.testdatatransferprotocol,False,False,False
629,50.0,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.testenableanddisableerasurecodingpolicy,False,False,False
632,50.0,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.testinvalidscriptmappingfilereadstatistics,False,False,False
634,50.0,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.testremoveerasurecodingpolicy,False,False,False
635,50.0,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.teststatistics,False,False,False
648,50.0,hadoop,HdfsAdmin,org.apache.hadoop.hdfs.testhdfsadmin.testhdfsadminstoragepolicies,False,False,False
653,50.0,hadoop,Quota,org.apache.hadoop.hdfs.testquota.testblockallocationadjustsusageconservatively,False,False,False
658,50.0,hadoop,Quota,org.apache.hadoop.hdfs.testquota.testsetspacequotawhenstoragetypeiswrong,False,False,False
670,50.0,hadoop,OfflineImageViewer,org.apache.hadoop.hdfs.tools.offlineimageviewer.testofflineimageviewer.testfiledistributioncalculatorwithoptions,False,False,False
675,50.0,hadoop,DFSAdmin,org.apache.hadoop.hdfs.tools.testdfsadmin.testdatanodegetreconfigurationstatus,False,False,False
691,50.0,hadoop,FoldedTreeSet,org.apache.hadoop.hdfs.util.foldedtreesettest.testsize,False,False,False
693,50.0,hadoop,ByteArrayManager,org.apache.hadoop.hdfs.util.testbytearraymanager.testallocaterecycle,False,False,False
705,50.0,hadoop,LightWeightLinkedSet,org.apache.hadoop.hdfs.util.testlightweightlinkedset.testremovemulti,False,False,False
714,50.0,hadoop,Param,org.apache.hadoop.hdfs.web.resources.testparam.testrenewerparam,False,False,False
722,50.0,hadoop,JSONUtil,org.apache.hadoop.hdfs.web.testjsonutil.testtojsonfromaclstatus,False,False,False
731,50.0,hadoop,WebHdfs,org.apache.hadoop.hdfs.web.testwebhdfs.testwebhdfsdeletesnapshot,False,False,False
737,50.0,hadoop,CompressorStream,org.apache.hadoop.io.compress.testcompressorstream.testclose,False,False,False
743,50.0,hadoop,RawErasureCoderBenchmark,org.apache.hadoop.io.erasurecode.rawcoder.testrawerasurecoderbenchmark.testrscoder,False,False,False
757,50.0,hadoop,RetryProxy,org.apache.hadoop.io.retry.testretryproxy.testretryotherthanremoteexception,False,False,False
766,50.0,hadoop,ArrayWritable,org.apache.hadoop.io.testarraywritable.testthrowundefinedvalueexception,False,False,False
794,50.0,hadoop,VersionedWritable,org.apache.hadoop.io.testversionedwritable.testadvancedversionedwritable,False,False,False
