Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,achilles,adaboost,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,decisiontree,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,multilayerperceptron,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7336363636363636
within,achilles,naivebayes,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,randomforest,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,svm,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,activiti,adaboost,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.6666666666666666
within,activiti,decisiontree,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.6666666666666666
within,activiti,multilayerperceptron,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.7083333333333333
within,activiti,naivebayes,2.0,21.0,2.0,0.0,0.0666666666666666,0.2,0.15,0.9166666666666666,0.1,0.0,0.6666666666666666
within,activiti,randomforest,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.6666666666666666
within,activiti,svm,0.0,0.0,23.0,2.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.6666666666666666
within,admiral,adaboost,0.0,2.0,289.0,135.0,0.0,0.0,0.6785160575858251,0.0046511627906976,0.0,-0.0208786153520453,0.5308201272568018
within,admiral,decisiontree,0.0,2.0,289.0,135.0,0.0,0.0,0.6785160575858251,0.0046511627906976,0.0,-0.0208786153520453,0.5308173297679821
within,admiral,multilayerperceptron,0.0,1.0,290.0,135.0,0.0,0.0,0.680841638981174,0.0023255813953488,0.0,-0.0107211253483779,0.4752737724960398
within,admiral,naivebayes,15.0,38.0,253.0,120.0,0.1559523809523809,0.1076923076923076,0.6296788482834994,0.1233665559246954,0.0718253968253968,-0.0553532279389838,0.4181660242088895
