,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,isEagerTest,isEagerTestManual,prediction
1,21.0,c2mon,ClientDataTagCacheImpl,cern.c2mon.client.core.cache.clientdatatagcacheimpltest.testhistorymode,0.7084366366501886,False,True,False
2,21.0,c2mon,AbstractQueuedWrapper,cern.c2mon.client.core.jms.impl.abstractqueuedwrappertest.testnohealthnotification,0.4881940976996264,False,True,False
3,21.0,c2mon,JmsProxy,cern.c2mon.client.core.jms.jmsproxytest.testreconnectandnotification,0.2956987099365041,True,False,False
6,21.0,c2mon,TagController,cern.c2mon.client.core.tag.tagcontrollertest.testupdatewithequipmentdown,0.9735674892668136,False,False,True
8,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testaddsourcecommandtagnosuccess,0.6254022862148181,False,False,False
10,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testfinddatatagfailure,0.5774341723770999,False,False,False
12,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testnoexistantequipment,0.54094576830944,False,False,False
13,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testremovenonexistentsourcedatatag,0.6552660728188134,False,False,False
16,21.0,c2mon,ProcessConfigurationLoader,cern.c2mon.daq.common.conf.processconfigurationloadertest.testconfigrejectedexception,0.4947966463633887,False,False,False
18,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testonremovedatatag,0.4651277059263112,False,False,False
19,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testonupdatedatatag,0.4210576916220672,False,False,False
20,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagfuturesourcets,0.6892363133225134,False,False,False
22,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagwithvalueconversionfloat2boolean,0.6910929545731755,False,False,False
23,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredinvalidtimestamp,0.664307998469695,False,False,False
25,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredoldupdatesent,0.6562382814258799,False,False,False
27,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwitharbitraryobjectwithcurrentvalue,0.640067841947312,False,False,False
28,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithintarray,0.715037063482446,False,False,False
29,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithvalueconversionshort2boolean,0.7011527997837633,False,False,False
32,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendvalidtagtimedeadbandenabled,0.7098594576180202,False,False,False
34,21.0,c2mon,SDTTimeDeadbandScheduler,cern.c2mon.daq.common.impl.sdttimedeadbandschedulertest.testschedulenofiltering,0.6575088361261962,False,False,False
36,21.0,c2mon,RequestController,cern.c2mon.daq.common.messaging.impl.requestcontrollertest.testapplychange,0.487103832750632,False,True,False
37,21.0,c2mon,RequestController,cern.c2mon.daq.common.messaging.impl.requestcontrollertest.testonsourcedatatagvalueupdaterequestequipment,0.7537585518271336,False,False,False
38,21.0,c2mon,SourceCommandExecutor,cern.c2mon.daq.common.messaging.impl.sourcecommandexecutortest.testcallnoresponse,0.8220915143848193,False,False,False
42,21.0,c2mon,CounterTimeDeadbandActivator,cern.c2mon.daq.filter.dynamic.countertimedeadbandactivatortest.testonoff,0.4062048124087898,False,True,False
44,21.0,c2mon,DataTagValueFilter,cern.c2mon.daq.tools.datatagvaluefiltertest.testisrelativevaluedeadband,0.7216989187371949,False,False,False
45,21.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testcloseinputstream,0.7400089413702117,False,False,False
46,21.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testcloseoutputstream,0.7496194692170406,False,False,False
50,21.0,c2mon,AlarmCache,cern.c2mon.server.cache.alarm.alarmcachetest.testgetalarmsbycodeandfamily,0.5999247940866175,False,False,False
54,21.0,c2mon,AbstractTagFacade,cern.c2mon.server.cache.datatag.abstracttagfacadetest.testinvalidupdatefilteredout2,0.7993612361053659,False,False,False
55,21.0,c2mon,DataTagCache,cern.c2mon.server.cache.datatag.datatagcachetest.testcacheloading,0.5004733633956177,False,True,False
