,idProject,nameProject,productionClass,testCase,isResourceOptimism,isResourceOptimismManual,prediction
7,1.0,spring-ws,InterceptorsBeanDefinitionParser,org.springframework.ws.config.interceptorsbeandefinitionparsertest.ordering,True,False,False
9,1.0,spring-ws,DefaultMessageContext,org.springframework.ws.context.defaultmessagecontexttest.testrequest,False,False,False
15,1.0,spring-ws,MarshallingMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.marshallingmethodendpointadaptertest.testnoresponse,True,False,False
35,1.0,spring-ws,XPathParamAnnotationMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.xpathparamannotationmethodendpointadaptertest.testsupportssource,False,False,False
42,1.0,spring-ws,SimpleMethodEndpointMapping,org.springframework.ws.server.endpoint.mapping.simplemethodendpointmappingtest.testgetlookupkeyformessagenonamespace,True,False,False
48,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testgetendpointadaptersupportedendpoint,False,False,False
58,1.0,spring-ws,AxiomUtils,org.springframework.ws.soap.axiom.support.axiomutilstest.testtonamespaceprefixundeclared,False,False,False
83,1.0,spring-ws,SoapActionSmartEndpointInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.soapactionsmartendpointinterceptortest.shouldinterceptmatch,True,False,False
92,1.0,spring-ws,SoapFaultMappingExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultmappingexceptionresolvertest.testresolveexceptionreceiversoap12,True,False,False
101,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.createserverapplicationcontextwebservicetemplate,True,False,False
102,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.payloadmatch,False,False,False
105,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.xsdmatch,False,False,False
110,1.0,spring-ws,SchemaValidatingMatcher,org.springframework.ws.test.support.matcher.schemavalidatingmatchertest.multipleschemadifferentordernotok,False,False,False
113,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.doesnotexistmatch,False,False,False
137,1.0,spring-ws,QNameUtils,org.springframework.xml.namespace.qnameutilstest.testgetqnamefornodenonamespace,False,False,False
150,1.0,spring-ws,XmlValidatorFactory,org.springframework.xml.validation.xmlvalidatorfactorytest.testcreatevalidator,False,False,False
6,1.0,spring-ws,WsConfigurationSupport,org.springframework.ws.config.annotation.wsconfigurationsupporttest.interceptors,True,False,False
8,1.0,spring-ws,DefaultMessageContext,org.springframework.ws.context.defaultmessagecontexttest.testproperties,False,False,False
13,1.0,spring-ws,GenericMarshallingMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.genericmarshallingmethodendpointadaptertest.testunsupportedmethodmultipleparams,False,False,False
17,1.0,spring-ws,MessageEndpointAdapter,org.springframework.ws.server.endpoint.adapter.messageendpointadaptertest.testsupports,False,False,False
21,1.0,spring-ws,JaxbElementPayloadMethodProcessor,org.springframework.ws.server.endpoint.adapter.method.jaxb.jaxbelementpayloadmethodprocessortest.resolveargument,True,False,False
31,1.0,spring-ws,XPathParamMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.xpathparammethodargumentresolvertest.resolvenamespacesmethod,True,False,False
32,1.0,spring-ws,XPathParamMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.xpathparammethodargumentresolvertest.resolvestring,True,False,False
39,1.0,spring-ws,XmlRootElementEndpointMapping,org.springframework.ws.server.endpoint.mapping.jaxb.xmlrootelementendpointmappingtest.rootelement,False,False,False
47,1.0,spring-ws,PayloadRootUtils,org.springframework.ws.server.endpoint.support.payloadrootutilstest.testgetqnameforstaxsourceeventreader,False,False,False
57,1.0,spring-ws,AxiomUtils,org.springframework.ws.soap.axiom.support.axiomutilstest.testtolanguage,False,False,False
61,1.0,spring-ws,SaajUtils,org.springframework.ws.soap.saaj.support.saajutilstest.testtonamenamespaceprefix,False,False,False
66,1.0,spring-ws,DefaultTimestampValidator,org.springframework.ws.soap.security.xwss.callback.defaulttimestampvalidatortest.testvalidatenoexpired,False,False,False
67,1.0,spring-ws,SimplePasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.simplepasswordvalidationcallbackhandlertest.testdigestpasswordinvalid,False,False,False
106,1.0,spring-ws,ResponseCreators,org.springframework.ws.test.client.responsecreatorstest.withmustunderstandfault,False,False,False
131,1.0,spring-ws,XmppConnectionFactoryBean,org.springframework.ws.transport.xmpp.support.xmppconnectionfactorybeantest.nohost,False,False,False
147,1.0,spring-ws,SchemaLoaderUtils,org.springframework.xml.validation.schemaloaderutilstest.testloadnonexistantschema,False,False,False
