idProject,nameProject,productionClass,testCase,PR,SR,isTestRedundancy,isTestRedundancyManual
2,search-highlighter,ElasticsearchQueryFlattener,org.wikimedia.highlighter.experimental.elasticsearch.elasticsearchqueryflattenertest.phraseprefixqueryphraseasphrase,0.0,0.0,False,False
2,search-highlighter,AutomatonHitEnum,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.detectwildcard,0.0,0.0,False,False
2,search-highlighter,AutomatonHitEnum,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.leadingwildcardperformance,0.0,0.0,False,False
2,search-highlighter,AutomatonHitEnum,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.partialwithstar,0.0,0.0,False,False
2,search-highlighter,AutomatonHitEnum,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.specificwords,0.0,0.0,False,False
2,search-highlighter,AutomatonHitEnum,org.wikimedia.highlighter.experimental.lucene.hit.automatonhitenumtest.twophasematchcorrectness,0.0,0.0,False,False
2,search-highlighter,QueryFlattener,org.wikimedia.highlighter.experimental.lucene.queryflattenertest.boostquery,0.0,0.0,False,False
2,search-highlighter,QueryFlattener,org.wikimedia.highlighter.experimental.lucene.queryflattenertest.commontermsquerynoremove,0.0,0.0,False,False
2,search-highlighter,QueryFlattener,org.wikimedia.highlighter.experimental.lucene.queryflattenertest.fuzzyqueryshorterthenprefix,0.0,0.0,False,False
2,search-highlighter,QueryFlattener,org.wikimedia.highlighter.experimental.lucene.queryflattenertest.termquery,0.0,0.0,False,False
2,search-highlighter,QueryFlattener,org.wikimedia.highlighter.experimental.lucene.queryflattenertest.testsynonym,0.0,0.0,False,False
2,search-highlighter,BreakIteratorHitEnum,org.wikimedia.search.highlighter.experimental.hit.breakiteratorhitenumtest.acouplewordsunrepaired,0.0,0.0,False,False
2,search-highlighter,ConcatHitEnum,org.wikimedia.search.highlighter.experimental.hit.concathitenumtest.comparetoreplaying,0.0,0.0,False,False
2,search-highlighter,MergingHitEnum,org.wikimedia.search.highlighter.experimental.hit.merginghitenumtest.ofcollectionofempty,0.0,0.0,False,False
2,search-highlighter,MergingHitEnum,org.wikimedia.search.highlighter.experimental.hit.merginghitenumtest.single,0.0,0.0,False,False
2,search-highlighter,OverlapMergingHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.overlapmerginghitenumwrappertest.empty,0.0,0.0,False,False
2,search-highlighter,OverlapMergingHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.overlapmerginghitenumwrappertest.nooverlaps,0.0,0.0,False,False
2,search-highlighter,OverlapMergingHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.overlapmerginghitenumwrappertest.overlappicksmaxweightandsize,0.0,0.0,False,False
2,search-highlighter,OverlapMergingHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.overlapmerginghitenumwrappertest.single,0.0,0.0,False,False
2,search-highlighter,PhraseHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.basic,0.0,0.0,False,False
2,search-highlighter,PhraseHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.largeandbasicspeedtest,0.0,0.0,False,False
2,search-highlighter,PhraseHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.multi,0.0,0.0,False,False
2,search-highlighter,PhraseHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.slop,0.0,0.0,False,False
2,search-highlighter,PhraseHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.startover,0.0,0.0,False,False
2,search-highlighter,RegexHitEnum,org.wikimedia.search.highlighter.experimental.hit.regexhitenumtest.specificwords,0.0,0.0,False,False
2,search-highlighter,ReplayingHitEnum,org.wikimedia.search.highlighter.experimental.hit.replayinghitenumtest.afew,0.0,0.0,False,False
2,search-highlighter,ReplayingHitEnum,org.wikimedia.search.highlighter.experimental.hit.replayinghitenumtest.empty,0.0,0.0,False,False
2,search-highlighter,WeightFilteredHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.weightfilteredhitenumwrappertest.empty,0.0,0.0,False,False
2,search-highlighter,WeightFilteredHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.weightfilteredhitenumwrappertest.filtersall,0.0,0.0,False,False
2,search-highlighter,WeightFilteredHitEnumWrapper,org.wikimedia.search.highlighter.experimental.hit.weightfilteredhitenumwrappertest.single,0.0,0.0,False,False
2,search-highlighter,BasicScoreBasedSnippetChooser,org.wikimedia.search.highlighter.experimental.snippet.basicscorebasedsnippetchoosertest.basic,0.0054794520547944,0.0,False,False
2,search-highlighter,BasicScoreBasedSnippetChooser,org.wikimedia.search.highlighter.experimental.snippet.basicscorebasedsnippetchoosertest.twohits,0.0054794520547944,0.0,False,False
2,search-highlighter,BasicSourceOrderSnippetChooser,org.wikimedia.search.highlighter.experimental.snippet.basicsourceordersnippetchoosertest.twohits,0.0932566389024988,0.0,False,False
2,search-highlighter,BreakIteratorSegmenter,org.wikimedia.search.highlighter.experimental.snippet.breakiteratorsegmentertest.empty,0.0102564102564102,0.0,False,False
2,search-highlighter,BreakIteratorSegmenter,org.wikimedia.search.highlighter.experimental.snippet.breakiteratorsegmentertest.sentencebreaks,0.1396665512420967,0.0,False,False
2,search-highlighter,BreakIteratorSegmenter,org.wikimedia.search.highlighter.experimental.snippet.breakiteratorsegmentertest.singlechar,0.0102564102564102,0.0,False,False
2,search-highlighter,CharScanningSegmenter,org.wikimedia.search.highlighter.experimental.snippet.charscanningsegmentertest.randomsegments,0.0,0.0,False,False
2,search-highlighter,CharScanningSegmenter,org.wikimedia.search.highlighter.experimental.snippet.charscanningsegmentertest.shortstring,0.0782735089110564,0.0,False,False
2,search-highlighter,CharScanningSegmenter,org.wikimedia.search.highlighter.experimental.snippet.charscanningsegmentertest.wordbreaksonlybetweenminandmax,0.0406679020055488,0.0,False,False
2,search-highlighter,ExponentialSnippetWeigher,org.wikimedia.search.highlighter.experimental.snippet.exponentialsnippetweighertest.uniquesources,0.3272994129158513,0.0,False,False
2,search-highlighter,MultiSegmenter,org.wikimedia.search.highlighter.experimental.snippet.multisegmentertest.singleemptystring,0.0,0.0,False,False
2,search-highlighter,MultiSegmenter,org.wikimedia.search.highlighter.experimental.snippet.multisegmentertest.startwithsomeemptythensinglechar,0.0998086490623804,0.0,False,False
2,search-highlighter,MultiSegmenter,org.wikimedia.search.highlighter.experimental.snippet.multisegmentertest.toolong,0.0262969588550984,0.0,False,False
2,search-highlighter,MultiSegmenter,org.wikimedia.search.highlighter.experimental.snippet.multisegmentertest.twosentences,0.1381997833379926,0.0,False,False
2,search-highlighter,WholeSourceSegmenter,org.wikimedia.search.highlighter.experimental.snippet.wholesourcesegmentertest.empty,0.0102564102564102,0.0,False,False
2,search-highlighter,WholeSourceSegmenter,org.wikimedia.search.highlighter.experimental.snippet.wholesourcesegmentertest.singlesentence,0.0,0.0,False,False
2,search-highlighter,StringSourceExtracter,org.wikimedia.search.highlighter.experimental.source.stringsourceextractertest.outofbounds,0.0779471544715446,0.0,False,False
