idProject,nameProject,productionClass,testCase,PR,SR,isTestRedundancy ,isTestRedundancyManual
13,fastjson,IgnoreTypeDeserializer,com.alibaba.fastjson.deserializer.ignoretypedeserializer.parseobjectwithnotexisttypethrowexception,0.0,0.0,False,False
13,fastjson,JSONPath,com.alibaba.fastjson.jsonpathtest.eq1,0.0,0.0,False,False
13,fastjson,JSONPath,com.alibaba.fastjson.jsonpathtest.iseof2,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.chararraycompare1,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate16,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate3,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checkdate6,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime10,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime13,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime16,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime17,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime5,0.0,0.0,False,False
13,fastjson,JSONScanner,com.alibaba.fastjson.parser.jsonscannertest.checktime7,0.0,0.0,False,False
13,fastjson,SerializeWriter,com.alibaba.fastjson.serializer.serializewritertest.testwritelitebasicstr,0.0,0.0,False,False
13,fastjson,ASMUtils,com.alibaba.json.bvt.asm.asmutilstest.test_gettype_null,0.0,0.0,False,False
13,fastjson,Type,com.alibaba.json.bvt.asm.testtype.test_gettype,0.0,0.0,False,False
13,fastjson,Bug14,com.alibaba.json.bvt.bug.bug14.test_0,0.0,0.0,False,False
13,fastjson,Bug_101_for_rongganlin_case3,com.alibaba.json.bvt.bug.bug_101_for_rongganlin_case3.test_for_bug,0.0,0.0,False,False
13,fastjson,Bug_127_for_qiuyan81,com.alibaba.json.bvt.bug.bug_127_for_qiuyan81.test_parserundefined_b,0.0,0.0,False,False
13,fastjson,Bug_127_for_qiuyan81,com.alibaba.json.bvt.bug.bug_127_for_qiuyan81.test_parserundefined_single,0.0,0.0,False,False
13,fastjson,Bug_127_for_qiuyan81,com.alibaba.json.bvt.bug.bug_127_for_qiuyan81.test_parserundefined_t,0.0,0.0,False,False
13,fastjson,Bug_7,com.alibaba.json.bvt.bug.bug_7.test_bigintegerarray,0.0,0.0,False,False
13,fastjson,Bug_8,com.alibaba.json.bvt.bug.bug_8.test_0,0.0,0.0,False,False
13,fastjson,Bug_for_42283905_1,com.alibaba.json.bvt.bug.bug_for_42283905_1.test_0,0.0,0.0,False,False
13,fastjson,Bug_for_80108116,com.alibaba.json.bvt.bug.bug_for_80108116.test_for_dateformat,0.0,0.0,False,False
13,fastjson,Bug_for_cduym,com.alibaba.json.bvt.bug.bug_for_cduym.test1,0.0,0.0,False,False
13,fastjson,Bug_for_cnhans,com.alibaba.json.bvt.bug.bug_for_cnhans.test_format,0.0,0.0,False,False
13,fastjson,Bug_for_Double2Tag,com.alibaba.json.bvt.bug.bug_for_double2tag.test_double,0.0,0.0,False,False
13,fastjson,Bug_for_dragoon,com.alibaba.json.bvt.bug.bug_for_dragoon.test_for_dragoon,0.0,0.0,False,False
13,fastjson,Bug_for_dragoon26,com.alibaba.json.bvt.bug.bug_for_dragoon26.test_0,0.0,0.0,False,False
13,fastjson,Bug_for_dubbo2,com.alibaba.json.bvt.bug.bug_for_dubbo2.test_emptyhashmap,0.0,0.0,False,False
