,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,31.0,retrofit,Java8OptionalConverterFactory,retrofit.converter.java8.java8optionalconverterfactorytest.onlymatchesoptional,0.0,0.5852495486428735,False,False,False
5,31.0,retrofit,Result,retrofit2.adapter.rxjava2.resulttest.response,2.0,0.4732477620876808,False,False,False
7,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresponsetypethrows,0.0,0.5096237424929202,False,True,True
8,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresulttypethrows,0.0,0.5215735615778501,False,True,True
12,31.0,retrofit,Call,retrofit2.calltest.conversionproblemoutgoingsync,0.0,0.5197247616025235,False,True,False
14,31.0,retrofit,Call,retrofit2.calltest.transportproblemsync,0.0,0.5650903690676621,False,True,False
15,31.0,retrofit,JaxbConverterFactory,retrofit2.converter.jaxb.jaxbconverterfactorytest.xmlrequestbody,0.0,0.5097197377285422,False,True,True
23,31.0,retrofit,WireConverterFactory,retrofit2.converter.wire.wireconverterfactorytest.deserializewrongtype,0.0,0.5062264845451524,False,False,True
25,31.0,retrofit,ExecutorCallAdapterFactory,retrofit2.executorcalladapterfactorytest.adaptedcallexecute,2.0,0.4537402878515031,False,True,True
26,31.0,retrofit,ExecutorCallAdapterFactory,retrofit2.executorcalladapterfactorytest.responsetype,1.0,0.674476730388664,True,True,True
27,31.0,retrofit,Calls,retrofit2.mock.callstest.deferredreturnexecute,0.0,0.5733705356770339,False,True,True
28,31.0,retrofit,Calls,retrofit2.mock.callstest.responsecancelenqueue,0.0,0.4146216866545538,False,True,True
29,31.0,retrofit,MockRetrofit,retrofit2.mock.mockretrofittest.backgroundexecutornullthrows,0.0,0.352789950809628,False,False,True
30,31.0,retrofit,MockRetrofit,retrofit2.mock.mockretrofittest.retrofitnullthrows,0.0,0.3861746029698912,False,False,True
32,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.errorfactorycannotreturnnull,0.0,0.5174913920056565,False,False,True
33,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.errorfactorycannotthrow,0.0,0.5468572395662992,False,False,False
34,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.errorpercentageisaccurate,0.0,0.6966003995489918,True,True,False
35,31.0,retrofit,NetworkBehavior,retrofit2.mock.networkbehaviortest.failureexceptionisnotnull,0.0,0.6342590119992095,True,False,False
39,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.custommethodwithbody,3.0,0.453521274629065,False,True,True
40,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.fieldparammapsconvertedtonullshoulderror,2.0,0.6310475160524743,True,True,False
45,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.formencodedwithencodednamefieldparammap,4.0,0.641491212823309,True,False,True
46,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getabsoluteurl,2.0,0.3827484833631656,False,False,True
47,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.geturlandurlparamthrows,2.0,0.5317076270875153,False,False,True
48,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedpathparam,2.0,0.3994805593530007,False,False,False
51,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithencodedqueryparam,2.0,0.4043707368894211,False,False,False
52,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithheadermap,3.0,0.4922728016864621,False,True,False
57,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithquerynameparamprimitivearray,2.0,0.3952240837588241,False,True,False
58,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithqueryparammap,3.0,0.4163200784646556,False,False,True
60,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.getwithstringurlabsolute,2.0,0.3837327141736391,False,False,True
62,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.headerparamtostring,3.0,0.4577612806734223,False,False,True
63,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.multipartarrayrequiresname,2.0,0.4907020935341787,False,False,False
65,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.multipartokhttppartforbidsname,2.0,0.5786857525486715,False,True,True
67,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.multipartpartmapmustbemap,2.0,0.5565196328950327,False,False,False
71,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.postwithurl,3.0,0.4135280375925796,False,True,True
73,31.0,retrofit,RequestFactory,retrofit2.requestfactorytest.queryparammapsconvertedtonullshoulderror,2.0,0.644684890626813,True,False,True
75,31.0,retrofit,Response,retrofit2.responsetest.error,1.0,0.2740544435776385,False,False,False
76,31.0,retrofit,Response,retrofit2.responsetest.errorwithrawresponse,1.0,0.2783680015333836,False,False,False
77,31.0,retrofit,Response,retrofit2.responsetest.nullerrorwithrawresponsethrows,1.0,0.3336097182734431,False,False,False
80,31.0,retrofit,Retrofit,retrofit2.retrofittest.basehttpurlpropagated,3.0,0.6998477168400312,True,False,False
81,31.0,retrofit,Retrofit,retrofit2.retrofittest.baseurlnullthrows,0.0,0.7235824193534072,True,False,False
83,31.0,retrofit,Retrofit,retrofit2.retrofittest.calladapterfactorydefault,0.0,0.5323222439033475,False,False,True
84,31.0,retrofit,Retrofit,retrofit2.retrofittest.calladapterfactoryqueriedcandelegatetwicewithoutrecursion,3.0,0.5994798990136364,False,True,True
88,31.0,retrofit,Retrofit,retrofit2.retrofittest.callfactoryclientpropagated,0.0,0.6810790973002098,True,True,True
89,31.0,retrofit,Retrofit,retrofit2.retrofittest.callfactoryreturningnullthrows,2.0,0.5591678004193498,False,True,False
91,31.0,retrofit,Retrofit,retrofit2.retrofittest.customcalladapter,3.0,0.5635923556766761,False,True,False
92,31.0,retrofit,Retrofit,retrofit2.retrofittest.customcalladaptermissingthrows,0.0,0.6484327457183152,True,True,True
94,31.0,retrofit,Retrofit,retrofit2.retrofittest.methodannotationspassedtoresponsebodyconverter,3.0,0.6439317985266106,True,True,True
95,31.0,retrofit,Retrofit,retrofit2.retrofittest.requestconverterfactorynomatchthrows,0.0,0.6044204921817049,True,True,True
97,31.0,retrofit,Retrofit,retrofit2.retrofittest.responsetypecannotbeokhttpresponse,0.0,0.6031448251001478,True,True,True
1,31.0,retrofit,GuavaCallAdapterFactory,retrofit2.adapter.guava.guavacalladapterfactorytest.responsetype,1.0,0.5041513081585933,False,True,False
2,31.0,retrofit,Java8CallAdapterFactory,retrofit2.adapter.java8.java8calladapterfactorytest.rawresponsetypethrows,0.0,0.5275583433887199,False,False,False
3,31.0,retrofit,Result,retrofit2.adapter.rxjava.resulttest.error,2.0,0.471287608220118,False,False,False
4,31.0,retrofit,Result,retrofit2.adapter.rxjava.resulttest.nullerrorthrows,1.0,0.4445203606234787,False,False,True
6,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawbodytypethrows,0.0,0.4973259676101526,False,True,True
9,31.0,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.responsetypes,0.0,0.5367125031558038,False,True,False
10,31.0,retrofit,ScalaCallAdapterFactory,retrofit2.adapter.scala.scalacalladapterfactorytest.nonlistenablefuturereturnsnull,0.0,0.702363446643608,True,False,False
11,31.0,retrofit,CallAdapter,retrofit2.calladaptertest.parameterizedtypes,0.0,0.382467388992333,False,True,False
13,31.0,retrofit,Call,retrofit2.calltest.responsebodystreams,0.0,0.6067001549830615,True,True,True
16,31.0,retrofit,MoshiConverterFactory,retrofit2.converter.moshi.moshiconverterfactorytest.annotations,1.0,0.5181599445128231,False,True,False
17,31.0,retrofit,MoshiConverterFactory,retrofit2.converter.moshi.moshiconverterfactorytest.aslenient,1.0,0.4170270840903892,False,True,False
18,31.0,retrofit,MoshiConverterFactory,retrofit2.converter.moshi.moshiconverterfactorytest.requirefullresponsedocumentconsumption,0.0,0.5603869949479741,False,False,True
19,31.0,retrofit,ProtoConverterFactory,retrofit2.converter.protobuf.protoconverterfactorytest.deserializewrongvalue,0.0,0.5162744599754787,False,True,False
