idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism,isResourceOptimismManual
13,hadoop,ConfigRedactor,org.apache.hadoop.conf.testconfigredactor.testredactnocoredefault,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testboolean,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testclear,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testcompactformat,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testconcurrentaccesses,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testdoublevalues,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testdumpproperty,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testentityreference,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testenumfromxml,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testfinalwarningsmultiple,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testfinalwarningsmultipleoverride,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgetclassbynameornull,0,0,False,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgettingpropertieswithprefix,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testgettrimmedstringcollection,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testhexvalues,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testhumanreadablevalues,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testincludeswithfallback,0,2,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testinputstreamresource,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testintegerranges,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testintegervalues,0,1,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testoverlay,0,2,True,True
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testresourcerace,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testtimeduration,0,0,False,False
13,hadoop,Configuration,org.apache.hadoop.conf.testconfiguration.testvariablesubstitution,0,1,True,True
13,hadoop,ConfServlet,org.apache.hadoop.conf.testconfservlet.testgetproperty,0,0,False,False
13,hadoop,ConfServlet,org.apache.hadoop.conf.testconfservlet.testwritexml,0,0,False,False
13,hadoop,KeyAuthorizationKeyProvider,org.apache.hadoop.crypto.key.kms.server.testkeyauthorizationkeyprovider.testopswhenaclattributeexists,0,0,False,False
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testdelegationtokensopshttpkerberized,0,0,False,True
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testdelegationtokensopshttppseudo,0,0,False,True
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testkmsjmx,0,1,True,True
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testkmstimeout,0,1,True,True
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testkmswithzkdtsm,0,0,False,False
13,hadoop,KMS,org.apache.hadoop.crypto.key.kms.server.testkms.testspecialkeynames,0,1,True,False
