idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism,isResourceOptimismManual
31,retrofit,Java8OptionalConverterFactory,retrofit.converter.java8.java8optionalconverterfactorytest.onlymatchesoptional,0,0,False,False
31,retrofit,GuavaCallAdapterFactory,retrofit2.adapter.guava.guavacalladapterfactorytest.responsetype,0,0,False,False
31,retrofit,Java8CallAdapterFactory,retrofit2.adapter.java8.java8calladapterfactorytest.rawresponsetypethrows,0,0,False,False
31,retrofit,Result,retrofit2.adapter.rxjava.resulttest.error,0,0,False,False
31,retrofit,Result,retrofit2.adapter.rxjava.resulttest.nullerrorthrows,0,0,False,False
31,retrofit,Result,retrofit2.adapter.rxjava2.resulttest.response,0,0,False,False
31,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawbodytypethrows,0,0,False,False
31,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresponsetypethrows,0,0,False,False
31,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.rawresulttypethrows,0,0,False,False
31,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.responsetypes,0,0,False,False
31,retrofit,ScalaCallAdapterFactory,retrofit2.adapter.scala.scalacalladapterfactorytest.nonlistenablefuturereturnsnull,0,0,False,False
31,retrofit,CallAdapter,retrofit2.calladaptertest.parameterizedtypes,0,0,False,False
31,retrofit,Call,retrofit2.calltest.conversionproblemoutgoingsync,0,0,False,False
31,retrofit,Call,retrofit2.calltest.responsebodystreams,0,0,False,False
31,retrofit,Call,retrofit2.calltest.transportproblemsync,0,0,False,False
31,retrofit,JaxbConverterFactory,retrofit2.converter.jaxb.jaxbconverterfactorytest.xmlrequestbody,0,0,False,True
31,retrofit,MoshiConverterFactory,retrofit2.converter.moshi.moshiconverterfactorytest.annotations,0,0,False,True
31,retrofit,MoshiConverterFactory,retrofit2.converter.moshi.moshiconverterfactorytest.aslenient,0,0,False,False
