idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism ,isResourceOptimismManual
14,elastic-job-lite,ShardingContext,io.elasticjob.lite.api.shardingcontexttest.assertnew,12,0,True,False
14,elastic-job-lite,AverageAllocationJobShardingStrategy,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforserverslessthanshardingcountaliquot,0,0,False,False
14,elastic-job-lite,OdevitySortByNameJobShardingStrategy,io.elasticjob.lite.api.strategy.impl.odevitysortbynamejobshardingstrategytest.assertshardingbydesc,0,0,False,False
14,elastic-job-lite,RotateServerByNameJobShardingStrategy,io.elasticjob.lite.api.strategy.impl.rotateserverbynamejobshardingstrategytest.assertsharding3,0,0,False,False
14,elastic-job-lite,JobShardingStrategyFactory,io.elasticjob.lite.api.strategy.jobshardingstrategyfactorytest.assertgetdefaultstrategy,0,0,False,False
14,elastic-job-lite,JobShardingStrategyFactory,io.elasticjob.lite.api.strategy.jobshardingstrategyfactorytest.assertgetstrategyfailurewhenstrategyclassinvalid,0,0,False,False
14,elastic-job-lite,JobCoreConfiguration,io.elasticjob.lite.config.jobcoreconfigurationtest.assertbuildwhenjobnameisnull,0,0,False,False
14,elastic-job-lite,LiteJobConfiguration,io.elasticjob.lite.config.litejobconfigurationtest.assertisnotfailover,0,0,False,False
14,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertgetexecutorid,2,0,True,False
14,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertgetidforunassignedslave,1,0,True,False
14,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertnew,2,0,True,False
14,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertnewwithoutslaveid,2,0,True,False
14,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertsetidle,2,0,True,False
14,elastic-job-lite,JobExecutionEvent,io.elasticjob.lite.event.jobexecutioneventtest.assertexecutionfailure,0,0,False,False
14,elastic-job-lite,JobExecutionEvent,io.elasticjob.lite.event.jobexecutioneventtest.assertnewjobexecutionevent,0,0,False,False
14,elastic-job-lite,JobEventRdbConfiguration,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertcreatejobeventlistenerfailure,1,0,True,False
14,elastic-job-lite,JobEventRdbConfiguration,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertgetdatasource,2,0,True,False
14,elastic-job-lite,JobEventRdbListener,io.elasticjob.lite.event.rdb.jobeventrdblistenertest.assertpostjobexecutionevent,0,0,False,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswitherrorsort,3,0,True,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithfields,3,0,True,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithtime,6,0,True,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithfields,2,0,True,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithsort,3,0,True,False
14,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithtime,6,0,True,False
