idProject,nameProject,productionClass,testCase,ERNC,FRNC,isResourceOptimism ,isResourceOptimismManual
47,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testisutility,0,0,False,False
47,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testsettotrue,0,0,False,False
47,rxjava2-extras,BiFunctions,com.github.davidmoten.rx2.bifunctionstest.testconstant,0,0,False,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testbytearrays,0,1,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testcancelobservable,0,6,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testclosequeue,0,1,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testerror,0,1,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testfragmentsasync,0,0,False,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testjavaioserializableobservablesource,0,1,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testpollqueuethrowsexceptionemitserror,0,2,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearrays,0,1,True,False
47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearraysobservablesource,0,1,True,False
47,rxjava2-extras,Serializers,com.github.davidmoten.rx2.buffertofile.serializerstest.testdataserializer,0,1,True,False
47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testbytesfromfilelowbuffersize,0,6,True,False
47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollect,0,0,False,False
47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollectwithempty,0,0,False,False
47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testunzipextractspecificfile,0,2,True,False
47,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testarraysnotequalthrows,0,0,False,False
47,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testisutilityclass,0,0,False,False
47,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.teststatisticsonmultipleelements,0,0,False,False
47,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.testtostring,0,0,False,False
47,rxjava2-extras,Functions,com.github.davidmoten.rx2.functionstest.testisutilityclass,0,0,False,False
47,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpageprintln,0,0,False,False
47,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpagesize,0,1,True,False
47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsfirst,0,0,False,False
47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsfirstlongdelimiter,0,0,False,False
47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsoneacrossthree,0,0,False,False
47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsoneendswithdelimiter,0,0,False,False
47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testnotemptynotfound,0,0,False,False
47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testaddthrows,0,0,False,False
47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testbackpressureandcancel,0,0,False,False
47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testconditionthrows,0,0,False,False
47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testrequestwhileprocessingonnext,0,0,False,False
47,rxjava2-extras,FlowableDoOnEmpty,com.github.davidmoten.rx2.internal.flowable.flowabledoonemptytest.subscriberstatetest,0,0,False,False
47,rxjava2-extras,FlowableFetchPagesByRequest,com.github.davidmoten.rx2.internal.flowable.flowablefetchpagesbyrequesttest.testfetchcompletesifreturnslessthanrequested,0,0,False,False
47,rxjava2-extras,FlowableMapLast,com.github.davidmoten.rx2.internal.flowable.flowablemaplasttest.testmaplasthandlesnonfatalerror,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.test3,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testcombinerfunctionbthrowsresultsinerroremission,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testempties,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testerror,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testkeyfunctionbthrowsresultsinerroremission,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testnomatchexistsforatleastonesecondlonger,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testonedoesnotcompleteandothermatchedallshouldfinish,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testonedoesnotcompleteandothermatchedallshouldfinishswitched2,0,0,False,False
47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testunsubscribe,0,0,False,False
47,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkemptymaxrequestonedownstreamrequestsmaxvalue,0,0,False,False
