,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,3.0,4.0,3.0,2.0,0.42857142857142855,0.6,0.5,0.5833333333333334,0.5,0.02857142857142857
1,2.0,4.0,3.0,3.0,0.3333333333333333,0.4,0.4166666666666667,0.5,0.3636363636363636,-0.1690308509457033
2,4.0,6.0,1.0,1.0,0.4,0.8,0.4166666666666667,0.8333333333333334,0.5333333333333333,-0.07559289460184544
3,2.0,2.0,5.0,3.0,0.5,0.4,0.5833333333333334,0.3333333333333333,0.4444444444444445,0.11952286093343936
4,4.0,3.0,4.0,1.0,0.5714285714285714,0.8,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.37142857142857144
5,4.0,3.0,3.0,2.0,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6153846153846153,0.1690308509457033
6,3.0,2.0,4.0,3.0,0.6,0.5,0.5833333333333334,0.4166666666666667,0.5454545454545454,0.1690308509457033
7,4.0,4.0,2.0,2.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5714285714285715,0.0
8,3.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.0
9,1.0,3.0,3.0,4.0,0.25,0.2,0.36363636363636365,0.36363636363636365,0.22222222222222224,-0.3105295017040594
10,30.0,34.0,31.0,24.0,0.4654761904761905,0.5533333333333335,0.5113636363636364,0.49625707625707627,0.03024313155732377,
