idProject,nameProject,productionClass,testCase,NMC,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual
44,activiti,Task,org.activiti.editor.language.subprocesstest.doubleconversionvalidation,1,0.3505178206274787,0.6494821793725213,True,False
44,activiti,CommaSplitter,org.activiti.editor.language.xml.commasplittertest.testomanycomainexpression,0,0.7933473315693736,0.2066526684306263,False,False
44,activiti,ServiceTaskParseHandler,org.activiti.engine.impl.bpmn.parser.handler.servicetaskparsehandlertest.executeparseshouldusedefaultbehaviorwhennoinformationisprovided,0,0.3914051716902709,0.6085948283097291,True,False
44,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testinvalidcalendarnamerequest,0,0.7009666272600233,0.2990333727399766,False,False
44,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testmapconstructor,0,0.688664990125547,0.3113350098744529,False,True
44,activiti,MapBusinessCalendarManager,org.activiti.engine.test.impl.calendar.mapbusinesscalendarmanagertest.testnullcalendars,0,0.5963960057990416,0.4036039942009584,False,False
44,activiti,AsyncExecutor,org.activiti.engine.test.jobexecutor.asyncexecutortest.testregularasyncexecution,9,0.6628748116606581,0.3371251883393419,False,True
44,activiti,Task,org.activiti.examples.bpmn.subprocess.subprocesstest.testsimplesubprocess,0,0.0,1.0,True,True
44,activiti,DefaultServiceTaskBehavior,org.activiti.runtime.api.connector.defaultservicetaskbehaviortest.hasconnectorbeanshouldreturnfalseifabeanofdifferenttypeisfound,1,0.6041101655490175,0.3958898344509824,False,True
44,activiti,APITaskConverter,org.activiti.runtime.api.model.impl.apitaskconvertertest.calculatestatuscreatedandnotassignedtaskshouldreturncreated,0,0.4767143830621226,0.5232856169378775,False,False
44,activiti,ProcessDefinitionResourceFinderIT,org.activiti.spring.boot.processdefinitionresourcefinderit.shouldreturnalltheprocessdefinitionfilesonspecifiedfolder,0,0.4388833512294651,0.5611166487705349,False,False
44,activiti,ProcessDefinitionResourceFinderIT,org.activiti.spring.boot.processdefinitionresourcefinderit.shouldreturnemptylistwhenprocessdefinitionsfolderisnotfound,0,0.6722790577045754,0.3277209422954246,False,False
44,activiti,SecurityPoliciesProcessDefinitionRestrictionApplier,org.activiti.spring.security.policies.securitypoliciesprocessdefinitionrestrictionappliertest.denyallshouldaddunmatchablefilter,0,0.6127016614040777,0.3872983385959223,False,False
44,activiti,SecurityPoliciesServiceIT,org.activiti.spring.security.policies.securitypoliciesserviceit.shouldgetkeysforread,0,0.7956655108048151,0.2043344891951849,False,True
44,activiti,DefaultAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.defaultautodeploymentstrategytest.testdeployresources,0,0.4959740878910005,0.5040259121089995,False,False
44,activiti,DefaultAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.defaultautodeploymentstrategytest.testdetermineresourcenamewithexceptionfailsgracefully,0,0.4084417515364906,0.5915582484635094,False,False
44,activiti,ResourceParentFolderAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.resourceparentfolderautodeploymentstrategytest.testhandlesmode,0,0.2573693829523297,0.7426306170476702,True,False
44,activiti,SingleResourceAutoDeploymentStrategy,org.activiti.spring.test.autodeployment.singleresourceautodeploymentstrategytest.testdeployresources,0,0.4431094817101162,0.5568905182898838,False,False
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsaving23hourday,2,0.7179885741198776,0.2820114258801224,False,True
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsaving25hourdayeurope,2,0.7011986432347633,0.2988013567652366,False,True
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfall,2,0.6948425983935141,0.3051574016064858,False,True
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfallfirsthour,2,0.7093912646774753,0.2906087353225247,False,True
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.daylightsavingfallobservedsecondhour,3,0.6861869814120236,0.3138130185879764,False,True
44,activiti,DurationHelper,org.activiti.standalone.calendar.durationhelpertest.shouldnotexceednumber,0,0.5169995084701813,0.4830004915298187,False,True
44,activiti,ServiceTaskValidator,org.activiti.validation.validator.impl.servicetaskvalidatortest.executevalidationshouldnotriseerrorsforservicetaskssettingonlytheimplementation,0,0.8206421290295993,0.1793578709704006,False,True
