8469,19,oryx,FeatureVectorsPartition,com.cloudera.oryx.app.als.featurevectorspartitiontest.testconcurrent,False,True
8502,19,oryx,ALSServingModelManager,com.cloudera.oryx.app.serving.als.model.alsservingmodelmanagertest.testbadinstantiation,False,True
8514,19,oryx,RecommendToAnonymous,com.cloudera.oryx.app.serving.als.recommendtoanonymoustest.testrecommendtoanonymous,False,True
8522,19,oryx,Similarity,com.cloudera.oryx.app.serving.als.similaritytest.testsimilaritycsv,False,True
8526,19,oryx,Ready,com.cloudera.oryx.app.serving.kmeans.readytest.testget,False,True
8531,19,oryx,ALSSpeedIT,com.cloudera.oryx.app.speed.als.alsspeedit.testalsspeed,False,True
8533,19,oryx,ALSSpeedModel,com.cloudera.oryx.app.speed.als.alsspeedmodeltest.testuseritemvector,False,True
8538,19,oryx,ClassUtils,com.cloudera.oryx.common.lang.classutilstest.testloadnonexistentclass,False,True
8539,19,oryx,ClassUtils,com.cloudera.oryx.common.lang.classutilstest.testnocontextcl,True,False
8550,19,oryx,PMMLUtils,com.cloudera.oryx.common.pmml.pmmlutilstest.testskeleton,False,True
8562,19,oryx,CSVMessageBodyWriter,com.cloudera.oryx.lambda.serving.csvmessagebodywritertest.testwrite,False,True
8564,19,oryx,OryxExceptionMapper,com.cloudera.oryx.lambda.serving.oryxexceptionmappertest.testmap,False,True
8567,19,oryx,GridSearch,com.cloudera.oryx.ml.param.gridsearchtest.testcombos,False,True
8471,19,oryx,MultiRescorerProvider,com.cloudera.oryx.app.als.multirescorerprovidertest.testmultimostsimilaritemsrescorer,False,True
8485,19,oryx,WeightedPrediction,com.cloudera.oryx.app.classreg.predict.weightedpredictiontest.testnumericvoteweighted,False,True
8487,19,oryx,MLFunctions,com.cloudera.oryx.app.common.fn.mlfunctionstest.testsumwithnan,False,True
8508,19,oryx,Preference,com.cloudera.oryx.app.serving.als.preferencetest.testdelete,False,True
8510,19,oryx,Recommend,com.cloudera.oryx.app.serving.als.recommendtest.testbadoffset,False,True
