Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,wikidata-toolkit.csv,randomsearch_naivebayes,0.0,199.0,1.0,0.0,0.0,0.0,0.005,0.995,0.0,0.0,
cross,marine-api.csv,randomsearch_naivebayes,0.0,91.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
cross,undertow.csv,randomsearch_naivebayes,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
cross,admiral.csv,randomsearch_naivebayes,0.0,426.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
cross,wildfly-maven-plugin.csv,randomsearch_naivebayes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
cross,wro4j.csv,randomsearch_naivebayes,1.0,338.0,4.0,0.0,0.0032258064516129,0.1,0.0125101418073768,0.990715664644236,0.00625,0.0,0.5166666666666667
cross,incubator-dubbo.csv,randomsearch_naivebayes,0.0,365.0,6.0,0.0,0.0,0.0,0.0173094560404807,0.9826905439595192,0.0,0.0,
cross,querydsl.csv,randomsearch_naivebayes,0.0,531.0,54.0,0.0,0.0,0.0,0.0935602073460273,0.9064397926539728,0.0,0.0,
cross,activiti.csv,randomsearch_naivebayes,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
cross,webcollector.csv,randomsearch_naivebayes,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
cross,sawmill.csv,randomsearch_naivebayes,0.0,64.0,3.0,0.0,0.0,0.0,0.0472222222222222,0.9527777777777778,0.0,0.0,
cross,helios.csv,randomsearch_naivebayes,1.0,98.0,10.0,0.0,0.0055555555555555,0.1,0.0967636895268474,0.9084994683678896,0.0105263157894736,0.0055555555555555,0.5294117647058824
cross,fastjson.csv,randomsearch_naivebayes,1.0,460.0,3.0,0.0,0.0023255813953488,0.1,0.0083573274270948,0.993968253968254,0.0045454545454545,0.0,0.5116279069767442
cross,dropwizard.csv,randomsearch_naivebayes,0.0,258.0,12.0,0.0,0.0,0.0,0.0432784157371863,0.9567215842628136,0.0,0.0,
cross,c2mon.csv,randomsearch_naivebayes,0.0,167.0,1.0,0.0,0.0,0.0,0.0052631578947368,0.9947368421052633,0.0,0.0,
cross,rxjava2-extras.csv,randomsearch_naivebayes,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
cross,delight-nashorn-sandbox.csv,randomsearch_naivebayes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
