Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,hsac-fitnesse-fixtures.csv,nearmissunder2_randomsearch_adaboost,0.0,20.0,33.0,1.0,0.0,0.0,0.5795238095238096,0.3954761904761904,0.0,-0.0577350269189625,0.1666666666666666
cross,spring-boot.csv,nearmissunder2_randomsearch_adaboost,2.0,9.0,7.0,2.0,0.0666666666666666,0.1,0.3666666666666666,0.5166666666666666,0.08,-0.15,0.3541666666666667
cross,cukes.csv,nearmissunder2_randomsearch_adaboost,0.0,12.0,3.0,0.0,0.0,0.0,0.225,0.675,0.0,0.0,0.0
cross,otto.csv,nearmissunder2_randomsearch_adaboost,1.0,2.0,3.0,1.0,0.3,0.3,0.3,0.2,0.3,0.0,0.3611111111111111
cross,unix4j.csv,nearmissunder2_randomsearch_adaboost,3.0,42.0,26.0,6.0,0.05,0.15,0.3777056277056277,0.583997113997114,0.075,-0.2289991326137004,0.093001443001443
cross,oryx.csv,nearmissunder2_randomsearch_adaboost,8.0,33.0,55.0,5.0,0.1933333333333333,0.5,0.6231584428643252,0.4038350211879623,0.2615873015873016,0.1549892033873295,0.2095717774289203
cross,http-request.csv,nearmissunder2_randomsearch_adaboost,0.0,10.0,26.0,0.0,0.0,0.0,0.5900000000000001,0.31,0.0,0.0,0.0
cross,achilles.csv,nearmissunder2_randomsearch_adaboost,32.0,9.0,12.0,50.0,0.6930952380952381,0.3758333333333333,0.4211538461538461,0.3851282051282051,0.481602564102564,-0.0456484672697136,0.8321673912507247
cross,hbase.csv,nearmissunder2_randomsearch_adaboost,310.0,125.0,125.0,166.0,0.7042646338342008,0.6444024257802231,0.5926487317719967,0.5959796678144004,0.6704429931975395,0.1369959841064871,0.7080549821001283
cross,esper.csv,nearmissunder2_randomsearch_adaboost,34.0,31.0,48.0,35.0,0.5103174603174604,0.4883910533910534,0.5469552334490415,0.4233863401820058,0.480484053270431,0.0945360073071269,0.5678688647924376
cross,wildfly.csv,nearmissunder2_randomsearch_adaboost,0.0,8.0,9.0,0.0,0.0,0.0,0.55,0.35,0.0,0.0,0.0
cross,aletheia.csv,nearmissunder2_randomsearch_adaboost,0.0,2.0,5.0,0.0,0.0,0.0,0.3666666666666666,0.1333333333333333,0.0,0.0,0.0
cross,struts.csv,nearmissunder2_randomsearch_adaboost,3.0,37.0,64.0,1.0,0.1033333333333333,0.25,0.6433624708624708,0.3791375291375291,0.1399999999999999,0.1260461634497843,0.1794871794871795
cross,yawp.csv,nearmissunder2_randomsearch_adaboost,0.0,30.0,20.0,0.0,0.0,0.0,0.4085714285714285,0.5914285714285714,0.0,0.0,
cross,spring-cloud-zuul-ratelimit.csv,nearmissunder2_randomsearch_adaboost,2.0,2.0,7.0,4.0,0.35,0.2833333333333333,0.6166666666666666,0.1999999999999999,0.3,-0.05,0.7569444444444443
cross,one.csv,nearmissunder2_randomsearch_adaboost,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1111111111111111
cross,java-websocket.csv,nearmissunder2_randomsearch_adaboost,68.0,3.0,22.0,3.0,0.9683333333333334,0.9621031746031748,0.9401713564213564,0.6778986291486292,0.9638103968377802,0.4988559333556613,0.9985243055555556
cross,jhipster-registry.csv,nearmissunder2_randomsearch_adaboost,1.0,4.0,8.0,1.0,0.15,0.2,0.6,0.3,0.1666666666666666,-0.1,0.5625
cross,oci-java-sdk.csv,nearmissunder2_randomsearch_adaboost,8.0,16.0,14.0,9.0,0.325,0.3,0.376547619047619,0.5002380952380953,0.278095238095238,0.0788449393448888,0.7467261904761904
cross,openpojo.csv,nearmissunder2_randomsearch_adaboost,5.0,48.0,85.0,0.0,0.1063492063492063,0.5,0.6697607294666119,0.3674881735911147,0.1652380952380952,0.1759116848095663,0.2809523809523809
cross,spring-ws.csv,nearmissunder2_randomsearch_adaboost,43.0,16.0,43.0,51.0,0.7571428571428571,0.4607738095238095,0.5589584976427082,0.3817179750074487,0.5513397129186604,0.184739242854151,0.7306860147301877
cross,carbon-apimgt.csv,nearmissunder2_randomsearch_adaboost,7.0,41.0,7.0,2.0,0.1517857142857142,0.475,0.2788095238095238,0.8182142857142857,0.2138888888888888,-0.0853553390593273,0.1837797619047619
cross,tyrus.csv,nearmissunder2_randomsearch_adaboost,0.0,27.0,11.0,0.0,0.0,0.0,0.2795238095238095,0.7204761904761904,0.0,0.0,
cross,joda-time.csv,nearmissunder2_randomsearch_adaboost,6.0,72.0,312.0,5.0,0.0689393939393939,0.3666666666666666,0.8004642964021789,0.202220399392982,0.1124603174603174,0.1129493513327273,0.2518140547516312
cross,recast4j.csv,nearmissunder2_randomsearch_adaboost,1.0,1.0,1.0,0.0,0.15,0.2,0.15,0.1,0.1666666666666666,0.0,0.125
cross,vertx-completable-future.csv,nearmissunder2_randomsearch_adaboost,0.0,8.0,4.0,0.0,0.0,0.0,0.25,0.35,0.0,0.0,0.0
cross,jfreechart.csv,nearmissunder2_randomsearch_adaboost,23.0,43.0,295.0,199.0,0.3549350649350649,0.1050060860690917,0.5674487937120622,0.1197161618910845,0.1554577685798197,-0.0351718750481717,0.3683468085132335
cross,elastic-job-lite.csv,nearmissunder2_randomsearch_adaboost,6.0,62.0,65.0,7.0,0.0965079365079365,0.3833333333333333,0.4954715219421101,0.4937850140056022,0.1443650793650793,-0.0251006151292,0.0901947816163502
cross,luwak.csv,nearmissunder2_randomsearch_adaboost,0.0,9.0,15.0,0.0,0.0,0.0,0.5516666666666666,0.4483333333333333,0.0,0.0,
cross,hadoop.csv,nearmissunder2_randomsearch_adaboost,544.0,912.0,678.0,238.0,0.3714259554104078,0.6919136241789261,0.5142920992022129,0.6133833957405905,0.4825950320778873,0.1155097664166805,0.3935985379086287
cross,jimfs.csv,nearmissunder2_randomsearch_adaboost,1.0,34.0,33.0,0.0,0.02,0.1,0.5162770562770562,0.498008658008658,0.0333333333333333,0.0258198889747161,0.75
cross,nexus-repository-helm.csv,nearmissunder2_randomsearch_adaboost,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
cross,aismessages.csv,nearmissunder2_randomsearch_adaboost,0.0,11.0,1.0,0.0,0.0,0.0,0.05,0.65,0.0,0.0,0.0
cross,dnsjava.csv,nearmissunder2_randomsearch_adaboost,11.0,30.0,35.0,43.0,0.24,0.2106349206349206,0.3667821067821067,0.3538744588744589,0.2112121212121212,-0.3328078409804792,0.384013468013468
cross,riptide.csv,nearmissunder2_randomsearch_adaboost,2.0,21.0,27.0,6.0,0.12,0.0833333333333333,0.5243073593073594,0.4164069264069264,0.0785714285714285,-0.0471160890571263,0.3199945887445887
cross,noxy.csv,nearmissunder2_randomsearch_adaboost,0.0,1.0,3.0,2.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1428571428571428
cross,orbit.csv,nearmissunder2_randomsearch_adaboost,1.0,5.0,5.0,0.0,0.25,0.3,0.5,0.35,0.2666666666666666,0.0,0.6
cross,redpipe.csv,nearmissunder2_randomsearch_adaboost,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
cross,retrofit.csv,nearmissunder2_randomsearch_adaboost,28.0,37.0,13.0,20.0,0.4267460317460317,0.5744444444444444,0.433058608058608,0.6708180708180709,0.4766666666666667,-0.1328122717795783,0.5379383394383395
cross,junit-quickcheck.csv,nearmissunder2_randomsearch_adaboost,4.0,3.0,25.0,7.0,0.25,0.25,0.7230952380952382,0.1742857142857143,0.2333333333333333,0.1241581623797196,0.5808035714285714
cross,total,bestModel,1454.0,3273.0,3686.0,1220.0,0.3075946689232071,0.543754674644727,0.533582476902315,0.3796606453932807,0.392919875692474,0.06577518452166747,0.33254165203559327
