Type,ProjectTest,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
cross,wikidata-toolkit.csv,nearmissunder1_randomsearch_randomforest,6.0,20.0,160.0,14.0,0.2666666666666666,0.2833333333333333,0.8330375180375181,0.1313896103896104,0.2638095238095238,0.1891939037286268,0.3867257395382395
cross,marine-api.csv,nearmissunder1_randomsearch_randomforest,0.0,1.0,90.0,0.0,0.0,0.0,0.9875,0.0125,0.0,0.0,
cross,undertow.csv,nearmissunder1_randomsearch_randomforest,0.0,0.0,4.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1666666666666666
cross,admiral.csv,nearmissunder1_randomsearch_randomforest,5.0,8.0,277.0,136.0,0.2166666666666666,0.0404093945270415,0.6632701801662982,0.0314892203636638,0.0673202614379085,0.0108329475959303,0.4233896663296772
cross,wildfly-maven-plugin.csv,nearmissunder1_randomsearch_randomforest,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
cross,wro4j.csv,nearmissunder1_randomsearch_randomforest,35.0,42.0,238.0,28.0,0.4594444444444445,0.5947619047619048,0.7947922892941579,0.226691571766316,0.4964749629455512,0.3895713140281163,0.4134971535407075
cross,incubator-dubbo.csv,nearmissunder1_randomsearch_randomforest,2.0,8.0,309.0,52.0,0.1333333333333333,0.0309523809523809,0.8378163723798892,0.0275883236177353,0.0485714285714285,0.0201536447223392,0.2446268978605935
cross,querydsl.csv,nearmissunder1_randomsearch_randomforest,15.0,11.0,427.0,132.0,0.6,0.1026785714285714,0.7489613726687882,0.048126292453506,0.1603156930788509,0.157187993325791,0.5120629178116172
cross,activiti.csv,nearmissunder1_randomsearch_randomforest,0.0,2.0,21.0,2.0,0.0,0.0,0.7,0.15,0.0,0.0,0.375
cross,webcollector.csv,nearmissunder1_randomsearch_randomforest,1.0,0.0,1.0,1.0,0.2,0.15,0.15,0.05,0.1666666666666666,0.0,0.2
cross,sawmill.csv,nearmissunder1_randomsearch_randomforest,0.0,0.0,28.0,39.0,0.0,0.0,0.4106349206349206,0.0,0.0,0.0,0.7446825396825396
cross,helios.csv,nearmissunder1_randomsearch_randomforest,0.0,6.0,103.0,0.0,0.0,0.0,0.9482352941176472,0.0517647058823529,0.0,0.0,
cross,fastjson.csv,nearmissunder1_randomsearch_randomforest,2.0,3.0,458.0,1.0,0.2,0.15,0.9902402159244263,0.0120325113483008,0.1666666666666666,0.1697485832462915,1.0
cross,dropwizard.csv,nearmissunder1_randomsearch_randomforest,9.0,28.0,216.0,17.0,0.2685714285714285,0.37,0.8315801190313934,0.139376402707737,0.3014430014430015,0.2368891193715626,0.393246670916586
cross,c2mon.csv,nearmissunder1_randomsearch_randomforest,0.0,22.0,146.0,0.0,0.0,0.0,0.8718897332457705,0.1281102667542296,0.0,0.0,
