,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc
0,0.0,35.0,38.0,0.0,0.0,0.0,0.5205479452054794,0.4794520547945205,0.0,0.0
1,0.0,39.0,34.0,0.0,0.0,0.0,0.4657534246575342,0.5342465753424658,0.0,0.0
2,0.0,39.0,33.0,1.0,0.0,0.0,0.4520547945205479,0.5342465753424658,0.0,-0.12621954107435032
3,0.0,36.0,36.0,1.0,0.0,0.0,0.4931506849315068,0.4931506849315068,0.0,-0.11624763874381927
4,0.0,30.0,42.0,1.0,0.0,0.0,0.5753424657534246,0.410958904109589,0.0,-0.09843740386976972
5,1.0,37.0,35.0,0.0,0.02631578947368421,1.0,0.4931506849315068,0.5205479452054794,0.05128205128205127,0.11310348208971602
6,0.0,39.0,33.0,0.0,0.0,0.0,0.4583333333333333,0.5416666666666666,0.0,0.0
7,0.0,43.0,29.0,0.0,0.0,0.0,0.4027777777777778,0.5972222222222222,0.0,0.0
8,0.0,36.0,36.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
9,0.0,38.0,34.0,0.0,0.0,0.0,0.4722222222222222,0.5277777777777778,0.0,0.0
10,1.0,372.0,350.0,3.0,0.002631578947368421,0.1,0.4833333333333333,0.005128205128205127,-0.02278011015982233,
